germany_solar_gen_last_week;germany_wind_gen_last_week
4184.5;493.0
4656.75;467.75
5122.0;484.5
5495.75;537.0
5851.25;652.75
6153.0;771.75
6438.5;930.5
6673.75;1039.0
6880.25;1027.25
7050.75;1147.25
7112.25;1251.25
7193.25;1337.75
7192.0;1449.75
7168.0;1558.5
7089.0;1682.25
7034.0;1822.75
6962.75;1936.75
6913.75;2025.75
6868.0;2110.25
6760.0;2177.5
6619.0;2243.0
6505.0;2304.75
6382.75;2381.75
6164.75;2420.0
5955.25;2422.5
5803.0;2413.75
5671.0;2505.0
5521.5;2580.5
5365.25;2589.0
5133.5;2638.0
4836.75;2619.5
4503.5;2573.25
4182.0;2576.5
3824.5;2617.0
3475.0;2636.25
3101.0;2549.0
2762.0;2409.25
2428.75;2360.0
2120.75;2436.75
1809.75;2401.0
1470.0;2316.25
1170.25;2277.75
913.75;2231.75
698.75;2110.75
504.25;2051.0
340.0;2003.0
202.75;1849.75
102.75;1765.25
40.0;1782.0
10.25;1772.25
2.0;1685.5
1.0;1651.5
1.5;1636.5
0.75;1628.5
0.75;1569.75
0.75;1498.75
0.75;1474.75
0.5;1495.0
0.5;1493.25
0.5;1471.5
0.5;1452.5
0.5;1487.0
0.5;1575.25
0.5;1655.75
0.5;1651.75
0.5;1669.75
0.5;1661.5
0.5;1695.5
0.75;1733.5
0.5;1808.25
0.5;1864.5
0.5;1927.5
0.75;1959.25
0.5;2042.5
0.5;2172.25
0.5;2186.25
0.5;2185.0
0.5;2158.5
0.5;2210.5
1.0;2259.75
1.5;2259.0
9.75;2317.0
33.0;2448.25
82.75;2471.25
185.25;2461.0
320.75;2395.5
497.25;2382.25
712.5;2286.25
954.0;2194.75
1237.25;2130.75
1565.5;2033.75
1938.25;1982.75
2346.25;1945.0
2795.5;1983.5
3280.0;2051.0
3736.75;2083.0
4200.5;2177.25
4648.5;2186.0
5060.0;2242.75
5431.5;2341.0
5802.75;2373.75
6158.0;2386.0
6504.0;2417.25
6748.75;2482.25
6965.75;2591.25
7164.75;2722.5
7325.25;2835.25
7370.25;2880.5
7399.5;2964.25
7465.75;2942.25
7489.75;3010.0
7521.25;3008.25
7603.5;3066.25
7611.75;3049.25
7617.25;3044.75
7574.25;3082.75
7507.0;3062.5
7396.0;3091.25
7306.25;3091.75
7211.25;3090.5
7009.25;3022.25
6791.25;2957.0
6670.0;2952.75
6451.25;2915.75
6245.75;2849.5
6010.5;2823.75
5762.0;2823.0
5511.25;2742.25
5203.0;2754.5
4844.25;2668.75
4454.25;2594.75
3999.5;2548.25
3591.75;2447.0
3164.5;2389.25
2731.0;2253.0
2279.75;2079.0
1851.0;1895.75
1458.5;1706.5
1111.75;1554.5
828.25;1450.25
588.75;1378.25
388.5;1265.5
231.0;1137.75
114.25;1033.25
40.0;999.25
9.0;1002.0
2.0;951.0
0.75;988.25
1.25;930.75
0.5;948.5
0.5;932.25
0.5;841.0
0.5;840.25
0.5;827.75
0.5;825.0
0.5;838.5
0.5;846.75
0.5;876.0
0.5;870.5
0.5;826.75
0.5;779.75
0.5;747.75
0.5;735.0
0.5;734.25
0.5;685.75
0.5;714.5
0.5;733.0
0.5;707.75
0.5;715.25
0.5;712.0
0.5;730.5
0.5;743.5
0.5;772.25
0.5;768.25
0.5;687.75
1.0;621.75
2.5;583.5
10.25;581.25
32.75;587.5
78.25;592.75
172.5;587.75
299.0;557.25
465.0;537.75
678.0;543.25
915.75;549.25
1169.25;529.75
1446.25;503.25
1745.0;466.75
2063.5;425.75
2407.25;406.25
2758.5;383.0
3079.25;368.0
3429.75;368.25
3752.25;356.75
4090.5;339.5
4357.0;328.5
4595.25;333.25
4793.5;326.0
4941.25;329.25
5063.75;352.25
5203.0;373.5
5414.5;398.0
5656.25;396.0
5843.5;438.25
6006.5;466.75
6015.75;498.25
5915.5;557.25
5836.5;688.5
5741.75;752.75
5624.5;763.5
5449.75;870.25
5318.25;1035.0
5278.5;1044.0
5186.0;1089.0
5103.75;1181.25
5020.0;1288.25
4908.75;1329.0
4751.75;1367.5
4532.5;1411.5
4268.5;1550.75
4007.0;1740.25
3750.75;1782.75
3559.5;1875.0
3372.5;1970.75
3140.25;1975.25
2947.5;2035.0
2710.0;1996.5
2465.5;1919.75
2212.0;1856.5
1950.75;1829.25
1686.0;1869.25
1449.0;1863.5
1207.75;1790.25
1008.0;1728.0
824.0;1616.0
643.0;1579.25
478.75;1558.5
326.5;1563.0
195.0;1500.25
95.5;1463.0
33.75;1483.25
8.75;1488.75
1.5;1464.75
0.75;1493.75
1.5;1627.5
1.25;1816.75
0.5;2009.75
0.5;2190.0
0.5;2338.0
0.5;2387.0
0.5;2447.0
0.5;2508.75
0.5;2572.5
0.5;2661.25
0.5;2788.75
0.5;2886.0
1.0;3007.0
0.5;3070.0
0.5;3108.25
0.5;3135.75
0.5;3164.0
0.5;3165.75
0.5;3139.0
0.5;3106.25
0.5;3043.5
0.75;3029.0
0.5;3027.75
0.75;3032.25
0.5;3039.0
0.5;3042.25
0.75;3028.5
0.75;3016.75
2.5;2973.75
8.5;2960.5
35.25;3018.25
96.25;2976.0
217.75;2808.75
376.5;2694.0
578.75;2604.75
843.75;2506.75
1150.25;2469.25
1508.0;2297.0
1877.0;2133.5
2298.75;2065.75
2730.25;1915.5
3195.0;1852.25
3675.0;1842.5
4135.5;1825.75
4618.5;1858.0
5052.75;1925.25
5468.0;1952.75
5835.75;2030.25
6178.5;2066.75
6468.75;2048.75
6689.5;2098.0
6863.25;2138.75
6990.25;2424.0
7059.0;2512.0
7040.0;2545.0
7011.5;2546.5
7023.5;2687.0
7034.25;2670.5
6970.25;2748.75
7002.0;2773.25
6943.0;2725.75
6973.25;2675.5
6932.5;2681.0
6865.25;2667.75
6838.25;2773.5
6724.75;2842.25
6659.75;2891.75
6564.75;2891.75
6448.5;2907.0
6307.75;2914.0
6135.5;2838.75
5944.25;2848.5
5664.0;2700.5
5423.25;2757.25
5132.25;2844.5
4803.5;2831.75
4439.25;2706.25
4131.25;2803.5
3815.5;2846.25
3462.0;2811.5
3062.75;2740.0
2662.5;2637.0
2273.25;2581.25
1897.0;2541.0
1528.5;2436.25
1205.75;2352.0
921.5;2212.75
692.0;2067.75
481.75;1928.25
301.5;1882.0
162.25;1785.5
63.25;1737.5
13.25;1708.75
2.25;1736.75
1.25;1710.5
0.75;1795.25
1.75;1869.5
1.25;1935.5
0.75;2045.75
0.5;2206.5
0.75;2399.5
0.75;2590.5
0.5;2667.75
0.5;2734.25
1.0;2865.25
0.5;2993.25
0.5;3110.75
0.5;3171.0
0.5;3245.0
0.5;3465.0
0.5;3672.5
0.5;3876.5
0.5;4008.5
0.5;4030.75
0.5;4023.25
0.5;4064.75
0.5;4051.75
0.5;4221.25
0.5;4330.5
0.5;4400.25
0.5;4513.5
0.75;4588.0
0.5;4600.0
0.5;4648.0
1.5;4723.75
5.0;4811.0
18.0;4899.5
52.0;4926.0
145.5;5125.25
267.25;5166.25
439.0;5219.75
652.5;5274.5
900.25;5226.75
1192.5;5182.0
1514.5;5032.5
1865.75;4909.0
2260.25;5005.5
2678.0;5028.75
3119.0;5092.0
3552.25;5070.5
3957.5;5151.25
4347.0;5160.5
4686.75;5160.25
4946.75;5190.0
5156.25;5249.75
5390.5;5334.25
5599.0;5490.0
5767.0;5572.75
5958.5;5632.0
6105.75;5741.5
6129.5;5789.5
6180.75;5856.5
6224.0;6033.75
6224.5;6100.25
6232.5;6196.75
6147.5;5983.0
5999.5;5890.75
5812.25;5916.75
5619.75;5931.75
5443.25;5861.5
5232.0;5661.5
5021.25;5608.0
4828.25;5696.5
4651.0;5854.5
4446.75;6205.75
4296.5;6586.75
4100.0;6732.5
3825.0;6756.0
3551.25;7055.25
3312.25;7258.25
3116.25;7189.0
2878.5;7218.75
2730.5;7453.5
2522.75;7576.0
2378.75;7639.25
2226.25;7595.5
2015.75;7427.0
1819.0;7423.5
1589.25;7202.75
1366.75;6849.75
1138.75;6402.75
940.0;6158.5
734.0;5920.75
560.75;5643.75
399.5;5517.0
262.75;5275.75
145.0;5043.0
61.0;5015.5
17.25;5072.75
3.25;5038.0
1.0;4934.25
0.5;5001.0
0.75;4840.0
0.75;4880.0
0.5;4892.0
0.5;4880.25
0.5;4912.5
0.5;4944.5
0.5;4953.0
0.5;4949.5
0.5;5118.75
0.5;5175.75
0.5;5156.0
0.5;5122.25
0.5;5022.75
0.5;5121.5
0.5;5145.5
0.5;5146.0
0.5;5038.5
0.5;4873.5
0.5;4738.25
0.75;4641.25
0.5;4564.75
1.0;4494.75
0.75;4462.25
0.5;4449.0
0.5;4396.25
0.5;4357.25
0.5;4244.75
0.5;4125.25
1.5;4006.5
5.5;3913.25
22.75;3841.25
62.75;3744.5
150.75;3684.75
263.0;3557.5
407.75;3486.0
586.25;3374.5
796.25;3221.75
1042.75;3207.25
1314.5;3207.75
1596.5;3097.0
1893.75;2992.75
2214.0;2993.25
2506.5;3047.75
2783.5;3064.0
3043.25;3077.5
3212.5;3101.25
3320.25;3191.75
3412.75;3268.75
3505.0;3344.75
3663.0;3424.25
3893.0;3496.0
4182.75;3616.75
4456.0;3694.75
4679.25;3789.5
4846.5;3937.0
4955.75;4026.75
4963.75;4099.25
4968.75;4202.25
4988.25;4356.25
4917.75;4363.5
4844.25;4345.25
4806.75;4464.75
4855.75;4646.25
4884.0;4667.25
4915.0;4718.75
4906.0;4695.5
4819.25;4648.0
4816.75;4683.0
4910.0;4728.25
4947.5;4582.75
4890.0;4523.0
4862.75;4557.25
4722.0;4471.5
4585.25;4570.5
4274.5;4566.75
3949.75;4580.75
3603.25;4568.5
3206.5;4486.0
2833.0;4431.5
2505.25;4464.25
2236.0;4526.75
1921.5;4642.5
1683.5;4721.75
1454.5;4737.75
1228.0;4743.5
994.5;4609.25
798.25;4516.25
616.5;4453.75
453.25;4451.75
302.0;4481.0
172.25;4465.5
78.0;4425.75
22.0;4395.5
4.25;4313.5
1.0;4087.25
0.5;3945.0
0.75;3743.5
0.5;3672.75
1.25;3605.5
1.25;3627.75
0.5;3702.0
0.25;3741.75
0.25;3571.75
0.25;3587.0
0.75;3528.0
0.25;3561.0
0.25;3515.75
0.25;3422.25
0.25;3352.75
0.25;3347.25
0.25;3393.75
0.5;3409.25
0.5;3333.0
0.5;3285.5
0.5;3249.0
0.5;3213.0
0.25;3082.0
0.5;3032.5
0.25;2994.5
0.25;2923.0
0.25;2845.0
0.25;2737.0
0.25;2643.0
0.5;2592.75
1.75;2640.5
5.0;2594.25
22.5;2582.25
62.25;2587.0
130.25;2555.0
227.5;2416.5
351.5;2276.25
500.75;2110.25
685.5;2026.75
884.75;2029.5
1108.75;1984.0
1358.0;1967.75
1637.25;1906.5
1891.75;1927.25
2190.5;1912.0
2513.75;1919.25
2842.0;1971.25
3148.25;2012.0
3386.75;2005.75
3556.75;1989.5
3798.75;2032.25
4012.75;2125.5
4245.75;2131.5
4384.5;2124.0
4551.25;2114.25
4728.5;2049.0
4903.75;2031.25
5030.5;2047.0
5114.25;2123.0
5121.75;2150.25
5176.5;2201.0
5145.5;2338.25
5112.5;2596.5
5057.5;2593.75
5086.25;2741.5
5079.25;2894.5
4996.75;3054.25
4957.75;3085.5
4895.25;3167.25
4821.25;3258.0
4788.0;3275.75
4649.0;3290.25
4510.75;3241.25
4401.5;3309.0
4272.0;3447.25
4101.0;3517.25
3789.75;3553.0
3449.0;3576.5
3132.25;3606.0
2849.0;3622.0
2536.75;3575.5
2310.0;3519.75
2075.0;3490.5
1872.5;3514.5
1634.0;3521.25
1389.25;3441.25
1167.0;3423.5
962.0;3406.0
752.75;3343.75
573.25;3251.0
413.75;3124.0
271.25;3020.75
155.5;2936.5
72.75;2924.75
26.25;2960.5
5.5;2954.5
1.25;2874.5
0.75;2919.5
0.75;2978.5
0.75;3051.5
0.5;3063.5
0.5;3116.5
0.75;3098.75
0.75;3218.5
0.5;3286.0
0.5;3395.75
0.5;3442.25
0.25;3504.75
0.25;3537.25
0.25;3608.75
0.25;3681.25
0.5;3716.75
0.25;3662.0
0.25;3695.25
0.25;3695.75
0.25;3709.75
0.5;3720.25
0.25;3690.0
0.25;3627.5
0.5;3617.0
0.5;3593.0
0.5;3519.5
0.5;3433.5
0.5;3454.0
0.25;3418.5
0.5;3331.5
1.5;3394.0
4.5;3397.0
17.75;3379.5
48.75;3320.75
117.0;3270.75
228.0;3181.25
376.0;3065.5
566.0;2972.0
776.5;2858.0
1021.0;2671.75
1306.0;2473.25
1609.75;2363.25
1937.0;2242.5
2312.5;2224.0
2657.75;2237.75
3019.75;2278.25
3363.25;2247.5
3740.25;2298.0
4068.0;2421.75
4387.25;2569.0
4718.75;2698.5
4983.0;2878.5
5214.25;2984.25
5375.25;3114.25
5537.75;3286.75
5766.25;3473.5
6017.75;3517.25
6085.75;3503.25
6210.5;3465.25
6286.5;3608.0
6310.5;3664.5
6450.0;3571.5
6416.5;3451.25
6377.25;3424.5
6349.0;3456.25
6259.5;3650.25
6161.0;3765.75
6150.75;3656.0
6059.25;3659.0
5974.25;3701.25
5895.5;3704.0
5853.0;3612.75
5672.25;3585.25
5581.75;3606.5
5470.0;3779.75
5259.75;3805.75
5080.0;3786.75
4828.25;3745.5
4520.5;3778.5
4242.0;3646.75
3950.75;3498.5
3570.0;3286.75
3192.75;3315.0
2823.75;3175.25
2433.75;3049.5
2014.5;2979.75
1640.0;2845.0
1276.25;2735.5
985.75;2575.0
743.0;2490.75
525.75;2367.5
331.25;2371.25
176.75;2444.25
71.0;2464.25
19.5;2545.25
3.5;2535.25
1.0;2483.5
0.5;2611.25
0.5;2644.0
0.5;2680.5
0.5;2779.5
0.5;2868.75
1.0;2909.25
0.5;3028.5
0.5;3206.5
0.5;3300.25
0.25;3318.0
0.5;3435.25
0.25;3570.25
0.5;3672.5
0.5;3766.0
0.5;3831.5
0.25;3897.0
0.5;3936.25
0.5;3826.25
0.5;3873.25
0.5;3885.25
0.5;3865.0
0.5;3836.5
0.5;3856.75
0.5;3834.75
0.5;3827.25
0.25;3836.0
0.5;3800.5
0.25;3748.25
0.5;3691.0
2.0;3603.5
4.0;3555.25
20.5;3593.75
58.75;3662.0
138.0;3672.5
274.75;3661.0
432.75;3656.0
627.25;3586.25
846.25;3467.25
1084.75;3347.75
1322.75;3240.75
1563.75;3140.0
1805.75;3040.5
2019.75;2975.25
2240.75;2924.75
2441.75;2842.25
2627.0;2820.75
2833.25;2799.0
2996.0;2842.5
3100.75;2920.5
3192.25;2989.25
3263.25;3030.25
3271.0;3075.0
3330.5;3122.75
3416.0;3199.25
3470.5;3265.0
3492.75;3331.5
3509.5;3378.5
3556.75;3438.75
3573.75;3467.5
3567.75;3510.25
3515.25;3544.25
3499.0;3643.0
3477.5;3739.0
3375.25;3747.5
3238.5;3828.25
3161.0;3890.5
3078.75;3914.25
3026.5;3907.0
2923.25;3852.25
2813.25;3873.75
2682.5;3903.75
2527.0;3903.5
2391.75;3864.5
2291.5;3851.75
2192.5;3879.25
2109.75;3874.25
1981.0;3815.75
1877.25;3762.25
1736.5;3747.5
1567.75;3797.0
1419.0;3718.5
1247.25;3638.25
1092.75;3596.25
953.0;3565.5
817.0;3534.75
677.5;3528.5
542.5;3537.25
406.0;3535.0
290.75;3611.75
188.75;3662.25
111.25;3666.25
52.25;3651.75
17.75;3653.5
4.5;3672.75
1.25;3659.75
0.5;3635.0
0.5;3663.25
0.75;3653.25
0.5;3706.25
0.5;3716.75
0.5;3764.75
0.5;3779.75
0.5;3743.0
0.5;3753.5
0.5;3748.75
0.5;3701.5
0.5;3658.5
0.5;3637.25
0.5;3601.0
0.5;3538.25
0.5;3528.25
0.5;3477.25
0.5;3446.0
0.5;3403.75
0.5;3399.75
0.5;3344.0
0.5;3295.75
0.5;3290.0
0.5;3306.5
0.5;3306.75
0.5;3281.75
0.5;3260.75
0.5;3282.75
0.5;3257.75
0.5;3214.25
0.75;3169.0
1.5;3167.75
7.25;3191.5
24.5;3221.5
66.25;3242.0
142.5;3244.25
247.0;3264.25
380.75;3226.5
531.5;3155.5
702.0;3101.75
898.25;3060.0
1100.0;3011.25
1324.5;2985.25
1535.0;2958.5
1738.75;2933.75
2021.25;2908.25
2303.75;2916.5
2565.25;2907.25
2826.25;2849.0
3128.5;2797.75
3406.0;2762.25
3654.75;2760.0
3917.5;2762.0
4137.5;2740.25
4331.0;2737.75
4465.75;2719.0
4613.25;2755.75
4692.75;2776.5
4773.5;2752.0
4928.0;2788.5
4937.25;2762.75
5010.0;2740.25
5059.0;2705.5
5114.25;2667.5
5187.0;2660.75
5215.0;2627.75
5259.75;2583.0
5294.5;2615.25
5226.75;2664.5
5157.25;2657.25
5071.5;2594.0
4932.25;2519.25
4854.75;2463.25
4712.75;2384.25
4515.5;2327.0
4316.5;2275.0
4087.0;2231.75
3822.5;2150.75
3504.0;2036.5
3237.75;1898.25
2960.75;1817.0
2623.5;1716.5
2319.25;1689.75
2002.0;1619.25
1698.75;1538.25
1451.5;1484.0
1220.0;1423.0
981.75;1356.75
764.0;1291.25
578.0;1244.25
406.0;1212.0
251.0;1166.75
127.25;1163.75
48.25;1203.0
12.25;1229.25
2.75;1203.75
1.0;1160.5
1.0;1168.5
1.5;1135.5
0.5;1143.0
0.5;1152.25
0.5;1192.0
1.5;1232.5
1.0;1249.25
0.5;1243.25
0.5;1276.0
0.5;1290.75
0.5;1298.75
0.5;1296.75
0.5;1342.75
0.75;1367.75
0.75;1408.5
0.5;1451.0
0.5;1491.0
0.75;1507.25
0.5;1564.25
0.5;1626.5
0.5;1706.25
0.5;1767.5
0.5;1793.25
0.5;1801.25
0.5;1822.5
0.5;1840.75
0.5;1878.5
0.75;1891.25
0.75;1875.75
1.5;1897.25
2.5;1971.25
13.25;2024.25
42.75;2079.5
114.0;2089.25
224.5;2060.5
371.5;2004.75
541.5;1965.0
734.5;1959.5
937.75;1929.0
1167.5;1913.5
1395.25;1870.75
1625.5;1782.5
1852.0;1741.5
2092.0;1791.0
2335.75;1897.75
2554.5;1975.5
2811.0;2058.5
3069.75;2102.5
3241.25;2185.25
3476.0;2255.0
3786.25;2456.75
4008.25;2657.0
4235.25;2778.75
4497.75;2941.0
4781.5;3151.0
5070.5;3167.0
5363.25;3173.25
5579.25;3378.5
5813.5;3496.25
6017.0;3499.75
6131.75;3454.75
6232.5;3348.75
6218.75;3412.0
6287.0;3434.75
6267.75;3443.25
6219.25;3932.25
6081.75;3984.0
6060.25;4069.75
5986.0;4053.25
5870.25;3990.0
5608.0;4059.0
5335.5;4173.0
5097.25;4227.0
4887.0;3937.75
4716.75;3876.5
4508.0;4004.0
4241.75;4251.75
3863.5;4242.5
3595.75;4247.75
3328.0;4254.75
3035.75;4127.0
2721.25;3945.0
2381.5;3771.25
2015.5;3500.25
1699.5;3291.0
1354.75;3062.25
1070.5;2830.75
829.25;2663.0
623.75;2478.75
438.0;2366.0
270.5;2269.0
141.75;2210.5
57.25;2272.75
15.75;2308.0
3.0;2281.5
1.5;2269.5
1.0;2310.0
1.5;2286.75
1.0;2262.5
1.0;2267.0
1.0;2251.5
2.25;2295.75
1.25;2288.25
0.5;2256.75
0.5;2231.5
1.5;2287.25
0.5;2400.5
0.5;2445.25
0.5;2417.0
0.5;2455.5
0.5;2530.25
0.5;2645.0
0.5;2689.75
0.5;2750.25
0.5;2750.25
0.5;2778.0
0.5;2768.25
0.75;2815.75
0.75;2878.0
0.75;2900.0
0.5;2901.0
0.5;2924.0
0.5;2947.0
0.5;2975.0
0.5;3031.25
1.25;3074.0
2.25;3128.75
11.75;3162.5
41.5;3208.75
103.0;3211.25
213.75;3106.25
370.75;3009.0
576.75;2894.0
839.75;2781.0
1126.0;2699.0
1441.75;2594.25
1783.5;2637.75
2150.25;2696.5
2507.25;2806.0
2857.25;2865.75
3189.0;2880.25
3525.0;3003.75
3832.75;3155.25
4182.75;3262.0
4478.75;3428.5
4763.25;3424.5
5063.0;3547.0
5231.25;3621.75
5449.75;3715.75
5710.5;3993.75
5912.5;4285.5
6013.75;4349.5
6038.75;4348.5
6009.25;4278.0
6040.25;4403.0
6108.25;4430.25
6176.0;4462.0
6071.25;4166.5
5936.5;4068.25
5861.0;3847.5
5827.5;3781.25
5996.75;4120.0
6049.0;4370.25
5992.0;4344.0
5963.0;4408.75
5834.5;4518.25
5833.5;4601.25
5771.5;4713.25
5586.5;4739.0
5488.75;5117.5
5320.25;5503.75
5099.75;5762.75
4788.25;5834.5
4481.0;5671.25
4200.0;6024.0
3892.25;6262.75
3524.75;6292.25
3141.0;6424.0
2681.25;6476.0
2267.0;6362.5
1870.5;6286.5
1469.75;6228.25
1124.75;6029.5
824.75;5949.5
593.75;5846.5
394.75;5694.75
238.75;5531.75
118.0;5357.0
39.25;5335.25
9.25;5448.0
2.0;5410.5
1.25;5516.5
0.75;5579.75
1.5;5498.25
1.0;5551.0
0.5;5609.5
0.5;5562.25
1.25;5504.25
0.5;5456.75
0.5;5417.0
0.5;5405.5
0.25;5373.0
0.5;5481.5
0.25;5479.75
0.5;5489.25
0.5;5669.5
0.5;5700.0
0.5;5683.25
0.5;5596.75
0.5;5632.0
0.5;5677.75
0.5;5669.5
0.5;5608.0
0.5;5690.25
0.5;5772.5
0.5;5787.75
0.5;5713.75
0.5;5734.0
0.5;5723.75
0.5;5757.25
0.5;5738.75
0.75;5686.25
1.0;5627.0
6.0;5621.5
22.25;5644.5
73.25;5719.25
171.75;5709.0
296.0;5691.75
453.75;5659.0
615.75;5596.5
793.5;5506.75
992.0;5491.25
1207.25;5385.5
1446.5;5308.25
1689.5;5240.0
1903.0;5226.0
2118.25;5224.0
2357.25;5268.75
2599.75;5311.25
2837.25;5284.0
3109.25;5293.5
3363.5;5349.25
3629.0;5452.0
3882.25;5568.0
4058.5;5671.75
4317.5;5761.0
4474.25;5894.5
4595.5;5971.75
4665.5;6009.75
4770.75;6025.25
4832.5;6124.0
4900.0;6191.25
4889.5;6258.0
4930.75;6299.75
4910.75;6276.75
4887.5;6250.75
4863.0;6229.5
4824.25;6203.0
4752.25;6280.25
4685.0;6381.5
4606.75;6348.75
4553.0;6329.5
4431.0;6225.75
4232.25;6256.25
3958.5;6309.5
3799.75;6361.25
3415.5;6435.75
3092.0;6428.75
2765.5;6347.75
2465.75;6246.0
2184.0;6075.0
1911.75;6029.75
1644.75;5950.25
1407.75;5862.5
1199.25;5708.0
998.5;5625.5
828.5;5561.5
668.0;5574.75
512.25;5507.5
377.0;5430.75
260.0;5461.75
161.0;5507.25
81.5;5388.25
26.25;5354.5
4.75;5385.25
1.75;5361.75
1.0;5446.75
1.0;5517.0
1.0;5475.0
1.25;5386.75
0.5;5444.5
0.5;5502.75
0.5;5586.25
0.5;5588.0
0.5;5677.5
0.5;5699.5
0.5;5598.75
1.75;5455.25
1.75;5353.0
2.0;5284.5
1.75;5226.0
1.5;5241.75
1.0;5271.75
1.25;5305.5
1.0;5245.5
1.0;5151.75
1.25;5077.75
1.25;4962.75
1.0;4939.0
1.0;4977.0
0.75;4931.75
0.5;4955.25
0.5;4970.0
0.5;4932.75
0.75;4945.5
0.5;5005.75
0.75;5101.0
0.75;5190.75
1.5;5094.25
3.75;5093.75
11.75;5179.5
24.75;5298.5
50.75;5412.0
94.75;5571.5
157.5;5612.75
233.75;5574.75
315.5;5530.25
414.0;5472.75
513.25;5427.75
633.5;5287.0
785.5;5212.75
957.75;5198.5
1160.75;5198.75
1371.5;5141.5
1602.5;5103.5
1825.5;5130.25
2045.0;5063.25
2350.75;5101.0
2655.75;5132.75
2912.0;5168.25
3198.25;5179.25
3491.75;5313.0
3731.25;5420.0
3973.25;5449.5
4136.0;5529.5
4303.5;5651.0
4466.75;5768.5
4631.25;5753.25
4844.0;5825.75
5027.25;5953.0
5135.0;5898.0
5275.5;5833.0
5364.5;5798.75
5589.5;6170.75
5667.75;6192.25
5694.0;6141.75
5681.25;6085.0
5672.5;6190.25
5706.5;6235.25
5720.25;6355.25
5539.5;6474.25
5294.5;6257.75
5121.25;6309.5
4896.5;6540.0
4642.0;6749.5
4335.5;6513.25
4012.25;6502.25
3703.75;6786.25
3336.25;6955.25
2960.75;6795.0
2588.5;6716.75
2200.25;6598.5
1816.25;6353.75
1444.75;6207.75
1117.5;6015.25
836.75;5791.25
606.5;5575.25
393.0;5465.25
226.75;5316.0
103.5;5206.0
31.5;5232.5
7.5;5349.0
2.25;5339.5
1.75;5389.25
1.5;5428.5
2.25;5272.5
1.5;5289.0
1.5;5277.25
1.5;5327.5
1.5;5327.5
1.25;5406.5
1.0;5435.0
1.25;5384.0
1.5;5319.25
1.25;5247.0
1.25;5230.75
1.0;5180.5
1.5;5135.75
1.5;5075.75
1.25;4983.75
1.25;4896.25
1.25;4784.25
1.25;4683.25
1.25;4555.75
1.25;4478.5
1.25;4426.0
1.25;4373.25
1.25;4351.25
1.25;4233.5
1.0;4109.25
1.0;4003.25
1.0;3884.75
1.75;3801.0
1.0;3732.0
2.5;3732.25
7.25;3695.5
32.5;3711.25
97.5;3716.25
189.25;3665.75
311.5;3589.0
468.5;3536.25
636.5;3428.25
809.25;3334.5
1008.75;3311.5
1216.75;3309.25
1411.75;3349.0
1606.75;3455.5
1811.0;3516.5
2006.25;3536.5
2192.5;3642.5
2365.25;3698.5
2533.25;3796.25
2706.25;3903.25
2865.75;4091.25
3007.0;4301.25
3120.0;4484.0
3236.75;4632.5
3340.75;4748.75
3449.0;4968.0
3556.25;5120.75
3607.0;5297.25
3732.0;5486.75
3841.75;5658.5
3866.75;5823.75
3888.75;6030.75
3921.75;6162.0
3910.0;6322.0
3906.75;6471.75
3914.5;6517.5
3921.75;6499.5
3939.5;6607.75
3951.25;6686.0
3943.0;6645.25
3886.5;6592.0
3860.0;6643.5
3767.5;6633.25
3635.25;6548.75
3458.0;6735.0
3267.75;6801.25
3131.25;6856.5
2986.5;6937.75
2807.0;6972.5
2670.0;6812.75
2433.5;6751.25
2178.0;6588.0
1947.75;6419.75
1701.25;6380.75
1450.25;6499.0
1199.5;6630.75
956.5;6569.75
738.75;6662.75
550.5;6696.0
401.25;6694.0
285.5;6578.0
172.75;6438.0
83.75;6389.75
26.5;6402.75
5.0;6399.75
2.0;6462.5
2.0;6526.75
2.0;6579.0
2.75;6470.5
1.75;6519.25
1.5;6571.5
1.5;6650.75
1.5;6721.0
1.5;6716.25
1.25;6692.5
1.5;6654.5
1.75;6702.5
1.5;6771.0
1.75;6768.5
1.5;6732.75
1.75;6668.0
1.75;6704.75
1.5;6809.75
1.5;6856.0
1.75;6933.25
1.75;6912.5
1.75;6867.75
1.75;6950.0
1.75;7024.5
1.75;7047.75
1.75;7109.5
1.75;7122.0
1.75;7142.25
1.75;7234.75
1.75;7214.5
1.75;7256.0
1.75;7293.5
2.75;7311.25
6.75;7385.5
24.5;7472.5
65.75;7747.0
155.5;7702.5
284.5;7630.75
469.25;7661.5
698.75;7702.25
950.75;7716.25
1241.25;7766.25
1553.5;7808.25
1863.75;7813.25
2207.5;7815.75
2528.25;7827.5
2841.25;7871.25
3144.0;7852.75
3382.75;7816.5
3635.5;7762.75
3865.0;7913.25
4077.75;7910.0
4244.75;7928.75
4434.25;8037.5
4634.25;8133.5
4854.75;8163.75
5001.25;8207.25
5117.25;8268.75
5260.75;8243.75
5437.5;8244.75
5560.25;8302.75
5646.25;8319.25
5716.75;8381.5
5816.25;8367.25
5905.25;8323.0
5967.0;8318.75
5962.25;8378.5
5895.75;8465.25
5907.25;8469.75
5868.0;8516.25
5809.25;8615.0
5699.0;8555.5
5632.0;8507.5
5539.0;8412.25
5381.5;8395.75
5259.0;8099.75
5074.25;8022.0
4834.25;7995.5
4595.0;8093.25
4264.5;7892.0
3903.0;7776.75
3504.75;7694.25
3112.5;7643.75
2723.5;7616.0
