last_week_load
5180.49
5180.49
5180.49
5180.49
5094.07
5094.07
5094.07
5094.07
5084.28
5084.28
5084.28
5084.28
5012.78
5012.78
5012.78
5012.78
5025.62
5025.62
5025.62
5025.62
5111.29
5111.29
5111.29
5111.29
5280.68
5280.68
5280.68
5280.68
5578.53
5578.53
5578.53
5578.53
5847.81
5847.81
5847.81
5847.81
6188.71
6188.71
6188.71
6188.71
6268.61
6268.61
6268.61
6268.61
6179.43
6179.43
6179.43
6179.43
6077.1
6077.1
6077.1
6077.1
6055.04
6055.04
6055.04
6055.04
6002.85
6002.85
6002.85
6002.85
6052.52
6052.52
6052.52
6052.52
6201.04
6201.04
6201.04
6201.04
6232.14
6232.14
6232.14
6232.14
6248.88
6248.88
6248.88
6248.88
6200.21
6200.21
6200.21
6200.21
6120.86
6120.86
6120.86
6120.86
5846.72
5846.72
5846.72
5846.72
5775.45
5775.45
5775.45
5775.45
5486.5
5486.5
5486.5
5486.5
5159.2
5159.2
5159.2
5159.2
5081.95
5081.95
5081.95
5081.95
4987.67
4987.67
4987.67
4987.67
4971.79
4971.79
4971.79
4971.79
4942.45
4942.45
4942.45
4942.45
5034.11
5034.11
5034.11
5034.11
5204.58
5204.58
5204.58
5204.58
5478.63
5478.63
5478.63
5478.63
5821.14
5821.14
5821.14
5821.14
6257.23
6257.23
6257.23
6257.23
6515.21
6515.21
6515.21
6515.21
6552.96
6552.96
6552.96
6552.96
6435.85
6435.85
6435.85
6435.85
6489.16
6489.16
6489.16
6489.16
6467.02
6467.02
6467.02
6467.02
6498.6
6498.6
6498.6
6498.6
6512.95
6512.95
6512.95
6512.95
6470.11
6470.11
6470.11
6470.11
6450.34
6450.34
6450.34
6450.34
6379.53
6379.53
6379.53
6379.53
6281.24
6281.24
6281.24
6281.24
5961.92
5961.92
5961.92
5961.92
5768.27
5768.27
5768.27
5768.27
5431.5
5431.5
5431.5
5431.5
5186.0
5186.0
5186.0
5186.0
5176.55
5176.55
5176.55
5176.55
5138.14
5138.14
5138.14
5138.14
5093.66
5093.66
5093.66
5093.66
5171.98
5171.98
5171.98
5171.98
5521.73
5521.73
5521.73
5521.73
6034.07
6034.07
6034.07
6034.07
6428.55
6428.55
6428.55
6428.55
6769.79
6769.79
6769.79
6769.79
7088.22
7088.22
7088.22
7088.22
7327.49
7327.49
7327.49
7327.49
7352.06
7352.06
7352.06
7352.06
7318.77
7318.77
7318.77
7318.77
7366.43
7366.43
7366.43
7366.43
7220.03
7220.03
7220.03
7220.03
7297.19
7297.19
7297.19
7297.19
7385.36
7385.36
7385.36
7385.36
7368.43
7368.43
7368.43
7368.43
7211.4
7211.4
7211.4
7211.4
7176.48
7176.48
7176.48
7176.48
6952.89
6952.89
6952.89
6952.89
6682.08
6682.08
6682.08
6682.08
6433.93
6433.93
6433.93
6433.93
6045.46
6045.46
6045.46
6045.46
5833.39
5833.39
5833.39
5833.39
5838.18
5838.18
5838.18
5838.18
5774.33
5774.33
5774.33
5774.33
5648.93
5648.93
5648.93
5648.93
5726.38
5726.38
5726.38
5726.38
5991.41
5991.41
5991.41
5991.41
6403.07
6403.07
6403.07
6403.07
6759.07
6759.07
6759.07
6759.07
7064.57
7064.57
7064.57
7064.57
7399.81
7399.81
7399.81
7399.81
7656.87
7656.87
7656.87
7656.87
7666.36
7666.36
7666.36
7666.36
7559.46
7559.46
7559.46
7559.46
7574.81
7574.81
7574.81
7574.81
7405.62
7405.62
7405.62
7405.62
7384.45
7384.45
7384.45
7384.45
7471.26
7471.26
7471.26
7471.26
7431.82
7431.82
7431.82
7431.82
7215.2
7215.2
7215.2
7215.2
7115.1
7115.1
7115.1
7115.1
6905.66
6905.66
6905.66
6905.66
6606.08
6606.08
6606.08
6606.08
6353.62
6353.62
6353.62
6353.62
5954.8
5954.8
5954.8
5954.8
5674.86
5674.86
5674.86
5674.86
5673.77
5673.77
5673.77
5673.77
5561.52
5561.52
5561.52
5561.52
5454.14
5454.14
5454.14
5454.14
5565.48
5565.48
5565.48
5565.48
5829.03
5829.03
5829.03
5829.03
6221.16
6221.16
6221.16
6221.16
6561.75
6561.75
6561.75
6561.75
6783.13
6783.13
6783.13
6783.13
7122.05
7122.05
7122.05
7122.05
7365.4
7365.4
7365.4
7365.4
7413.03
7413.03
7413.03
7413.03
7386.55
7386.55
7386.55
7386.55
7317.94
7317.94
7317.94
7317.94
7186.43
7186.43
7186.43
7186.43
7228.81
7228.81
7228.81
7228.81
7322.45
7322.45
7322.45
7322.45
7279.35
7279.35
7279.35
7279.35
7190.48
7190.48
7190.48
7190.48
7139.22
7139.22
7139.22
7139.22
6948.81
6948.81
6948.81
6948.81
6659.8
6659.8
6659.8
6659.8
6408.58
6408.58
6408.58
6408.58
6007.5
6007.5
6007.5
6007.5
5699.4
5699.4
5699.4
5699.4
5694.99
5694.99
5694.99
5694.99
5569.0
5569.0
5569.0
5569.0
5439.04
5439.04
5439.04
5439.04
5507.65
5507.65
5507.65
5507.65
5739.83
5739.83
5739.83
5739.83
6115.97
6115.97
6115.97
6115.97
6407.04
6407.04
6407.04
6407.04
6711.6
6711.6
6711.6
6711.6
7020.51
7020.51
7020.51
7020.51
7232.48
7232.48
7232.48
7232.48
7237.79
7237.79
7237.79
7237.79
7142.76
7142.76
7142.76
7142.76
7186.46
7186.46
7186.46
7186.46
7103.14
7103.14
7103.14
7103.14
7194.04
7194.04
7194.04
7194.04
7396.23
7396.23
7396.23
7396.23
7449.21
7449.21
7449.21
7449.21
7312.13
7312.13
7312.13
7312.13
7114.18
7114.18
7114.18
7114.18
6838.77
6838.77
6838.77
6838.77
6547.25
6547.25
6547.25
6547.25
6273.02
6273.02
6273.02
6273.02
5906.24
5906.24
5906.24
5906.24
5458.79
5458.79
5458.79
5458.79
5329.29
5329.29
5329.29
5329.29
5288.45
5288.45
5288.45
5288.45
5231.82
5231.82
5231.82
5231.82
5295.48
5295.48
