Plynárenský den;Zobchodované množství (MWh);Vážený průměr cen (EUR/MWh);Částka (EUR);"Index OTE (EUR/MWh)"
07.12.2024;14,527.3;49.810;723,631.52;49.812
08.12.2024;9,072.0;50.240;455,792.62;50.242
09.12.2024;15,210.6;48.110;731,706.86;48.105
10.12.2024;7,363.4;48.380;356,210.94;48.376
11.12.2024;10,616.5;48.370;513,562.27;48.374
12.12.2024;15,576.9;47.300;736,815.48;47.302
13.12.2024;19,546.7;46.050;900,221.74;46.055
14.12.2024;11,582.2;45.430;526,135.87;45.426
15.12.2024;24,449.5;44.760;1,094,269.60;44.756
16.12.2024;27,930.7;43.320;1,209,983.42;43.321
17.12.2024;15,168.1;43.540;660,415.60;43.540
18.12.2024;18,686.7;43.820;818,856.79;43.820
19.12.2024;24,154.6;43.530;1,051,564.36;43.535
20.12.2024;15,029.4;44.950;675,588.94;44.951
21.12.2024;9,766.2;44.940;438,846.31;44.935
22.12.2024;15,619.2;44.670;697,719.85;44.671
23.12.2024;11,093.0;46.740;518,511.86;46.742
24.12.2024;3,973.4;49.460;196,530.91;49.462
25.12.2024;9,025.5;49.510;446,812.19;49.506
26.12.2024;8,490.1;50.330;427,298.65;50.329
27.12.2024;17,222.6;49.930;860,008.04;49.935
28.12.2024;20,667.8;52.380;1,082,630.27;52.382
29.12.2024;16,873.0;53.850;908,611.60;53.850
30.12.2024;15,481.0;51.330;794,703.67;51.334
31.12.2024;12,834.1;50.740;651,143.29;50.735
01.01.2025;15,590.2;53.410;832,609.79;53.406
02.01.2025;8,327.3;52.880;440,312.29;52.876
03.01.2025;37,002.4;52.970;1,960,183.63;52.975
04.01.2025;34,229.0;52.620;1,800,976.77;52.616
05.01.2025;27,141.2;52.460;1,423,850.18;52.461
06.01.2025;16,062.0;50.520;811,523.83;50.524
07.01.2025;16,788.8;48.830;819,869.06;48.834
08.01.2025;12,446.6;48.910;608,730.33;48.907
09.01.2025;11,109.6;47.530;528,054.82;47.531
10.01.2025;9,120.0;46.790;426,712.95;46.789
11.01.2025;6,994.1;47.960;335,460.68;47.963
12.01.2025;16,119.9;48.520;782,071.08;48.516
13.01.2025;13,881.0;49.870;692,220.64;49.868
14.01.2025;14,682.4;50.350;739,325.51;50.355
15.01.2025;10,662.8;49.530;528,085.49;49.526
16.01.2025;15,556.0;49.010;762,396.69;49.010
17.01.2025;8,678.2;49.020;425,375.37;49.017
18.01.2025;4,860.2;50.190;243,952.46;50.194
19.01.2025;5,846.5;52.120;304,705.49;52.118
20.01.2025;12,288.0;49.840;612,398.84;49.837
21.01.2025;10,376.5;50.860;527,780.75;50.863
22.01.2025;26,085.3;52.150;1,360,341.52;52.150
23.01.2025;13,852.4;51.830;717,990.12;51.831
24.01.2025;10,486.4;51.410;539,073.80;51.407
25.01.2025;4,326.2;51.490;222,769.90;51.493
26.01.2025;4,852.8;50.420;244,683.11;50.421
27.01.2025;24,666.8;49.800;1,228,511.35;49.804
28.01.2025;10,912.1;50.780;554,085.87;50.777
29.01.2025;6,330.4;51.590;326,603.87;51.593
30.01.2025;6,357.9;54.030;343,487.52;54.025
31.01.2025;10,602.6;55.140;584,652.64;55.142
01.02.2025;10,851.0;56.490;613,016.13;56.494
02.02.2025;11,931.8;57.380;684,689.18;57.384
03.02.2025;12,677.0;56.570;717,083.60;56.566
04.02.2025;12,632.4;55.300;698,559.36;55.299
05.02.2025;12,222.8;55.310;676,055.65;55.311
06.02.2025;23,692.2;57.440;1,360,773.06;57.435
07.02.2025;9,115.1;57.400;523,176.24;57.397
08.02.2025;12,051.8;58.810;708,802.48;58.813
09.02.2025;4,232.5;58.360;247,022.64;58.363
10.02.2025;10,058.5;60.610;609,607.49;60.606
11.02.2025;13,730.6;60.450;829,996.20;60.449
12.02.2025;20,701.0;58.680;1,214,812.72;58.684
13.02.2025;22,504.6;55.880;1,257,571.39;55.881
14.02.2025;21,513.0;53.270;1,145,928.85;53.267
15.02.2025;19,975.8;53.770;1,074,002.79;53.765
16.02.2025;13,748.7;54.290;746,359.55;54.286
17.02.2025;25,724.0;53.870;1,385,775.21;53.871
18.02.2025;29,839.8;52.280;1,560,118.02;52.283
19.02.2025;27,622.2;51.320;1,417,616.21;51.322
20.02.2025;20,303.7;51.350;1,042,622.61;51.351
21.02.2025;18,948.7;50.400;955,077.82;50.403
22.02.2025;15,443.1;49.220;760,170.70;49.224
23.02.2025;19,211.4;48.210;926,253.51;48.214
24.02.2025;19,916.5;48.360;963,124.82;48.358
25.02.2025;11,838.4;48.590;575,189.25;48.587
26.02.2025;17,644.9;46.720;824,449.15;46.725
27.02.2025;12,466.4;46.530;580,042.81;46.528
28.02.2025;8,999.3;47.870;430,761.23;47.866
01.03.2025;4,535.2;47.930;217,361.64;47.928
02.03.2025;4,194.9;48.230;202,319.19;48.230
03.03.2025;14,409.0;48.050;692,303.46;48.047
04.03.2025;13,732.9;46.780;642,438.48;46.781
05.03.2025;14,331.5;45.760;655,824.77;45.761
06.03.2025;22,658.5;43.990;996,785.67;43.992
07.03.2025;16,609.2;41.240;684,989.10;41.242
08.03.2025;5,771.7;40.760;235,230.59;40.756
09.03.2025;4,721.0;40.490;191,146.58;40.489
10.03.2025;5,940.5;43.030;255,591.03;43.025
11.03.2025;18,011.0;43.420;782,010.16;43.418
12.03.2025;8,108.5;44.670;362,167.91;44.665
13.03.2025;13,512.0;45.570;615,733.71;45.569
14.03.2025;11,403.8;44.950;512,580.18;44.948
15.03.2025;5,299.6;45.090;238,980.23;45.094
16.03.2025;7,601.0;45.330;344,559.74;45.331
17.03.2025;13,495.6;44.410;599,323.76;44.409
18.03.2025;19,407.0;44.060;855,017.92;44.057
19.03.2025;40,691.3;45.490;1,850,961.72;45.488
20.03.2025;12,377.8;45.810;567,066.53;45.813
21.03.2025;9,014.6;45.470;409,881.68;45.469
22.03.2025;9,470.3;44.370;420,178.89;44.368
23.03.2025;9,044.0;44.970;406,670.40;44.966
24.03.2025;14,738.0;45.030;663,675.02;45.032
25.03.2025;9,304.4;44.850;417,312.22;44.851
26.03.2025;8,365.9;44.040;368,467.08;44.044
27.03.2025;11,269.4;43.650;491,955.89;43.654
28.03.2025;11,455.0;43.590;499,325.78;43.590
29.03.2025;6,183.8;42.480;262,664.95;42.476
30.03.2025;4,201.0;41.890;175,965.92;41.887
31.03.2025;10,886.7;42.300;460,457.71;42.295
01.04.2025;20,290.0;44.680;906,528.66;44.679
02.04.2025;16,919.5;44.620;754,899.51;44.617
03.04.2025;14,304.8;42.530;608,430.27;42.533
04.04.2025;17,765.5;40.120;712,698.52;40.117
05.04.2025;13,716.3;39.390;540,263.07;39.388
06.04.2025;23,405.0;38.470;900,367.32;38.469
07.04.2025;23,519.5;39.110;919,801.57;39.108
08.04.2025;20,730.7;39.480;818,391.40;39.477
09.04.2025;18,712.7;37.740;706,304.87;37.745
10.04.2025;24,919.3;37.320;929,894.21;37.316
11.04.2025;16,737.3;36.780;615,617.75;36.781
12.04.2025;18,657.9;36.180;674,979.72;36.177
13.04.2025;11,557.0;36.470;421,434.09;36.466
14.04.2025;13,175.0;36.730;483,941.46;36.732
15.04.2025;13,536.4;36.820;498,419.24;36.821
16.04.2025;12,522.4;37.310;467,203.81;37.309
17.04.2025;9,993.0;37.400;373,760.71;37.402
18.04.2025;2,959.4;37.950;112,310.23;37.950
19.04.2025;7,803.0;37.920;295,879.73;37.919
20.04.2025;12,022.0;37.640;452,516.86;37.641
21.04.2025;8,859.0;37.580;332,946.70;37.583
22.04.2025;10,715.0;37.660;403,577.63;37.665
23.04.2025;19,237.2;37.000;711,848.04;37.004
24.04.2025;18,380.0;36.220;665,808.50;36.225
25.04.2025;12,156.0;35.650;433,368.43;35.651
26.04.2025;7,082.0;34.980;247,711.85;34.978
27.04.2025;8,120.0;34.660;281,463.95;34.663
28.04.2025;12,839.0;34.600;444,237.25;34.601
29.04.2025;10,090.4;34.290;346,018.32;34.292
30.04.2025;13,543.4;34.290;464,412.96;34.291
01.05.2025;9,232.3;33.970;313,579.27;33.965
02.05.2025;16,562.1;34.620;573,415.88;34.622
03.05.2025;7,950.2;34.580;274,884.12;34.576
04.05.2025;19,088.8;33.710;643,398.24;33.706
05.05.2025;14,248.1;34.830;496,215.13;34.827
06.05.2025;8,419.1;36.090;303,870.33;36.093
07.05.2025;8,053.8;37.500;302,026.00;37.501
08.05.2025;10,884.4;37.410;407,185.15;37.410
09.05.2025;15,942.4;37.360;595,647.22;37.362
10.05.2025;12,740.0;36.790;468,662.96;36.787
11.05.2025;7,035.1;36.290;255,335.65;36.295
12.05.2025;6,795.0;37.790;256,791.31;37.791
13.05.2025;25,260.7;37.780;954,453.20;37.784
14.05.2025;10,136.0;37.320;378,274.52;37.320
15.05.2025;7,925.0;37.050;293,634.46;37.052
16.05.2025;7,934.0;37.890;300,587.11;37.886
17.05.2025;14,212.2;37.670;535,337.80;37.667
18.05.2025;10,097.7;37.840;382,144.30;37.845
19.05.2025;13,952.2;37.650;525,252.80;37.647
20.05.2025;26,588.4;37.750;1,003,779.34;37.753
21.05.2025;29,962.7;38.760;1,161,237.65;38.756
22.05.2025;6,395.1;39.240;250,929.40;39.238
23.05.2025;7,601.5;39.250;298,374.92;39.252
24.05.2025;2,360.7;39.150;92,425.61;39.152
25.05.2025;1,363.0;39.510;53,851.92;39.510
26.05.2025;3,134.1;39.400;123,484.77;39.400
27.05.2025;4,171.1;39.190;163,461.20;39.189
28.05.2025;8,849.0;38.970;344,804.32;38.965
29.05.2025;12,871.0;38.530;495,892.56;38.528
30.05.2025;10,253.0;37.350;382,958.41;37.351
31.05.2025;6,719.0;36.340;244,179.20;36.342
01.06.2025;3,978.6;36.040;143,385.97;36.039
02.06.2025;14,126.0;36.600;516,995.45;36.599
03.06.2025;7,069.8;37.350;264,077.34;37.353
04.06.2025;7,101.2;38.220;271,410.87;38.220
05.06.2025;4,119.0;38.310;157,809.92;38.313
06.06.2025;4,659.0;38.170;177,852.90;38.174
07.06.2025;2,469.0;38.230;94,377.95;38.225
08.06.2025;1,925.0;38.420;73,963.35;38.423
09.06.2025;5,761.5;38.420;221,336.57;38.416
10.06.2025;5,603.0;37.240;208,656.53;37.240
11.06.2025;3,884.0;37.410;145,290.05;37.407
12.06.2025;3,710.0;38.330;142,215.92;38.333
13.06.2025;17,189.0;40.390;694,187.60;40.386
14.06.2025;3,127.6;39.880;124,736.32;39.882
15.06.2025;2,286.0;40.430;92,413.05;40.426
16.06.2025;6,676.0;41.590;277,639.91;41.588
17.06.2025;7,143.8;41.000;292,884.11;40.998
18.06.2025;7,681.0;41.920;322,017.52;41.924
19.06.2025;5,409.0;41.830;226,260.36;41.830
20.06.2025;5,575.0;42.960;239,506.79;42.961
21.06.2025;916.5;42.800;39,229.71;42.804
22.06.2025;6,850.1;44.040;301,665.08;44.038
23.06.2025;6,023.9;43.440;261,651.24;43.436
24.06.2025;8,819.0;40.690;358,889.04;40.695
25.06.2025;8,759.0;38.310;335,556.94;38.310
26.06.2025;11,153.0;37.320;416,247.11;37.322
27.06.2025;9,339.0;36.020;336,395.87;36.021
28.06.2025;4,523.6;35.690;161,427.18;35.686
29.06.2025;4,018.0;35.480;142,566.10;35.482
30.06.2025;13,726.0;35.130;482,249.75;35.134
01.07.2025;5,246.5;35.200;184,653.05;35.195
02.07.2025;6,013.1;35.640;214,288.40;35.637
03.07.2025;5,394.2;35.830;193,291.91;35.833
04.07.2025;10,807.5;35.810;386,997.37;35.808
05.07.2025;10,352.9;35.360;366,083.59;35.360
06.07.2025;4,025.1;35.860;144,357.44;35.864
07.07.2025;10,525.0;35.900;377,820.49;35.897
08.07.2025;8,315.0;35.960;299,027.86;35.962
09.07.2025;19,263.0;36.740;707,631.78;36.735
10.07.2025;7,271.1;37.010;269,125.98;37.013
11.07.2025;4,876.0;36.980;180,312.68;36.980
12.07.2025;4,504.0;37.640;169,533.33;37.641
13.07.2025;3,199.2;37.770;120,839.72;37.772
14.07.2025;8,482.5;37.860;321,152.03;37.861
15.07.2025;6,161.2;37.540;231,269.46;37.536
16.07.2025;9,934.5;36.750;365,088.44;36.750
17.07.2025;11,820.0;37.020;437,545.75;37.017
18.07.2025;4,648.5;36.880;171,423.21;36.877
19.07.2025;9,961.0;35.920;357,825.79;35.923
20.07.2025;2,427.0;36.140;87,707.87;36.138
21.07.2025;4,634.0;36.090;167,229.41;36.087
22.07.2025;5,552.0;35.720;198,330.90;35.722
23.07.2025;9,276.0;35.620;330,427.81;35.622
24.07.2025;8,917.0;35.200;313,858.26;35.198
25.07.2025;7,010.0;34.640;242,800.45;34.636
26.07.2025;4,613.0;34.580;159,497.32;34.576
27.07.2025;3,663.2;34.870;127,736.44;34.870
28.07.2025;4,916.0;34.580;169,984.08;34.578
29.07.2025;12,700.0;34.570;439,020.35;34.569
30.07.2025;4,085.0;36.110;147,503.46;36.109
31.07.2025;6,032.1;36.390;219,513.10;36.391
01.08.2025;6,433.0;36.230;233,060.33;36.229
02.08.2025;3,550.0;35.560;126,222.21;35.556
03.08.2025;3,028.0;35.260;106,760.25;35.258
04.08.2025;6,217.0;35.190;218,770.34;35.189
05.08.2025;8,922.6;35.090;313,063.99;35.087
06.08.2025;7,453.0;35.280;262,925.88;35.278
07.08.2025;6,705.9;34.850;233,672.47;34.846
08.08.2025;8,757.2;34.440;301,582.77;34.438
09.08.2025;10,140.6;34.370;348,557.78;34.373
10.08.2025;4,738.0;33.820;160,258.64;33.824
11.08.2025;6,986.0;34.380;240,189.39;34.382
12.08.2025;5,609.0;34.340;192,599.08;34.338
13.08.2025;5,102.8;34.220;174,595.98;34.216
14.08.2025;6,409.4;33.910;217,326.67;33.907
15.08.2025;6,785.0;33.450;226,969.84;33.452
16.08.2025;7,398.0;33.190;245,570.88;33.194
17.08.2025;10,573.0;33.290;351,959.03;33.288
18.08.2025;9,069.0;33.000;299,272.72;33.000
19.08.2025;8,424.0;32.770;276,028.31;32.767
20.08.2025;7,200.0;32.780;236,016.56;32.780
21.08.2025;3,494.0;33.380;116,641.04;33.383
22.08.2025;6,985.0;34.760;242,792.55;34.759
23.08.2025;5,140.0;34.900;179,363.75;34.896
24.08.2025;4,526.0;35.000;158,431.56;35.005
25.08.2025;5,259.3;35.110;184,666.76;35.112
26.08.2025;7,757.6;34.970;271,321.86;34.975
27.08.2025;5,670.9;34.500;195,669.47;34.504
28.08.2025;7,625.3;33.440;255,023.48;33.444
29.08.2025;7,394.2;32.790;242,452.59;32.790
30.08.2025;7,151.0;32.530;232,625.52;32.530
31.08.2025;6,829.0;32.190;219,808.07;32.187
01.09.2025;10,950.0;32.230;352,925.20;32.231
02.09.2025;7,223.0;33.100;239,045.20;33.095
03.09.2025;4,172.0;32.720;136,525.20;32.724
04.09.2025;1,790.0;32.520;58,208.40;32.519
05.09.2025;2,549.4;32.610;83,132.54;32.609
06.09.2025;4,308.0;32.480;139,942.50;32.484
07.09.2025;3,654.0;32.860;120,075.00;32.861
08.09.2025;6,390.6;33.520;214,191.74;33.517
09.09.2025;4,671.0;33.650;157,158.24;33.646
10.09.2025;4,156.0;33.910;140,933.85;33.911
11.09.2025;5,064.0;33.770;171,021.75;33.772
12.09.2025;7,182.0;33.290;239,096.64;33.291
13.09.2025;7,297.0;33.190;242,192.18;33.191
14.09.2025;1,575.8;33.400;52,634.71;33.402
15.09.2025;3,329.0;33.140;110,313.53;33.137
16.09.2025;7,488.3;32.750;245,264.93;32.753
17.09.2025;12,004.0;32.820;394,007.90;32.823
18.09.2025;7,774.4;32.890;255,707.75;32.891
19.09.2025;6,406.0;33.040;211,648.50;33.039
20.09.2025;4,188.0;32.800;137,368.60;32.801
21.09.2025;6,059.5;32.920;199,452.82;32.916
22.09.2025;3,106.0;32.920;102,259.66;32.923
23.09.2025;6,730.0;33.120;222,891.68;33.119
24.09.2025;5,984.0;33.230;198,847.43;33.230
25.09.2025;6,911.6;32.900;227,401.40;32.901
26.09.2025;7,530.0;33.330;250,980.39;33.331
27.09.2025;3,542.4;33.120;117,329.72;33.122
28.09.2025;7,219.0;33.500;241,855.80;33.503
29.09.2025;12,236.0;33.520;410,107.76;33.516
30.09.2025;10,368.0;33.260;344,838.69;33.260
01.10.2025;13,448.4;32.810;441,232.11;32.809
02.10.2025;16,355.2;32.660;534,201.24;32.662
03.10.2025;10,161.1;32.910;334,418.04;32.912
04.10.2025;5,723.8;33.450;191,487.34;33.455
05.10.2025;6,277.0;34.370;215,750.14;34.372
06.10.2025;8,428.0;34.500;290,756.30;34.499
07.10.2025;11,927.0;34.900;416,254.88;34.900
08.10.2025;9,572.8;34.820;333,349.56;34.823
09.10.2025;8,534.8;34.320;292,931.04;34.322
10.10.2025;8,356.1;33.890;283,200.88;33.892
11.10.2025;6,346.2;33.730;214,040.74;33.727
12.10.2025;8,369.3;33.620;281,394.91;33.622
13.10.2025;11,404.2;33.910;386,762.31;33.914
14.10.2025;9,418.4;33.770;318,060.30;33.770
15.10.2025;11,740.6;33.700;395,609.86;33.696
16.10.2025;11,047.4;34.020;375,811.21;34.018
17.10.2025;8,443.0;34.110;287,989.55;34.110
18.10.2025;8,393.2;34.050;285,762.28;34.047
19.10.2025;7,936.5;33.930;269,320.90;33.934
20.10.2025;11,370.5;34.080;387,490.43;34.079
21.10.2025;16,026.4;34.070;545,945.11;34.065
22.10.2025;8,453.4;34.050;287,869.15;34.054
23.10.2025;11,575.8;34.310;397,185.24;34.312
24.10.2025;9,819.8;34.310;336,873.20;34.306
25.10.2025;7,560.8;34.180;258,459.37;34.184
26.10.2025;5,507.0;34.600;190,549.73;34.601
27.10.2025;16,020.4;33.740;540,533.58;33.740
28.10.2025;9,050.4;33.650;304,588.34;33.655
29.10.2025;12,337.9;33.870;417,844.48;33.867
30.10.2025;9,683.2;33.820;327,521.08;33.824
31.10.2025;10,140.0;33.410;338,734.94;33.406
01.11.2025;4,979.8;33.050;164,606.79;33.055
02.11.2025;4,590.0;33.410;153,336.80;33.407
03.11.2025;7,278.0;33.580;244,372.05;33.577
04.11.2025;7,144.4;33.810;241,554.42;33.810
05.11.2025;6,800.6;34.120;232,059.81;34.123
06.11.2025;7,492.5;33.910;254,073.84;33.910
07.11.2025;7,304.6;33.630;245,675.33;33.633
08.11.2025;5,358.8;33.320;178,566.12;33.322
09.11.2025;8,174.0;33.360;272,694.47;33.361
10.11.2025;5,975.1;33.270;198,806.61;33.273
11.11.2025;8,918.4;33.270;296,736.49;33.272
12.11.2025;8,004.0;33.460;267,804.35;33.459
13.11.2025;9,165.2;32.910;301,605.07;32.908
14.11.2025;10,087.7;32.950;332,362.96;32.947
15.11.2025;13,579.2;33.580;455,975.54;33.579
16.11.2025;6,958.3;33.530;233,313.88;33.530
17.11.2025;6,105.0;33.760;206,115.44;33.762
18.11.2025;14,893.0;34.010;506,527.14;34.011
19.11.2025;11,776.6;33.730;397,265.95;33.734
20.11.2025;11,817.3;33.360;394,270.25;33.364
21.11.2025;15,702.0;33.120;519,983.60;33.116
22.11.2025;18,083.8;33.150;599,426.76;33.147
23.11.2025;30,384.4;33.640;1,022,205.80;33.642
24.11.2025;20,127.0;32.800;660,154.31;32.799
25.11.2025;20,029.6;32.160;644,141.38;32.159
26.11.2025;17,451.6;31.970;557,869.59;31.967
27.11.2025;8,893.4;31.570;280,720.90;31.565
28.11.2025;10,307.2;31.320;322,793.32;31.317
29.11.2025;5,686.5;31.440;178,779.26;31.439
30.11.2025;7,205.6;31.380;226,090.31;31.377
01.12.2025;11,865.1;30.930;366,969.53;30.928
02.12.2025;10,929.0;30.350;331,697.70;30.350
03.12.2025;7,998.2;30.370;242,894.21;30.369
04.12.2025;17,756.8;30.300;538,032.68;30.300
05.12.2025;10,829.2;29.930;324,130.02;29.931
06.12.2025;5,237.3;29.680;155,461.81;29.684
07.12.2025;8,852.2;29.580;261,821.55;29.577
08.12.2025;10,239.0;29.410;301,151.33;29.412
09.12.2025;7,346.0;29.530;216,936.56;29.531
10.12.2025;6,538.9;29.500;192,905.33;29.501
11.12.2025;12,532.6;29.160;365,475.96;29.162
12.12.2025;13,253.2;29.210;387,185.74;29.215
13.12.2025;13,163.0;29.710;391,029.15;29.707
14.12.2025;6,830.5;30.070;205,407.80;30.072
15.12.2025;12,103.0;30.080;364,004.26;30.076
16.12.2025;9,750.2;29.580;288,374.54;29.576
17.12.2025;29,500.8;29.400;867,269.50;29.398
18.12.2025;4,970.0;30.010;149,166.71;30.013
19.12.2025;5,726.2;30.660;175,570.67;30.661
20.12.2025;4,177.7;30.700;128,258.95;30.701
21.12.2025;5,878.0;30.960;181,960.87;30.956
22.12.2025;11,023.3;30.200;332,947.80;30.204
23.12.2025;7,996.8;30.060;240,393.62;30.061
24.12.2025;10,804.3;30.490;329,475.28;30.495
25.12.2025;8,176.1;31.280;255,770.76;31.283
26.12.2025;9,331.3;32.250;300,955.31;32.252
27.12.2025;20,326.3;32.430;659,234.10;32.433
28.12.2025;6,789.3;32.060;217,669.38;32.061
29.12.2025;11,111.0;31.600;351,141.68;31.603
30.12.2025;14,360.4;30.840;442,877.25;30.840
31.12.2025;8,557.6;30.940;264,786.20;30.942
