Start date;End date;Total [MWh] Calculated resolutions;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other [MWh] Calculated resolutions
Jan 1, 2023 12:00 AM;Jan 1, 2023 1:00 AM;56,100.00;39,002.75;3,478.25;35,524.50;0.00;17,097.25
Jan 1, 2023 1:00 AM;Jan 1, 2023 2:00 AM;56,301.00;38,805.75;3,390.25;35,415.50;0.00;17,495.25
Jan 1, 2023 2:00 AM;Jan 1, 2023 3:00 AM;53,753.00;38,542.25;3,395.50;35,146.75;0.00;15,210.75
Jan 1, 2023 3:00 AM;Jan 1, 2023 4:00 AM;52,794.00;37,859.25;3,410.25;34,449.00;0.00;14,934.75
Jan 1, 2023 4:00 AM;Jan 1, 2023 5:00 AM;52,020.00;37,336.50;3,431.25;33,905.25;0.00;14,683.50
Jan 1, 2023 5:00 AM;Jan 1, 2023 6:00 AM;51,299.00;36,817.00;3,454.25;33,362.75;0.00;14,482.00
Jan 1, 2023 6:00 AM;Jan 1, 2023 7:00 AM;52,741.00;36,420.75;3,464.00;32,956.75;0.00;16,320.25
Jan 1, 2023 7:00 AM;Jan 1, 2023 8:00 AM;53,535.00;35,115.75;3,475.75;31,640.00;0.00;18,419.25
Jan 1, 2023 8:00 AM;Jan 1, 2023 9:00 AM;55,742.00;34,877.50;3,484.25;30,722.75;670.50;20,864.50
Jan 1, 2023 9:00 AM;Jan 1, 2023 10:00 AM;59,296.00;37,160.50;3,486.75;29,675.00;3,998.75;22,135.50
Jan 1, 2023 10:00 AM;Jan 1, 2023 11:00 AM;62,106.00;39,619.75;3,489.25;28,228.75;7,901.75;22,486.25
Jan 1, 2023 11:00 AM;Jan 1, 2023 12:00 PM;63,447.00;40,566.00;3,497.00;26,489.75;10,579.25;22,881.00
Jan 1, 2023 12:00 PM;Jan 1, 2023 1:00 PM;62,257.00;38,953.00;3,554.25;24,292.50;11,106.25;23,304.00
Jan 1, 2023 1:00 PM;Jan 1, 2023 2:00 PM;57,175.00;34,994.25;3,566.75;22,024.25;9,403.25;22,180.75
Jan 1, 2023 2:00 PM;Jan 1, 2023 3:00 PM;53,299.00;31,428.75;5,507.75;19,926.00;5,995.00;21,870.25
Jan 1, 2023 3:00 PM;Jan 1, 2023 4:00 PM;50,046.00;26,416.75;5,690.00;18,371.50;2,355.25;23,629.25
Jan 1, 2023 4:00 PM;Jan 1, 2023 5:00 PM;48,702.00;23,637.75;5,670.75;17,697.25;269.75;25,064.25
Jan 1, 2023 5:00 PM;Jan 1, 2023 6:00 PM;50,225.00;23,367.50;5,548.75;17,818.75;0.00;26,857.50
Jan 1, 2023 6:00 PM;Jan 1, 2023 7:00 PM;51,594.00;23,794.50;5,404.50;18,390.00;0.00;27,799.50
Jan 1, 2023 7:00 PM;Jan 1, 2023 8:00 PM;52,279.00;24,208.50;5,297.00;18,911.50;0.00;28,070.50
Jan 1, 2023 8:00 PM;Jan 1, 2023 9:00 PM;51,260.00;23,515.75;5,180.25;18,335.50;0.00;27,744.25
Jan 1, 2023 9:00 PM;Jan 1, 2023 10:00 PM;50,143.00;23,127.25;4,990.25;18,137.00;0.00;27,015.75
Jan 1, 2023 10:00 PM;Jan 1, 2023 11:00 PM;49,610.00;22,842.00;4,637.00;18,205.00;0.00;26,768.00
Jan 1, 2023 11:00 PM;Jan 2, 2023 12:00 AM;47,635.00;22,798.75;4,193.00;18,605.75;0.00;24,836.25
Jan 2, 2023 12:00 AM;Jan 2, 2023 1:00 AM;44,407.00;20,877.00;3,408.00;17,469.00;0.00;23,530.00
Jan 2, 2023 1:00 AM;Jan 2, 2023 2:00 AM;43,345.00;20,580.00;2,339.50;18,240.50;0.00;22,765.00
Jan 2, 2023 2:00 AM;Jan 2, 2023 3:00 AM;43,847.00;21,246.75;1,723.25;19,523.50;0.00;22,600.25
Jan 2, 2023 3:00 AM;Jan 2, 2023 4:00 AM;43,133.00;22,344.00;1,359.75;20,984.25;0.00;20,789.00
Jan 2, 2023 4:00 AM;Jan 2, 2023 5:00 AM;44,044.00;23,388.25;1,142.00;22,246.25;0.00;20,655.75
Jan 2, 2023 5:00 AM;Jan 2, 2023 6:00 AM;46,470.00;24,377.75;1,098.75;23,279.00;0.00;22,092.25
Jan 2, 2023 6:00 AM;Jan 2, 2023 7:00 AM;53,117.00;25,779.25;1,259.50;24,519.75;0.00;27,337.75
Jan 2, 2023 7:00 AM;Jan 2, 2023 8:00 AM;58,789.00;26,501.25;1,437.25;25,064.00;0.00;32,287.75
Jan 2, 2023 8:00 AM;Jan 2, 2023 9:00 AM;62,015.00;27,701.25;1,596.50;25,488.00;616.75;34,313.75
Jan 2, 2023 9:00 AM;Jan 2, 2023 10:00 AM;64,712.00;30,973.00;1,828.75;25,556.25;3,588.00;33,739.00
Jan 2, 2023 10:00 AM;Jan 2, 2023 11:00 AM;67,217.00;34,360.25;2,226.75;25,162.00;6,971.50;32,856.75
Jan 2, 2023 11:00 AM;Jan 2, 2023 12:00 PM;68,888.00;36,532.75;2,803.00;24,656.25;9,073.50;32,355.25
Jan 2, 2023 12:00 PM;Jan 2, 2023 1:00 PM;68,165.00;36,506.00;3,411.25;24,057.00;9,037.75;31,659.00
Jan 2, 2023 1:00 PM;Jan 2, 2023 2:00 PM;65,858.00;34,496.25;3,983.75;23,421.75;7,090.75;31,361.75
Jan 2, 2023 2:00 PM;Jan 2, 2023 3:00 PM;63,481.00;31,448.50;4,467.50;22,710.75;4,270.25;32,032.50
Jan 2, 2023 3:00 PM;Jan 2, 2023 4:00 PM;61,810.00;28,828.00;4,763.75;22,440.75;1,623.50;32,982.00
Jan 2, 2023 4:00 PM;Jan 2, 2023 5:00 PM;63,011.00;27,395.25;4,849.75;22,369.25;176.25;35,615.75
Jan 2, 2023 5:00 PM;Jan 2, 2023 6:00 PM;66,128.00;27,242.75;4,946.00;22,296.75;0.00;38,885.25
Jan 2, 2023 6:00 PM;Jan 2, 2023 7:00 PM;67,531.00;27,427.50;5,029.75;22,397.75;0.00;40,103.50
Jan 2, 2023 7:00 PM;Jan 2, 2023 8:00 PM;66,940.00;27,628.50;5,046.25;22,582.25;0.00;39,311.50
Jan 2, 2023 8:00 PM;Jan 2, 2023 9:00 PM;62,181.00;26,850.25;5,020.75;21,829.50;0.00;35,330.75
Jan 2, 2023 9:00 PM;Jan 2, 2023 10:00 PM;59,371.00;25,879.75;4,957.25;20,922.50;0.00;33,491.25
Jan 2, 2023 10:00 PM;Jan 2, 2023 11:00 PM;57,241.00;24,609.25;4,877.00;19,732.25;0.00;32,631.75
Jan 2, 2023 11:00 PM;Jan 3, 2023 12:00 AM;54,529.00;23,444.25;4,768.75;18,675.50;0.00;31,084.75
Jan 3, 2023 12:00 AM;Jan 3, 2023 1:00 AM;50,052.00;21,138.75;4,542.75;16,596.00;0.00;28,913.25
Jan 3, 2023 1:00 AM;Jan 3, 2023 2:00 AM;48,173.00;19,758.50;4,245.75;15,512.75;0.00;28,414.50
Jan 3, 2023 2:00 AM;Jan 3, 2023 3:00 AM;46,776.00;18,441.25;4,061.25;14,380.00;0.00;28,334.75
Jan 3, 2023 3:00 AM;Jan 3, 2023 4:00 AM;44,736.00;17,280.50;3,828.75;13,451.75;0.00;27,455.50
Jan 3, 2023 4:00 AM;Jan 3, 2023 5:00 AM;43,776.00;16,163.75;3,561.25;12,602.50;0.00;27,612.25
Jan 3, 2023 5:00 AM;Jan 3, 2023 6:00 AM;44,004.00;14,832.00;3,247.75;11,584.25;0.00;29,172.00
Jan 3, 2023 6:00 AM;Jan 3, 2023 7:00 AM;47,657.00;13,630.75;2,908.75;10,722.00;0.00;34,026.25
Jan 3, 2023 7:00 AM;Jan 3, 2023 8:00 AM;51,216.00;12,547.75;2,679.50;9,868.25;0.00;38,668.25
Jan 3, 2023 8:00 AM;Jan 3, 2023 9:00 AM;54,898.00;12,556.75;2,624.50;9,514.25;418.00;42,341.25
Jan 3, 2023 9:00 AM;Jan 3, 2023 10:00 AM;56,287.00;14,733.25;2,767.25;9,271.50;2,694.50;41,553.75
Jan 3, 2023 10:00 AM;Jan 3, 2023 11:00 AM;57,079.00;17,427.00;3,097.00;8,696.50;5,633.50;39,652.00
Jan 3, 2023 11:00 AM;Jan 3, 2023 12:00 PM;58,850.00;19,511.25;3,501.25;8,141.50;7,868.50;39,338.75
Jan 3, 2023 12:00 PM;Jan 3, 2023 1:00 PM;59,361.00;20,535.75;3,869.75;8,127.00;8,539.00;38,825.25
Jan 3, 2023 1:00 PM;Jan 3, 2023 2:00 PM;58,053.00;20,197.00;4,327.00;8,307.00;7,563.00;37,856.00
Jan 3, 2023 2:00 PM;Jan 3, 2023 3:00 PM;57,156.00;18,081.75;4,835.25;8,084.50;5,162.00;39,074.25
Jan 3, 2023 3:00 PM;Jan 3, 2023 4:00 PM;56,122.00;15,382.25;5,139.75;8,231.50;2,011.00;40,739.75
Jan 3, 2023 4:00 PM;Jan 3, 2023 5:00 PM;56,823.00;15,101.75;5,359.00;9,535.00;207.75;41,721.25
Jan 3, 2023 5:00 PM;Jan 3, 2023 6:00 PM;61,274.00;17,155.00;5,557.75;11,597.25;0.00;44,119.00
Jan 3, 2023 6:00 PM;Jan 3, 2023 7:00 PM;63,156.00;19,396.25;5,568.25;13,828.00;0.00;43,759.75
Jan 3, 2023 7:00 PM;Jan 3, 2023 8:00 PM;63,336.00;21,955.00;5,555.00;16,400.00;0.00;41,381.00
Jan 3, 2023 8:00 PM;Jan 3, 2023 9:00 PM;64,124.00;24,248.50;5,502.25;18,746.25;0.00;39,875.50
Jan 3, 2023 9:00 PM;Jan 3, 2023 10:00 PM;62,354.00;26,373.50;5,445.75;20,927.75;0.00;35,980.50
Jan 3, 2023 10:00 PM;Jan 3, 2023 11:00 PM;60,944.00;27,921.25;5,475.75;22,445.50;0.00;33,022.75
Jan 3, 2023 11:00 PM;Jan 4, 2023 12:00 AM;59,979.00;29,442.50;5,538.00;23,904.50;0.00;30,536.50
Jan 4, 2023 12:00 AM;Jan 4, 2023 1:00 AM;56,787.00;29,798.75;5,629.50;24,169.25;0.00;26,988.25
Jan 4, 2023 1:00 AM;Jan 4, 2023 2:00 AM;56,987.00;31,695.25;5,471.25;26,224.00;0.00;25,291.75
Jan 4, 2023 2:00 AM;Jan 4, 2023 3:00 AM;57,254.00;33,816.50;5,556.00;28,260.50;0.00;23,437.50
Jan 4, 2023 3:00 AM;Jan 4, 2023 4:00 AM;57,633.00;34,777.75;5,472.25;29,305.50;0.00;22,855.25
Jan 4, 2023 4:00 AM;Jan 4, 2023 5:00 AM;58,573.00;35,387.25;5,561.25;29,826.00;0.00;23,185.75
Jan 4, 2023 5:00 AM;Jan 4, 2023 6:00 AM;62,408.00;38,729.75;5,642.75;33,087.00;0.00;23,678.25
Jan 4, 2023 6:00 AM;Jan 4, 2023 7:00 AM;69,753.00;42,458.50;5,623.25;36,835.25;0.00;27,294.50
Jan 4, 2023 7:00 AM;Jan 4, 2023 8:00 AM;75,969.00;43,912.50;5,655.75;38,256.75;0.00;32,056.50
Jan 4, 2023 8:00 AM;Jan 4, 2023 9:00 AM;79,244.00;45,395.25;5,628.00;39,511.00;256.25;33,848.75
Jan 4, 2023 9:00 AM;Jan 4, 2023 10:00 AM;80,206.00;47,216.25;5,626.75;40,395.50;1,194.00;32,989.75
Jan 4, 2023 10:00 AM;Jan 4, 2023 11:00 AM;78,400.00;48,670.50;5,636.75;40,934.75;2,099.00;29,729.50
Jan 4, 2023 11:00 AM;Jan 4, 2023 12:00 PM;78,815.00;49,496.75;5,647.00;41,268.50;2,581.25;29,318.25
Jan 4, 2023 12:00 PM;Jan 4, 2023 1:00 PM;78,300.00;49,722.00;5,647.00;41,486.75;2,588.25;28,578.00
Jan 4, 2023 1:00 PM;Jan 4, 2023 2:00 PM;76,847.00;49,361.50;5,637.50;41,653.25;2,070.75;27,485.50
Jan 4, 2023 2:00 PM;Jan 4, 2023 3:00 PM;75,288.00;48,606.50;5,614.75;41,654.75;1,337.00;26,681.50
Jan 4, 2023 3:00 PM;Jan 4, 2023 4:00 PM;73,921.00;47,749.75;5,599.50;41,602.00;548.25;26,171.25
Jan 4, 2023 4:00 PM;Jan 4, 2023 5:00 PM;75,916.00;47,225.25;5,595.00;41,545.75;84.50;28,690.75
Jan 4, 2023 5:00 PM;Jan 4, 2023 6:00 PM;79,375.00;47,118.75;5,592.00;41,526.75;0.00;32,256.25
Jan 4, 2023 6:00 PM;Jan 4, 2023 7:00 PM;78,468.00;47,217.50;5,594.50;41,623.00;0.00;31,250.50
Jan 4, 2023 7:00 PM;Jan 4, 2023 8:00 PM;78,449.00;47,675.50;5,605.00;42,070.50;0.00;30,773.50
Jan 4, 2023 8:00 PM;Jan 4, 2023 9:00 PM;75,516.00;47,799.50;5,611.50;42,188.00;0.00;27,716.50
Jan 4, 2023 9:00 PM;Jan 4, 2023 10:00 PM;73,283.00;47,195.75;5,626.50;41,569.25;0.00;26,087.25
Jan 4, 2023 10:00 PM;Jan 4, 2023 11:00 PM;70,713.00;46,253.75;5,652.00;40,601.75;0.00;24,459.25
Jan 4, 2023 11:00 PM;Jan 5, 2023 12:00 AM;68,643.00;46,168.50;5,649.75;40,518.75;0.00;22,474.50
Jan 5, 2023 12:00 AM;Jan 5, 2023 1:00 AM;63,342.00;44,501.50;5,958.75;38,542.75;0.00;18,840.50
Jan 5, 2023 1:00 AM;Jan 5, 2023 2:00 AM;62,905.00;43,434.00;5,638.25;37,795.75;0.00;19,471.00
Jan 5, 2023 2:00 AM;Jan 5, 2023 3:00 AM;61,822.00;43,052.50;5,629.75;37,422.75;0.00;18,769.50
Jan 5, 2023 3:00 AM;Jan 5, 2023 4:00 AM;61,933.00;42,909.25;5,625.50;37,283.75;0.00;19,023.75
Jan 5, 2023 4:00 AM;Jan 5, 2023 5:00 AM;62,401.00;43,000.50;5,637.75;37,362.75;0.00;19,400.50
Jan 5, 2023 5:00 AM;Jan 5, 2023 6:00 AM;65,261.00;43,330.75;5,638.25;37,692.50;0.00;21,930.25
Jan 5, 2023 6:00 AM;Jan 5, 2023 7:00 AM;69,479.00;43,854.75;5,694.25;38,160.50;0.00;25,624.25
Jan 5, 2023 7:00 AM;Jan 5, 2023 8:00 AM;74,042.00;42,721.50;5,727.75;36,993.75;0.00;31,320.50
Jan 5, 2023 8:00 AM;Jan 5, 2023 9:00 AM;76,468.00;41,471.50;5,562.50;35,652.75;256.25;34,996.50
Jan 5, 2023 9:00 AM;Jan 5, 2023 10:00 AM;75,324.00;40,664.25;5,007.50;34,121.00;1,535.75;34,659.75
Jan 5, 2023 10:00 AM;Jan 5, 2023 11:00 AM;73,166.00;39,840.00;4,206.00;32,390.50;3,243.50;33,326.00
Jan 5, 2023 11:00 AM;Jan 5, 2023 12:00 PM;71,869.00;38,639.00;3,273.50;30,616.50;4,749.00;33,230.00
Jan 5, 2023 12:00 PM;Jan 5, 2023 1:00 PM;70,317.00;36,781.50;2,375.50;28,896.00;5,510.00;33,535.50
Jan 5, 2023 1:00 PM;Jan 5, 2023 2:00 PM;67,200.00;33,791.75;1,770.50;26,813.25;5,208.00;33,408.25
Jan 5, 2023 2:00 PM;Jan 5, 2023 3:00 PM;62,492.00;28,603.25;1,411.25;23,454.00;3,738.00;33,888.75
Jan 5, 2023 3:00 PM;Jan 5, 2023 4:00 PM;58,080.00;22,415.25;1,142.50;19,782.75;1,490.00;35,664.75
Jan 5, 2023 4:00 PM;Jan 5, 2023 5:00 PM;55,182.00;17,740.00;964.25;16,598.75;177.00;37,442.00
Jan 5, 2023 5:00 PM;Jan 5, 2023 6:00 PM;55,311.00;14,775.75;885.25;13,890.50;0.00;40,535.25
Jan 5, 2023 6:00 PM;Jan 5, 2023 7:00 PM;54,064.00;12,732.25;959.50;11,772.75;0.00;41,331.75
Jan 5, 2023 7:00 PM;Jan 5, 2023 8:00 PM;52,003.00;11,593.25;1,252.00;10,341.25;0.00;40,409.75
Jan 5, 2023 8:00 PM;Jan 5, 2023 9:00 PM;49,129.00;10,775.00;1,786.50;8,988.50;0.00;38,354.00
Jan 5, 2023 9:00 PM;Jan 5, 2023 10:00 PM;47,694.00;10,704.50;2,451.00;8,253.50;0.00;36,989.50
Jan 5, 2023 10:00 PM;Jan 5, 2023 11:00 PM;46,926.00;11,337.00;3,077.00;8,260.00;0.00;35,589.00
Jan 5, 2023 11:00 PM;Jan 6, 2023 12:00 AM;44,432.00;12,508.50;3,780.50;8,728.00;0.00;31,923.50
Jan 6, 2023 12:00 AM;Jan 6, 2023 1:00 AM;48,266.00;15,658.75;4,743.00;10,915.75;0.00;32,607.25
Jan 6, 2023 1:00 AM;Jan 6, 2023 2:00 AM;46,683.00;16,570.00;4,796.50;11,773.50;0.00;30,113.00
Jan 6, 2023 2:00 AM;Jan 6, 2023 3:00 AM;47,929.00;17,818.75;4,977.75;12,841.00;0.00;30,110.25
Jan 6, 2023 3:00 AM;Jan 6, 2023 4:00 AM;48,306.00;19,311.75;5,149.75;14,162.00;0.00;28,994.25
Jan 6, 2023 4:00 AM;Jan 6, 2023 5:00 AM;49,631.00;20,970.00;5,295.50;15,674.50;0.00;28,661.00
Jan 6, 2023 5:00 AM;Jan 6, 2023 6:00 AM;52,105.00;22,738.25;5,448.25;17,290.00;0.00;29,366.75
Jan 6, 2023 6:00 AM;Jan 6, 2023 7:00 AM;57,289.00;25,067.50;5,535.50;19,532.00;0.00;32,221.50
Jan 6, 2023 7:00 AM;Jan 6, 2023 8:00 AM;61,648.00;27,267.00;5,531.00;21,736.00;0.00;34,381.00
Jan 6, 2023 8:00 AM;Jan 6, 2023 9:00 AM;65,437.00;29,803.75;5,359.75;24,099.50;344.50;35,633.25
Jan 6, 2023 9:00 AM;Jan 6, 2023 10:00 AM;68,972.00;33,119.00;5,321.50;25,935.50;1,862.00;35,853.00
Jan 6, 2023 10:00 AM;Jan 6, 2023 11:00 AM;71,682.00;35,980.75;5,414.25;26,730.75;3,835.75;35,701.25
Jan 6, 2023 11:00 AM;Jan 6, 2023 12:00 PM;72,088.00;37,341.75;5,575.75;26,274.25;5,491.75;34,746.25
Jan 6, 2023 12:00 PM;Jan 6, 2023 1:00 PM;71,945.00;37,359.00;5,679.25;25,471.75;6,208.00;34,586.00
Jan 6, 2023 1:00 PM;Jan 6, 2023 2:00 PM;68,477.00;36,005.75;5,656.25;24,738.50;5,611.00;32,471.25
Jan 6, 2023 2:00 PM;Jan 6, 2023 3:00 PM;64,542.00;32,530.75;5,676.50;23,070.75;3,783.50;32,011.25
Jan 6, 2023 3:00 PM;Jan 6, 2023 4:00 PM;60,884.00;28,240.00;5,679.50;21,020.00;1,540.50;32,644.00
Jan 6, 2023 4:00 PM;Jan 6, 2023 5:00 PM;60,104.00;24,971.50;5,623.25;19,135.50;212.75;35,132.50
Jan 6, 2023 5:00 PM;Jan 6, 2023 6:00 PM;62,703.00;23,055.00;5,512.50;17,542.50;0.00;39,648.00
Jan 6, 2023 6:00 PM;Jan 6, 2023 7:00 PM;62,869.00;21,745.00;5,293.50;16,451.50;0.00;41,124.00
Jan 6, 2023 7:00 PM;Jan 6, 2023 8:00 PM;60,548.00;20,840.75;5,017.75;15,823.00;0.00;39,707.25
Jan 6, 2023 8:00 PM;Jan 6, 2023 9:00 PM;55,462.00;19,562.00;4,741.25;14,820.75;0.00;35,900.00
Jan 6, 2023 9:00 PM;Jan 6, 2023 10:00 PM;51,915.00;18,316.75;4,467.00;13,849.75;0.00;33,598.25
Jan 6, 2023 10:00 PM;Jan 6, 2023 11:00 PM;49,652.00;17,134.00;4,171.75;12,962.25;0.00;32,518.00
Jan 6, 2023 11:00 PM;Jan 7, 2023 12:00 AM;45,910.00;16,227.25;3,842.50;12,384.75;0.00;29,682.75
Jan 7, 2023 12:00 AM;Jan 7, 2023 1:00 AM;44,166.00;17,249.75;4,253.75;12,996.00;0.00;26,916.25
Jan 7, 2023 1:00 AM;Jan 7, 2023 2:00 AM;42,951.00;16,609.75;4,237.50;12,372.25;0.00;26,341.25
Jan 7, 2023 2:00 AM;Jan 7, 2023 3:00 AM;41,954.00;16,467.50;4,448.75;12,018.75;0.00;25,486.50
Jan 7, 2023 3:00 AM;Jan 7, 2023 4:00 AM;41,302.00;16,690.75;4,661.00;12,029.75;0.00;24,611.25
Jan 7, 2023 4:00 AM;Jan 7, 2023 5:00 AM;41,701.00;16,926.75;4,822.25;12,104.50;0.00;24,774.25
Jan 7, 2023 5:00 AM;Jan 7, 2023 6:00 AM;41,896.00;17,079.50;4,980.25;12,099.25;0.00;24,816.50
Jan 7, 2023 6:00 AM;Jan 7, 2023 7:00 AM;44,149.00;17,351.25;5,043.00;12,308.25;0.00;26,797.75
Jan 7, 2023 7:00 AM;Jan 7, 2023 8:00 AM;46,871.00;17,510.75;5,072.75;12,438.00;0.00;29,360.25
Jan 7, 2023 8:00 AM;Jan 7, 2023 9:00 AM;49,787.00;18,349.50;5,116.00;12,749.75;483.75;31,437.50
Jan 7, 2023 9:00 AM;Jan 7, 2023 10:00 AM;53,168.00;21,201.75;5,163.00;13,134.00;2,904.75;31,966.25
Jan 7, 2023 10:00 AM;Jan 7, 2023 11:00 AM;55,951.00;24,332.00;5,229.50;12,841.25;6,261.25;31,619.00
Jan 7, 2023 11:00 AM;Jan 7, 2023 12:00 PM;57,679.00;26,510.00;5,285.00;12,066.25;9,158.75;31,169.00
Jan 7, 2023 12:00 PM;Jan 7, 2023 1:00 PM;58,957.00;27,645.00;5,325.50;11,754.25;10,565.25;31,312.00
Jan 7, 2023 1:00 PM;Jan 7, 2023 2:00 PM;58,300.00;27,474.25;5,380.50;12,190.75;9,903.00;30,825.75
Jan 7, 2023 2:00 PM;Jan 7, 2023 3:00 PM;56,098.00;25,448.75;5,412.50;12,919.25;7,117.00;30,649.25
Jan 7, 2023 3:00 PM;Jan 7, 2023 4:00 PM;54,095.00;23,226.50;5,449.25;14,828.50;2,948.75;30,868.50
Jan 7, 2023 4:00 PM;Jan 7, 2023 5:00 PM;54,883.00;23,921.25;5,483.00;18,047.75;390.50;30,961.75
Jan 7, 2023 5:00 PM;Jan 7, 2023 6:00 PM;59,756.00;26,724.50;5,568.25;21,156.25;0.00;33,031.50
Jan 7, 2023 6:00 PM;Jan 7, 2023 7:00 PM;62,860.00;29,212.50;5,676.00;23,536.50;0.00;33,647.50
Jan 7, 2023 7:00 PM;Jan 7, 2023 8:00 PM;63,183.00;30,899.00;5,841.75;25,057.25;0.00;32,284.00
Jan 7, 2023 8:00 PM;Jan 7, 2023 9:00 PM;59,748.00;31,337.50;5,924.75;25,412.75;0.00;28,410.50
Jan 7, 2023 9:00 PM;Jan 7, 2023 10:00 PM;56,960.00;31,242.25;5,960.25;25,282.00;0.00;25,717.75
Jan 7, 2023 10:00 PM;Jan 7, 2023 11:00 PM;55,559.00;30,364.75;5,938.00;24,426.75;0.00;25,194.25
Jan 7, 2023 11:00 PM;Jan 8, 2023 12:00 AM;54,077.00;29,810.25;5,972.25;23,838.00;0.00;24,266.75
Jan 8, 2023 12:00 AM;Jan 8, 2023 1:00 AM;52,329.00;30,493.00;6,292.00;24,201.00;0.00;21,836.00
Jan 8, 2023 1:00 AM;Jan 8, 2023 2:00 AM;50,306.00;28,730.00;5,873.75;22,856.25;0.00;21,576.00
Jan 8, 2023 2:00 AM;Jan 8, 2023 3:00 AM;49,241.00;27,666.50;5,806.75;21,859.75;0.00;21,574.50
Jan 8, 2023 3:00 AM;Jan 8, 2023 4:00 AM;47,845.00;26,144.75;5,737.50;20,407.25;0.00;21,700.25
Jan 8, 2023 4:00 AM;Jan 8, 2023 5:00 AM;46,498.00;25,155.75;5,744.75;19,411.00;0.00;21,342.25
Jan 8, 2023 5:00 AM;Jan 8, 2023 6:00 AM;45,331.00;24,551.50;5,810.50;18,741.00;0.00;20,779.50
Jan 8, 2023 6:00 AM;Jan 8, 2023 7:00 AM;46,056.00;23,720.00;5,668.75;18,051.25;0.00;22,336.00
Jan 8, 2023 7:00 AM;Jan 8, 2023 8:00 AM;48,196.00;23,387.00;5,574.25;17,812.75;0.00;24,809.00
Jan 8, 2023 8:00 AM;Jan 8, 2023 9:00 AM;49,080.00;23,380.75;5,515.00;17,548.25;317.50;25,699.25
Jan 8, 2023 9:00 AM;Jan 8, 2023 10:00 AM;51,592.00;24,285.75;5,478.50;17,171.00;1,636.25;27,306.25
Jan 8, 2023 10:00 AM;Jan 8, 2023 11:00 AM;55,008.00;25,269.25;5,430.00;16,651.50;3,187.75;29,738.75
Jan 8, 2023 11:00 AM;Jan 8, 2023 12:00 PM;56,895.00;25,859.25;5,390.50;16,062.75;4,406.00;31,035.75
Jan 8, 2023 12:00 PM;Jan 8, 2023 1:00 PM;57,158.00;25,668.00;5,367.00;15,591.75;4,709.25;31,490.00
Jan 8, 2023 1:00 PM;Jan 8, 2023 2:00 PM;54,628.00;24,409.75;5,275.00;15,100.75;4,034.00;30,218.25
Jan 8, 2023 2:00 PM;Jan 8, 2023 3:00 PM;51,424.00;21,986.75;5,167.50;14,126.50;2,692.75;29,437.25
Jan 8, 2023 3:00 PM;Jan 8, 2023 4:00 PM;49,243.00;19,650.50;5,043.75;13,483.75;1,123.00;29,592.50
Jan 8, 2023 4:00 PM;Jan 8, 2023 5:00 PM;49,866.00;18,914.25;4,959.00;13,790.75;164.50;30,951.75
Jan 8, 2023 5:00 PM;Jan 8, 2023 6:00 PM;54,343.00;19,845.25;4,975.25;14,870.00;0.00;34,497.75
Jan 8, 2023 6:00 PM;Jan 8, 2023 7:00 PM;55,841.00;21,045.75;5,047.75;15,998.00;0.00;34,795.25
Jan 8, 2023 7:00 PM;Jan 8, 2023 8:00 PM;56,127.00;22,269.50;5,078.50;17,191.00;0.00;33,857.50
Jan 8, 2023 8:00 PM;Jan 8, 2023 9:00 PM;54,108.00;22,817.25;5,060.00;17,757.25;0.00;31,290.75
Jan 8, 2023 9:00 PM;Jan 8, 2023 10:00 PM;53,175.00;23,245.00;5,039.00;18,206.00;0.00;29,930.00
Jan 8, 2023 10:00 PM;Jan 8, 2023 11:00 PM;51,871.00;23,413.00;5,087.00;18,326.00;0.00;28,458.00
Jan 8, 2023 11:00 PM;Jan 9, 2023 12:00 AM;51,105.00;23,649.00;5,110.00;18,539.00;0.00;27,456.00
Jan 9, 2023 12:00 AM;Jan 9, 2023 1:00 AM;47,673.00;23,932.00;5,846.75;18,085.25;0.00;23,741.00
Jan 9, 2023 1:00 AM;Jan 9, 2023 2:00 AM;46,433.00;23,300.00;5,215.75;18,084.25;0.00;23,133.00
Jan 9, 2023 2:00 AM;Jan 9, 2023 3:00 AM;45,846.00;23,056.75;5,065.00;17,991.75;0.00;22,789.25
Jan 9, 2023 3:00 AM;Jan 9, 2023 4:00 AM;45,510.00;22,926.25;4,862.25;18,064.00;0.00;22,583.75
Jan 9, 2023 4:00 AM;Jan 9, 2023 5:00 AM;45,263.00;22,522.75;4,384.50;18,138.25;0.00;22,740.25
Jan 9, 2023 5:00 AM;Jan 9, 2023 6:00 AM;47,659.00;22,048.00;3,745.50;18,302.50;0.00;25,611.00
Jan 9, 2023 6:00 AM;Jan 9, 2023 7:00 AM;53,904.00;21,999.75;3,154.25;18,845.50;0.00;31,904.25
Jan 9, 2023 7:00 AM;Jan 9, 2023 8:00 AM;59,266.00;21,830.00;2,818.50;19,011.50;0.00;37,436.00
Jan 9, 2023 8:00 AM;Jan 9, 2023 9:00 AM;62,178.00;22,269.00;2,755.75;19,276.50;236.75;39,909.00
Jan 9, 2023 9:00 AM;Jan 9, 2023 10:00 AM;64,012.00;23,843.50;2,778.25;19,752.75;1,312.50;40,168.50
