Start date;End date;Total [MWh] Calculated resolutions;Photovoltaics and wind [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other [MWh] Calculated resolutions
Aug 22, 2024 12:00 PM;Aug 22, 2024 1:00 PM;75,592.00;57,461.75;4,513.25;13,261.25;39,687.25;18,130.25
Aug 22, 2024 1:00 PM;Aug 22, 2024 2:00 PM;76,035.00;59,006.75;4,438.00;13,947.00;40,621.75;17,028.25
Aug 22, 2024 2:00 PM;Aug 22, 2024 3:00 PM;73,588.00;58,089.00;4,408.25;14,546.25;39,134.50;15,499.00
Aug 22, 2024 3:00 PM;Aug 22, 2024 4:00 PM;69,240.00;53,995.25;4,392.75;14,434.50;35,168.00;15,244.75
Aug 22, 2024 4:00 PM;Aug 22, 2024 5:00 PM;62,720.00;47,030.75;4,487.50;13,968.00;28,575.25;15,689.25
Aug 22, 2024 5:00 PM;Aug 22, 2024 6:00 PM;55,617.00;37,953.75;4,688.00;13,664.25;19,601.50;17,663.25
Aug 22, 2024 6:00 PM;Aug 22, 2024 7:00 PM;48,901.00;27,298.25;4,748.25;12,935.50;9,614.50;21,602.75
Aug 22, 2024 7:00 PM;Aug 22, 2024 8:00 PM;46,089.00;19,632.50;4,730.00;12,517.50;2,385.00;26,456.50
Aug 22, 2024 8:00 PM;Aug 22, 2024 9:00 PM;45,370.00;18,236.25;4,732.75;13,393.75;109.75;27,133.75
Aug 22, 2024 9:00 PM;Aug 22, 2024 10:00 PM;46,415.00;19,387.50;4,842.50;14,545.00;0.00;27,027.50
Aug 22, 2024 10:00 PM;Aug 22, 2024 11:00 PM;45,385.00;20,603.50;4,947.50;15,656.00;0.00;24,781.50
Aug 22, 2024 11:00 PM;Aug 23, 2024 12:00 AM;44,220.00;21,545.00;5,045.00;16,500.00;0.00;22,675.00
Aug 23, 2024 12:00 AM;Aug 23, 2024 1:00 AM;42,675.00;22,780.50;5,386.50;17,394.00;0.00;19,894.50
Aug 23, 2024 1:00 AM;Aug 23, 2024 2:00 AM;40,517.00;23,249.50;5,458.00;17,791.50;0.00;17,267.50
Aug 23, 2024 2:00 AM;Aug 23, 2024 3:00 AM;40,571.00;23,421.50;5,343.00;18,078.50;0.00;17,149.50
Aug 23, 2024 3:00 AM;Aug 23, 2024 4:00 AM;40,737.00;23,660.00;5,283.75;18,376.25;0.00;17,077.00
Aug 23, 2024 4:00 AM;Aug 23, 2024 5:00 AM;41,423.00;24,103.00;5,242.50;18,860.50;0.00;17,320.00
Aug 23, 2024 5:00 AM;Aug 23, 2024 6:00 AM;42,978.00;24,815.00;5,219.00;19,596.00;0.00;18,163.00
Aug 23, 2024 6:00 AM;Aug 23, 2024 7:00 AM;46,905.00;26,693.75;5,317.50;21,012.50;363.75;20,211.25
Aug 23, 2024 7:00 AM;Aug 23, 2024 8:00 AM;53,012.00;31,819.25;5,382.00;22,145.50;4,291.75;21,192.75
Aug 23, 2024 8:00 AM;Aug 23, 2024 9:00 AM;59,891.00;40,596.50;5,371.75;22,289.25;12,935.50;19,294.50
Aug 23, 2024 9:00 AM;Aug 23, 2024 10:00 AM;67,549.00;49,982.00;5,248.00;21,950.00;22,784.00;17,567.00
Aug 23, 2024 10:00 AM;Aug 23, 2024 11:00 AM;72,877.00;58,501.25;4,129.75;23,219.75;31,151.75;14,375.75
Aug 23, 2024 11:00 AM;Aug 23, 2024 12:00 PM;78,630.00;66,599.00;3,804.50;26,076.25;36,718.25;12,031.00
Aug 23, 2024 12:00 PM;Aug 23, 2024 1:00 PM;82,727.00;70,015.75;3,578.25;27,034.00;39,403.50;12,711.25
Aug 23, 2024 1:00 PM;Aug 23, 2024 2:00 PM;81,501.00;69,665.00;3,435.25;26,878.75;39,351.00;11,836.00
Aug 23, 2024 2:00 PM;Aug 23, 2024 3:00 PM;79,110.00;67,961.25;3,396.75;27,864.25;36,700.25;11,148.75
Aug 23, 2024 3:00 PM;Aug 23, 2024 4:00 PM;76,973.00;65,096.00;3,513.00;29,346.50;32,236.50;11,877.00
Aug 23, 2024 4:00 PM;Aug 23, 2024 5:00 PM;70,748.00;59,451.00;3,657.75;29,655.25;26,138.00;11,297.00
Aug 23, 2024 5:00 PM;Aug 23, 2024 6:00 PM;65,259.00;52,075.75;3,908.50;29,909.75;18,257.50;13,183.25
Aug 23, 2024 6:00 PM;Aug 23, 2024 7:00 PM;61,276.00;40,630.25;4,921.50;26,661.00;9,047.75;20,645.75
Aug 23, 2024 7:00 PM;Aug 23, 2024 8:00 PM;54,165.00;30,110.50;5,506.25;22,357.75;2,246.50;24,054.50
Aug 23, 2024 8:00 PM;Aug 23, 2024 9:00 PM;48,757.00;24,474.25;5,554.75;18,829.50;90.00;24,282.75
Aug 23, 2024 9:00 PM;Aug 23, 2024 10:00 PM;44,782.00;20,350.00;4,800.25;15,549.75;0.00;24,432.00
Aug 23, 2024 10:00 PM;Aug 23, 2024 11:00 PM;40,461.00;16,314.50;3,893.50;12,421.00;0.00;24,146.50
Aug 23, 2024 11:00 PM;Aug 24, 2024 12:00 AM;36,170.00;13,035.00;3,054.00;9,981.00;0.00;23,135.00
Aug 24, 2024 12:00 AM;Aug 24, 2024 1:00 AM;32,179.00;9,692.25;2,506.75;7,185.50;0.00;22,486.75
Aug 24, 2024 1:00 AM;Aug 24, 2024 2:00 AM;30,484.00;8,522.00;2,277.00;6,245.00;0.00;21,962.00
Aug 24, 2024 2:00 AM;Aug 24, 2024 3:00 AM;29,519.00;8,481.75;2,361.25;6,120.50;0.00;21,037.25
Aug 24, 2024 3:00 AM;Aug 24, 2024 4:00 AM;29,607.00;8,933.00;2,659.50;6,273.50;0.00;20,674.00
Aug 24, 2024 4:00 AM;Aug 24, 2024 5:00 AM;30,009.00;9,709.00;2,977.25;6,731.75;0.00;20,300.00
Aug 24, 2024 5:00 AM;Aug 24, 2024 6:00 AM;31,008.00;10,746.00;3,179.00;7,567.00;0.00;20,262.00
Aug 24, 2024 6:00 AM;Aug 24, 2024 7:00 AM;33,246.00;12,487.75;3,250.75;8,844.00;393.00;20,758.25
Aug 24, 2024 7:00 AM;Aug 24, 2024 8:00 AM;37,958.00;17,590.25;3,167.50;9,738.00;4,684.75;20,367.75
Aug 24, 2024 8:00 AM;Aug 24, 2024 9:00 AM;43,800.00;26,396.25;3,197.75;8,937.00;14,261.50;17,403.75
Aug 24, 2024 9:00 AM;Aug 24, 2024 10:00 AM;52,678.00;36,545.25;3,219.50;8,369.25;24,956.50;16,132.75
Aug 24, 2024 10:00 AM;Aug 24, 2024 11:00 AM;60,591.00;44,606.00;2,209.75;8,946.25;33,450.00;15,985.00
Aug 24, 2024 11:00 AM;Aug 24, 2024 12:00 PM;65,364.00;50,222.00;1,878.25;9,186.50;39,157.25;15,142.00
Aug 24, 2024 12:00 PM;Aug 24, 2024 1:00 PM;67,544.00;53,187.50;1,747.50;9,238.75;42,201.25;14,356.50
Aug 24, 2024 1:00 PM;Aug 24, 2024 2:00 PM;66,372.00;54,939.25;1,833.50;10,180.50;42,925.25;11,432.75
Aug 24, 2024 2:00 PM;Aug 24, 2024 3:00 PM;64,252.00;55,057.00;2,030.50;11,650.75;41,375.75;9,195.00
Aug 24, 2024 3:00 PM;Aug 24, 2024 4:00 PM;63,411.00;53,673.25;2,369.75;13,916.25;37,387.25;9,737.75
Aug 24, 2024 4:00 PM;Aug 24, 2024 5:00 PM;62,158.00;50,875.50;2,709.75;17,427.00;30,738.75;11,282.50
Aug 24, 2024 5:00 PM;Aug 24, 2024 6:00 PM;55,514.00;44,313.00;3,199.25;19,860.00;21,253.75;11,201.00
Aug 24, 2024 6:00 PM;Aug 24, 2024 7:00 PM;50,041.00;32,301.00;3,650.00;18,366.50;10,284.50;17,740.00
Aug 24, 2024 7:00 PM;Aug 24, 2024 8:00 PM;46,706.00;24,573.50;3,618.25;18,511.25;2,444.00;22,132.50
Aug 24, 2024 8:00 PM;Aug 24, 2024 9:00 PM;46,544.00;25,933.00;3,326.25;22,511.00;95.75;20,611.00
Aug 24, 2024 9:00 PM;Aug 24, 2024 10:00 PM;46,458.00;28,100.75;3,007.00;25,093.75;0.00;18,357.25
Aug 24, 2024 10:00 PM;Aug 24, 2024 11:00 PM;44,961.00;27,740.00;2,979.50;24,760.50;0.00;17,221.00
Aug 24, 2024 11:00 PM;Aug 25, 2024 12:00 AM;41,555.00;26,683.50;3,205.00;23,478.50;0.00;14,871.50
Aug 25, 2024 12:00 AM;Aug 25, 2024 1:00 AM;39,598.00;28,116.25;3,411.00;24,705.25;0.00;11,481.75
Aug 25, 2024 1:00 AM;Aug 25, 2024 2:00 AM;40,898.00;28,386.75;3,511.25;24,875.50;0.00;12,511.25
Aug 25, 2024 2:00 AM;Aug 25, 2024 3:00 AM;41,888.00;28,625.25;4,039.75;24,585.50;0.00;13,262.75
Aug 25, 2024 3:00 AM;Aug 25, 2024 4:00 AM;42,608.00;28,267.25;4,326.00;23,941.25;0.00;14,340.75
Aug 25, 2024 4:00 AM;Aug 25, 2024 5:00 AM;43,008.00;27,616.00;4,254.00;23,362.00;0.00;15,392.00
Aug 25, 2024 5:00 AM;Aug 25, 2024 6:00 AM;43,447.00;27,051.75;4,174.50;22,877.25;0.00;16,395.25
Aug 25, 2024 6:00 AM;Aug 25, 2024 7:00 AM;44,072.00;27,425.25;4,252.50;22,959.75;213.00;16,646.75
Aug 25, 2024 7:00 AM;Aug 25, 2024 8:00 AM;45,942.00;29,468.25;4,352.75;22,532.75;2,582.75;16,473.75
Aug 25, 2024 8:00 AM;Aug 25, 2024 9:00 AM;48,619.00;33,262.00;4,347.00;21,604.75;7,310.25;15,357.00
Aug 25, 2024 9:00 AM;Aug 25, 2024 10:00 AM;53,143.00;38,378.25;4,315.75;20,710.25;13,352.25;14,764.75
Aug 25, 2024 10:00 AM;Aug 25, 2024 11:00 AM;56,272.00;43,227.50;4,038.00;19,387.50;19,802.00;13,044.50
Aug 25, 2024 11:00 AM;Aug 25, 2024 12:00 PM;58,683.00;46,287.75;3,856.00;16,721.00;25,710.75;12,395.25
Aug 25, 2024 12:00 PM;Aug 25, 2024 1:00 PM;59,326.00;48,085.25;3,688.25;14,474.00;29,923.00;11,240.75
Aug 25, 2024 1:00 PM;Aug 25, 2024 2:00 PM;58,130.00;47,997.75;3,576.25;12,369.00;32,052.50;10,132.25
Aug 25, 2024 2:00 PM;Aug 25, 2024 3:00 PM;55,791.00;46,258.75;3,538.50;10,811.75;31,908.50;9,532.25
Aug 25, 2024 3:00 PM;Aug 25, 2024 4:00 PM;52,659.00;42,360.75;3,563.25;9,584.25;29,213.25;10,298.25
Aug 25, 2024 4:00 PM;Aug 25, 2024 5:00 PM;47,147.00;36,733.50;3,645.75;9,039.25;24,048.50;10,413.50
Aug 25, 2024 5:00 PM;Aug 25, 2024 6:00 PM;43,739.00;29,927.00;4,882.00;8,385.00;16,660.00;13,812.00
Aug 25, 2024 6:00 PM;Aug 25, 2024 7:00 PM;38,226.00;19,883.25;5,117.75;6,397.75;8,367.75;18,342.75
Aug 25, 2024 7:00 PM;Aug 25, 2024 8:00 PM;34,618.00;11,771.00;5,128.00;4,528.00;2,115.00;22,847.00
Aug 25, 2024 8:00 PM;Aug 25, 2024 9:00 PM;34,069.00;9,000.00;5,108.25;3,821.00;70.75;25,069.00
Aug 25, 2024 9:00 PM;Aug 25, 2024 10:00 PM;33,038.00;8,544.50;5,103.00;3,441.50;0.00;24,493.50
Aug 25, 2024 10:00 PM;Aug 25, 2024 11:00 PM;32,923.00;8,824.00;5,097.75;3,726.25;0.00;24,099.00
Aug 25, 2024 11:00 PM;Aug 26, 2024 12:00 AM;31,841.00;9,355.50;5,060.75;4,294.75;0.00;22,485.50
Aug 26, 2024 12:00 AM;Aug 26, 2024 1:00 AM;31,265.00;10,126.25;4,994.75;5,131.50;0.00;21,138.75
Aug 26, 2024 1:00 AM;Aug 26, 2024 2:00 AM;31,202.00;10,652.25;4,897.75;5,754.50;0.00;20,549.75
Aug 26, 2024 2:00 AM;Aug 26, 2024 3:00 AM;31,338.00;11,149.50;4,851.25;6,298.25;0.00;20,188.50
Aug 26, 2024 3:00 AM;Aug 26, 2024 4:00 AM;31,393.00;11,522.00;4,843.50;6,678.50;0.00;19,871.00
Aug 26, 2024 4:00 AM;Aug 26, 2024 5:00 AM;32,175.00;11,892.25;4,968.75;6,923.50;0.00;20,282.75
Aug 26, 2024 5:00 AM;Aug 26, 2024 6:00 AM;33,985.00;12,166.75;5,077.75;7,089.00;0.00;21,818.25
Aug 26, 2024 6:00 AM;Aug 26, 2024 7:00 AM;38,299.00;12,700.50;5,110.75;7,340.75;249.00;25,598.50
Aug 26, 2024 7:00 AM;Aug 26, 2024 8:00 AM;44,683.00;15,769.25;4,833.25;7,350.25;3,585.75;28,913.75
Aug 26, 2024 8:00 AM;Aug 26, 2024 9:00 AM;49,186.00;22,532.25;4,689.50;6,507.50;11,335.25;26,653.75
Aug 26, 2024 9:00 AM;Aug 26, 2024 10:00 AM;53,384.00;30,071.75;4,428.25;5,428.75;20,214.75;23,312.25
Aug 26, 2024 10:00 AM;Aug 26, 2024 11:00 AM;57,979.00;37,491.75;3,964.25;5,825.75;27,701.75;20,487.25
Aug 26, 2024 11:00 AM;Aug 26, 2024 12:00 PM;62,539.00;42,912.00;3,633.25;6,749.00;32,529.75;19,627.00
Aug 26, 2024 12:00 PM;Aug 26, 2024 1:00 PM;64,728.00;44,920.25;3,459.25;7,232.00;34,229.00;19,807.75
Aug 26, 2024 1:00 PM;Aug 26, 2024 2:00 PM;64,009.00;44,387.75;3,371.75;7,166.75;33,849.25;19,621.25
Aug 26, 2024 2:00 PM;Aug 26, 2024 3:00 PM;60,526.00;41,806.75;3,240.50;6,706.75;31,859.50;18,719.25
Aug 26, 2024 3:00 PM;Aug 26, 2024 4:00 PM;56,069.00;37,140.75;3,043.50;5,901.25;28,196.00;18,928.25
Aug 26, 2024 4:00 PM;Aug 26, 2024 5:00 PM;52,253.00;30,470.00;2,850.25;5,022.75;22,597.00;21,783.00
Aug 26, 2024 5:00 PM;Aug 26, 2024 6:00 PM;48,843.00;22,152.25;2,480.25;4,133.75;15,538.25;26,690.75
Aug 26, 2024 6:00 PM;Aug 26, 2024 7:00 PM;45,591.00;13,000.75;2,036.75;3,201.25;7,762.75;32,590.25
Aug 26, 2024 7:00 PM;Aug 26, 2024 8:00 PM;43,640.00;6,141.50;1,580.25;2,633.25;1,928.00;37,498.50
Aug 26, 2024 8:00 PM;Aug 26, 2024 9:00 PM;42,278.00;3,808.75;1,217.25;2,539.00;52.50;38,469.25
Aug 26, 2024 9:00 PM;Aug 26, 2024 10:00 PM;40,570.00;3,376.75;989.25;2,387.50;0.00;37,193.25
Aug 26, 2024 10:00 PM;Aug 26, 2024 11:00 PM;38,024.00;3,431.50;897.25;2,534.25;0.00;34,592.50
Aug 26, 2024 11:00 PM;Aug 27, 2024 12:00 AM;35,707.00;3,454.75;909.00;2,545.75;0.00;32,252.25
Aug 27, 2024 12:00 AM;Aug 27, 2024 1:00 AM;34,167.00;3,027.75;1,107.75;1,920.00;0.00;31,139.25
Aug 27, 2024 1:00 AM;Aug 27, 2024 2:00 AM;33,565.00;3,248.50;1,256.00;1,992.50;0.00;30,316.50
Aug 27, 2024 2:00 AM;Aug 27, 2024 3:00 AM;33,103.00;3,581.25;1,354.25;2,227.00;0.00;29,521.75
Aug 27, 2024 3:00 AM;Aug 27, 2024 4:00 AM;33,233.00;3,770.50;1,410.00;2,360.50;0.00;29,462.50
Aug 27, 2024 4:00 AM;Aug 27, 2024 5:00 AM;33,861.00;4,040.50;1,481.75;2,558.75;0.00;29,820.50
Aug 27, 2024 5:00 AM;Aug 27, 2024 6:00 AM;35,724.00;4,406.75;1,575.50;2,831.25;0.00;31,317.25
Aug 27, 2024 6:00 AM;Aug 27, 2024 7:00 AM;39,797.00;5,093.50;1,642.50;3,168.25;282.75;34,703.50
Aug 27, 2024 7:00 AM;Aug 27, 2024 8:00 AM;45,059.00;9,658.25;1,693.00;3,669.50;4,295.75;35,400.75
Aug 27, 2024 8:00 AM;Aug 27, 2024 9:00 AM;51,099.00;19,314.00;1,833.75;3,933.75;13,546.50;31,785.00
Aug 27, 2024 9:00 AM;Aug 27, 2024 10:00 AM;54,115.00;29,295.75;2,088.75;2,865.75;24,341.25;24,819.25
Aug 27, 2024 10:00 AM;Aug 27, 2024 11:00 AM;57,612.00;38,153.25;2,260.75;2,115.00;33,777.50;19,458.75
Aug 27, 2024 11:00 AM;Aug 27, 2024 12:00 PM;63,631.00;44,762.50;2,255.25;2,503.00;40,004.25;18,868.50
Aug 27, 2024 12:00 PM;Aug 27, 2024 1:00 PM;66,835.00;47,983.75;2,182.75;2,826.00;42,975.00;18,851.25
Aug 27, 2024 1:00 PM;Aug 27, 2024 2:00 PM;66,671.00;48,105.50;2,041.75;2,933.75;43,130.00;18,565.50
Aug 27, 2024 2:00 PM;Aug 27, 2024 3:00 PM;63,520.00;45,469.75;1,780.50;2,968.00;40,721.25;18,050.25
Aug 27, 2024 3:00 PM;Aug 27, 2024 4:00 PM;58,908.00;40,576.25;1,422.00;2,863.50;36,290.75;18,331.75
Aug 27, 2024 4:00 PM;Aug 27, 2024 5:00 PM;51,974.00;33,290.75;1,035.50;2,793.75;29,461.50;18,683.25
Aug 27, 2024 5:00 PM;Aug 27, 2024 6:00 PM;48,951.00;23,450.50;700.00;2,908.00;19,842.50;25,500.50
Aug 27, 2024 6:00 PM;Aug 27, 2024 7:00 PM;46,627.00;13,327.00;512.00;3,356.00;9,459.00;33,300.00
Aug 27, 2024 7:00 PM;Aug 27, 2024 8:00 PM;46,038.00;7,357.75;477.00;4,692.50;2,188.25;38,680.25
Aug 27, 2024 8:00 PM;Aug 27, 2024 9:00 PM;45,888.00;7,736.00;590.25;7,094.75;51.00;38,152.00
Aug 27, 2024 9:00 PM;Aug 27, 2024 10:00 PM;46,229.00;10,298.75;833.50;9,465.25;0.00;35,930.25
Aug 27, 2024 10:00 PM;Aug 27, 2024 11:00 PM;45,094.00;12,671.75;1,151.50;11,520.25;0.00;32,422.25
Aug 27, 2024 11:00 PM;Aug 28, 2024 12:00 AM;42,922.00;14,198.75;1,430.50;12,768.25;0.00;28,723.25
Aug 28, 2024 12:00 AM;Aug 28, 2024 1:00 AM;40,971.00;14,428.00;1,677.50;12,750.50;0.00;26,543.00
Aug 28, 2024 1:00 AM;Aug 28, 2024 2:00 AM;39,316.00;14,021.50;1,688.75;12,332.75;0.00;25,294.50
Aug 28, 2024 2:00 AM;Aug 28, 2024 3:00 AM;37,775.00;13,389.75;1,575.00;11,814.75;0.00;24,385.25
Aug 28, 2024 3:00 AM;Aug 28, 2024 4:00 AM;36,975.00;12,607.75;1,410.50;11,197.25;0.00;24,367.25
Aug 28, 2024 4:00 AM;Aug 28, 2024 5:00 AM;37,524.00;12,025.25;1,271.50;10,753.75;0.00;25,498.75
Aug 28, 2024 5:00 AM;Aug 28, 2024 6:00 AM;38,852.00;11,807.25;1,196.50;10,610.75;0.00;27,044.75
Aug 28, 2024 6:00 AM;Aug 28, 2024 7:00 AM;42,333.00;12,188.75;1,177.25;10,742.50;269.00;30,144.25
Aug 28, 2024 7:00 AM;Aug 28, 2024 8:00 AM;47,944.00;15,935.50;1,239.00;10,239.50;4,457.00;32,008.50
Aug 28, 2024 8:00 AM;Aug 28, 2024 9:00 AM;52,720.00;23,436.25;1,333.00;7,760.75;14,342.50;29,283.75
Aug 28, 2024 9:00 AM;Aug 28, 2024 10:00 AM;57,091.00;31,240.50;1,400.50;4,242.50;25,597.50;25,850.50
Aug 28, 2024 10:00 AM;Aug 28, 2024 11:00 AM;61,247.00;39,502.50;1,442.50;2,994.25;35,065.75;21,744.50
Aug 28, 2024 11:00 AM;Aug 28, 2024 12:00 PM;65,787.00;45,836.75;1,468.00;2,880.25;41,488.50;19,950.25
Aug 28, 2024 12:00 PM;Aug 28, 2024 1:00 PM;68,786.00;49,554.75;1,496.75;3,254.25;44,803.75;19,231.25
Aug 28, 2024 1:00 PM;Aug 28, 2024 2:00 PM;69,452.00;50,449.00;1,586.00;3,639.50;45,223.50;19,003.00
Aug 28, 2024 2:00 PM;Aug 28, 2024 3:00 PM;66,802.00;48,484.25;1,772.25;3,924.50;42,787.50;18,317.75
Aug 28, 2024 3:00 PM;Aug 28, 2024 4:00 PM;62,083.00;43,854.75;2,065.50;4,021.25;37,768.00;18,228.25
Aug 28, 2024 4:00 PM;Aug 28, 2024 5:00 PM;55,684.00;36,729.75;2,420.75;4,055.00;30,254.00;18,954.25
Aug 28, 2024 5:00 PM;Aug 28, 2024 6:00 PM;51,371.00;26,775.75;2,750.00;3,989.75;20,036.00;24,595.25
Aug 28, 2024 6:00 PM;Aug 28, 2024 7:00 PM;48,024.00;16,225.00;3,040.75;3,957.25;9,227.00;31,799.00
Aug 28, 2024 7:00 PM;Aug 28, 2024 8:00 PM;47,316.00;10,178.50;3,245.25;4,903.25;2,030.00;37,137.50
Aug 28, 2024 8:00 PM;Aug 28, 2024 9:00 PM;47,402.00;10,539.25;3,380.75;7,116.25;42.25;36,862.75
Aug 28, 2024 9:00 PM;Aug 28, 2024 10:00 PM;47,541.00;12,727.75;3,490.25;9,237.50;0.00;34,813.25
Aug 28, 2024 10:00 PM;Aug 28, 2024 11:00 PM;46,025.00;14,260.50;3,629.00;10,631.50;0.00;31,764.50
Aug 28, 2024 11:00 PM;Aug 29, 2024 12:00 AM;44,164.00;14,886.00;3,701.75;11,184.25;0.00;29,278.00
Aug 29, 2024 12:00 AM;Aug 29, 2024 1:00 AM;43,360.00;15,530.50;3,718.25;11,812.25;0.00;27,829.50
Aug 29, 2024 1:00 AM;Aug 29, 2024 2:00 AM;41,343.00;14,527.50;3,302.75;11,224.75;0.00;26,815.50
Aug 29, 2024 2:00 AM;Aug 29, 2024 3:00 AM;39,601.00;13,348.00;2,832.75;10,515.25;0.00;26,253.00
Aug 29, 2024 3:00 AM;Aug 29, 2024 4:00 AM;38,320.00;12,157.25;2,430.50;9,726.75;0.00;26,162.75
Aug 29, 2024 4:00 AM;Aug 29, 2024 5:00 AM;37,861.00;11,041.00;2,128.00;8,913.00;0.00;26,820.00
Aug 29, 2024 5:00 AM;Aug 29, 2024 6:00 AM;38,734.00;9,969.50;1,869.00;8,100.50;0.00;28,764.50
Aug 29, 2024 6:00 AM;Aug 29, 2024 7:00 AM;42,666.00;9,191.75;1,658.00;7,304.00;229.75;33,474.25
Aug 29, 2024 7:00 AM;Aug 29, 2024 8:00 AM;46,600.00;12,079.75;1,459.25;6,353.50;4,267.00;34,520.25
Aug 29, 2024 8:00 AM;Aug 29, 2024 9:00 AM;52,050.00;19,973.00;1,277.00;4,791.50;13,904.50;32,077.00
Aug 29, 2024 9:00 AM;Aug 29, 2024 10:00 AM;57,761.00;28,745.50;1,124.00;2,674.50;24,947.00;29,015.50
Aug 29, 2024 10:00 AM;Aug 29, 2024 11:00 AM;60,882.00;36,774.50;1,010.00;1,477.50;34,287.00;24,107.50
Aug 29, 2024 11:00 AM;Aug 29, 2024 12:00 PM;63,587.00;42,877.25;976.50;1,474.75;40,426.00;20,709.75
Aug 29, 2024 12:00 PM;Aug 29, 2024 1:00 PM;66,996.00;46,276.00;1,066.50;1,997.50;43,212.00;20,720.00
Aug 29, 2024 1:00 PM;Aug 29, 2024 2:00 PM;67,363.00;47,288.75;1,268.25;2,832.25;43,188.25;20,074.25
Aug 29, 2024 2:00 PM;Aug 29, 2024 3:00 PM;65,179.00;45,805.00;1,477.00;3,791.50;40,536.50;19,374.00
Aug 29, 2024 3:00 PM;Aug 29, 2024 4:00 PM;61,061.00;41,776.50;1,615.50;4,631.50;35,529.50;19,284.50
Aug 29, 2024 4:00 PM;Aug 29, 2024 5:00 PM;56,947.00;35,075.00;1,639.75;5,275.50;28,159.75;21,872.00
Aug 29, 2024 5:00 PM;Aug 29, 2024 6:00 PM;52,006.00;25,541.00;1,601.75;5,596.50;18,342.75;26,465.00
Aug 29, 2024 6:00 PM;Aug 29, 2024 7:00 PM;48,314.00;15,537.50;1,479.00;5,740.75;8,317.75;32,776.50
Aug 29, 2024 7:00 PM;Aug 29, 2024 8:00 PM;47,190.00;9,007.25;1,329.25;5,862.75;1,815.25;38,182.75
Aug 29, 2024 8:00 PM;Aug 29, 2024 9:00 PM;45,650.00;7,052.75;1,185.25;5,843.75;23.75;38,597.25
Aug 29, 2024 9:00 PM;Aug 29, 2024 10:00 PM;44,417.00;6,522.25;1,060.75;5,461.50;0.00;37,894.75
Aug 29, 2024 10:00 PM;Aug 29, 2024 11:00 PM;41,394.00;6,222.00;962.50;5,259.50;0.00;35,172.00
Aug 29, 2024 11:00 PM;Aug 30, 2024 12:00 AM;38,128.00;5,889.75;855.50;5,034.25;0.00;32,238.25
Aug 30, 2024 12:00 AM;Aug 30, 2024 1:00 AM;36,143.00;4,509.25;360.00;4,149.25;0.00;31,633.75
Aug 30, 2024 1:00 AM;Aug 30, 2024 2:00 AM;35,195.00;4,390.75;416.25;3,974.50;0.00;30,804.25
Aug 30, 2024 2:00 AM;Aug 30, 2024 3:00 AM;34,900.00;4,681.50;580.25;4,101.25;0.00;30,218.50
Aug 30, 2024 3:00 AM;Aug 30, 2024 4:00 AM;35,056.00;4,842.50;781.75;4,060.75;0.00;30,213.50
Aug 30, 2024 4:00 AM;Aug 30, 2024 5:00 AM;35,563.00;4,894.00;855.25;4,038.75;0.00;30,669.00
Aug 30, 2024 5:00 AM;Aug 30, 2024 6:00 AM;36,518.00;4,835.75;760.50;4,075.25;0.00;31,682.25
Aug 30, 2024 6:00 AM;Aug 30, 2024 7:00 AM;40,126.00;4,872.25;626.75;4,081.50;164.00;35,253.75
Aug 30, 2024 7:00 AM;Aug 30, 2024 8:00 AM;45,219.00;7,849.25;589.75;3,721.75;3,537.75;37,369.75
Aug 30, 2024 8:00 AM;Aug 30, 2024 9:00 AM;49,347.00;14,787.50;631.25;2,902.00;11,254.25;34,559.50
Aug 30, 2024 9:00 AM;Aug 30, 2024 10:00 AM;54,926.00;22,613.00;639.50;2,180.50;19,793.00;32,313.00
Aug 30, 2024 10:00 AM;Aug 30, 2024 11:00 AM;56,642.00;29,486.75;613.75;1,844.00;27,029.00;27,155.25
Aug 30, 2024 11:00 AM;Aug 30, 2024 12:00 PM;58,961.00;34,502.25;605.25;1,802.00;32,095.00;24,458.75
Aug 30, 2024 12:00 PM;Aug 30, 2024 1:00 PM;59,792.00;37,222.25;623.00;1,871.75;34,727.50;22,569.75
Aug 30, 2024 1:00 PM;Aug 30, 2024 2:00 PM;58,676.00;37,918.25;657.75;2,087.75;35,172.75;20,757.75
Aug 30, 2024 2:00 PM;Aug 30, 2024 3:00 PM;56,480.00;36,619.00;688.50;2,590.50;33,340.00;19,861.00
Aug 30, 2024 3:00 PM;Aug 30, 2024 4:00 PM;54,587.00;33,398.00;704.25;3,190.50;29,503.25;21,189.00
Aug 30, 2024 4:00 PM;Aug 30, 2024 5:00 PM;51,804.00;28,188.50;708.00;4,014.75;23,465.75;23,615.50
Aug 30, 2024 5:00 PM;Aug 30, 2024 6:00 PM;48,731.00;20,876.75;716.50;5,043.25;15,117.00;27,854.25
Aug 30, 2024 6:00 PM;Aug 30, 2024 7:00 PM;46,205.00;13,588.00;694.00;6,215.25;6,678.75;32,617.00
Aug 30, 2024 7:00 PM;Aug 30, 2024 8:00 PM;46,141.00;9,641.00;654.25;7,568.75;1,418.00;36,500.00
Aug 30, 2024 8:00 PM;Aug 30, 2024 9:00 PM;44,449.00;9,477.00;638.00;8,817.25;21.75;34,972.00
