Den;Hodina;Nákup (MWh);Prodej (MWh);"Saldo DT
(MWh)";"Export
(MWh)";"Import
(MWh)";Množství - vč. Exp a Imp (MWh);Marginální cena ČR (EUR/MWh);Marginální cena ČR (Kč/MWh);Kurz Kč/EUR (ČNB);Částka (EUR)
12/25/2022;1;488.1;4730.3;4242.2;4242.2;0;4730.3;120.28;2916.19;24.245;568960.48
12/25/2022;2;489.9;4699.1;4209.2;4209.2;0;4699.1;112.11;2718.11;24.245;526816.1
12/25/2022;3;490.9;4652.5;4161.6;4161.6;0;4652.5;106.65;2585.73;24.245;496189.13
12/25/2022;4;496.1;4520.2;4024.1;4024.1;0;4520.2;90.84;2202.42;24.245;410614.97
12/25/2022;5;835.5;4461.6;3626.1;3626.1;0;4461.6;85.7;2077.8;24.245;382359.12
12/25/2022;6;842.1;4392.4;3550.3;3550.3;0;4392.4;85.65;2076.58;24.245;376209.06
12/25/2022;7;865.8;4387.1;3521.3;3521.3;0;4387.1;85.64;2076.34;24.245;375711.24
12/25/2022;8;576.8;4221.7;3644.9;3644.9;0;4221.7;92.7;2247.51;24.245;391351.59
12/25/2022;9;548;4288.4;3740.4;3740.4;0;4288.4;110.1;2669.38;24.245;472152.84
12/25/2022;10;572.5;3958.2;3385.7;3385.7;0;3958.2;113.28;2746.47;24.245;448384.9
12/25/2022;11;559.2;3997.9;3438.7;3438.7;0;3997.9;120.16;2913.28;24.245;480387.66
12/25/2022;12;598.7;4015.9;3417.2;3417.2;0;4015.9;121.4;2943.34;24.245;487530.26
12/25/2022;13;646;3826.6;3180.6;3180.6;0;3826.6;101.2;2453.59;24.245;387251.92
12/25/2022;14;646.5;3636.3;2989.8;2989.8;0;3636.3;95.6;2317.82;24.245;347630.28
12/25/2022;15;648.8;3603.7;2954.9;2954.9;0;3603.7;92.99;2254.54;24.245;335108.06
12/25/2022;16;654.9;3770.3;3115.4;3115.4;0;3770.3;110.08;2668.89;24.245;415034.62
12/25/2022;17;661.5;3730.3;3068.8;3068.8;0;3730.3;113.18;2744.05;24.245;422195.35
12/25/2022;18;597.5;3999.8;3402.3;3402.3;0;3999.8;131.43;3186.52;24.245;525693.71
12/25/2022;19;615.6;3956.8;3341.2;3341.2;0;3956.8;122.22;2963.22;24.245;483600.1
12/25/2022;20;634.8;3895.3;3260.5;3260.5;0;3895.3;109.33;2650.71;24.245;425873.15
12/25/2022;21;560.3;4036.4;3476.1;3476.1;0;4036.4;118.95;2883.94;24.245;480129.78
12/25/2022;22;544.5;4191.4;3646.9;3646.9;0;4191.4;107.13;2597.37;24.245;449024.68
12/25/2022;23;516;4101;3585;3585;0;4101;102.43;2483.42;24.245;420065.43
12/25/2022;24;633.3;2625.3;1992;2127.6;135.6;2625.3;-15;-363.68;24.245;-39379.5
12/26/2022;1;510.1;4122.6;3612.5;3612.5;0;4122.6;50.3;1219.52;24.245;207366.78
12/26/2022;2;511.4;4120.4;3609;3878.3;269.3;4120.4;36.98;896.58;24.245;152372.39
12/26/2022;3;535.9;4012.3;3476.4;3476.4;0;4012.3;26.31;637.89;24.245;105563.61
12/26/2022;4;668.1;4053.4;3385.3;3385.3;0;4053.4;21.3;516.42;24.245;86337.42
12/26/2022;5;1550.1;4035.8;2485.7;2692.6;206.9;4035.8;17.9;433.99;24.245;72240.82
12/26/2022;6;1682.6;4045;2362.4;2894.1;531.7;4045;16.33;395.92;24.245;66054.85
12/26/2022;7;1669.2;3967.9;2298.7;2701.4;402.7;3967.9;18.11;439.08;24.245;71858.67
12/26/2022;8;1179.7;3776.3;2596.6;2929.5;332.9;3776.3;23.29;564.67;24.245;87950.03
12/26/2022;9;852.1;3642.9;2790.8;3200.6;409.8;3642.9;38.68;937.8;24.245;140907.37
12/26/2022;10;738.8;3294.3;2555.5;3069.4;513.9;3294.3;53.57;1298.81;24.245;176475.65
12/26/2022;11;748.5;3113.4;2364.9;3032.9;668;3113.4;59.3;1437.73;24.245;184624.62
12/26/2022;12;759.9;3198.8;2438.9;3137.6;698.7;3198.8;59;1430.46;24.245;188729.2
12/26/2022;13;749.5;3275.1;2525.6;3062.7;537.1;3275.1;54.9;1331.05;24.245;179802.99
12/26/2022;14;780.7;3244.4;2463.7;2913.5;449.8;3244.4;29.9;724.93;24.245;97007.56
12/26/2022;15;774.6;3333;2558.4;2999.1;440.7;3333;31.66;767.6;24.245;105522.78
12/26/2022;16;779.7;3210.7;2431;3092.9;661.9;3210.7;27.52;667.22;24.245;88358.46
12/26/2022;17;736.3;3164;2427.7;3293.7;866;3164;67.2;1629.26;24.245;212620.8
12/26/2022;18;736.2;3241.1;2504.9;3188.8;683.9;3241.1;72.05;1746.85;24.245;233521.26
12/26/2022;19;715.7;3304.9;2589.2;3061.1;471.9;3304.9;79.65;1931.11;24.245;263235.29
12/26/2022;20;758.2;3396.8;2638.6;3148.1;509.5;3396.8;60.36;1463.43;24.245;205030.85
12/26/2022;21;641.9;3395.8;2753.9;3147.7;393.8;3395.8;69.28;1679.69;24.245;235261.02
12/26/2022;22;649.7;3607.6;2957.9;3173.8;215.9;3607.6;48.79;1182.91;24.245;176014.8
12/26/2022;23;617.5;3654.2;3036.7;3221.3;184.6;3654.2;34.55;837.67;24.245;126252.61
12/26/2022;24;606.7;3918.5;3311.8;3311.8;0;3918.5;15.94;386.47;24.245;62460.89
12/27/2022;1;596.1;3913.8;3317.7;3317.7;0;3913.8;21.26;515.77;24.26;83207.39
12/27/2022;2;680.1;3875.8;3195.7;3195.7;0;3875.8;7.26;176.13;24.26;28138.31
12/27/2022;3;651.2;3418;2766.8;2766.8;0;3418;3.2;77.63;24.26;10937.6
12/27/2022;4;636.3;3555.6;2919.3;2919.3;0;3555.6;3.09;74.96;24.26;10986.8
12/27/2022;5;640.7;3471.9;2831.2;2831.2;0;3471.9;10.3;249.88;24.26;35760.57
12/27/2022;6;565.2;3912;3346.8;3346.8;0;3912;18.39;446.14;24.26;71941.68
12/27/2022;7;617.7;3901.2;3283.5;3283.5;0;3901.2;31.24;757.88;24.26;121873.49
12/27/2022;8;735.8;3835.7;3099.9;3099.9;0;3835.7;85.75;2080.3;24.26;328911.28
12/27/2022;9;703.9;3963;3259.1;3259.1;0;3963;102.22;2479.86;24.26;405097.86
12/27/2022;10;743.6;3845.4;3101.8;3101.8;0;3845.4;103.73;2516.49;24.26;398883.34
12/27/2022;11;771.2;3807.8;3036.6;3036.6;0;3807.8;95.38;2313.92;24.26;363187.96
12/27/2022;12;716.9;4027.9;3311;3311;0;4027.9;110;2668.6;24.26;443069
12/27/2022;13;725.7;3731.8;3006.1;3006.1;0;3731.8;110.87;2689.71;24.26;413744.67
12/27/2022;14;774.6;3604;2829.4;2859.4;30;3604;124.58;3022.31;24.26;448986.32
12/27/2022;15;727.6;3899.6;3172;3172.5;0.5;3899.6;139.08;3374.08;24.26;542356.37
12/27/2022;16;722;3779.9;3057.9;3057.9;0;3779.9;143.32;3476.94;24.26;541735.27
12/27/2022;17;748.9;3684.1;2935.2;2935.2;0;3684.1;147.4;3575.92;24.26;543036.34
12/27/2022;18;739.7;3662.4;2922.7;2922.7;0;3662.4;158.69;3849.82;24.26;581186.26
12/27/2022;19;689.1;3828.4;3139.3;3139.3;0;3828.4;164.69;3995.38;24.26;630499.2
12/27/2022;20;664.5;3683;3018.5;3018.5;0;3683;156.78;3803.48;24.26;577420.74
12/27/2022;21;614;3799.5;3185.5;3185.5;0;3799.5;147.56;3579.81;24.26;560654.22
12/27/2022;22;521.6;3748;3226.4;3226.4;0;3748;128.8;3124.69;24.26;482742.4
12/27/2022;23;541.9;3615.9;3074;3155.6;81.6;3615.9;107.84;2616.2;24.26;389938.66
12/27/2022;24;547.2;3733.2;3186;3309.5;123.5;3733.2;85.19;2066.71;24.26;318031.31
12/28/2022;1;1144.7;3794.5;2649.8;3135.3;485.5;3794.5;40.28;976.79;24.25;152842.46
12/28/2022;2;1609;3730.3;2121.3;2838.7;717.4;3730.3;33.13;803.4;24.25;123584.84
12/28/2022;3;1613.1;3814.8;2201.7;2907.7;706;3814.8;17.33;420.25;24.25;66110.48
12/28/2022;4;1614.8;3913.7;2298.9;2971.8;672.9;3913.7;10.24;248.32;24.25;40076.29
12/28/2022;5;1611.7;3854.1;2242.4;2991;748.6;3854.1;17.24;418.07;24.25;66444.68
12/28/2022;6;1642.8;3632.6;1989.8;2856.9;867.1;3632.6;33.51;812.62;24.25;121728.43
12/28/2022;7;594;3414.6;2820.6;3318.7;498.1;3414.6;53.7;1302.23;24.25;183364.02
12/28/2022;8;749.8;3396.8;2647;3147.3;500.3;3396.8;59.73;1448.45;24.25;202890.86
12/28/2022;9;784;3338.9;2554.9;3210.7;655.8;3338.9;68.77;1667.67;24.25;229616.15
12/28/2022;10;797.7;3176;2378.3;3114.2;735.9;3176;79.67;1932;24.25;253031.92
12/28/2022;11;804.6;3031.1;2226.5;2931.9;705.4;3031.1;82.5;2000.63;24.25;250065.75
12/28/2022;12;812.9;2990;2177.1;3005.4;828.3;2990;77.35;1875.74;24.25;231276.5
12/28/2022;13;820;2844.6;2024.6;2972.3;947.7;2844.6;69.17;1677.37;24.25;196760.98
12/28/2022;14;837.2;2705.1;1867.9;2902.9;1035;2705.1;72.92;1768.31;24.25;197255.89
12/28/2022;15;779.6;2911;2131.4;3142;1010.6;2911;91.2;2211.6;24.25;265483.2
12/28/2022;16;763.7;2776.5;2012.8;2927.8;915;2776.5;90.54;2195.6;24.25;251384.31
12/28/2022;17;770.5;2713.6;1943.1;2885;941.9;2713.6;88.12;2136.91;24.25;239122.43
12/28/2022;18;755.5;2965.9;2210.4;3096.8;886.4;2965.9;100.54;2438.1;24.25;298191.59
12/28/2022;19;699.9;2948.1;2248.2;3008.8;760.6;2948.1;96.19;2332.61;24.25;283577.74
12/28/2022;20;691.5;2915.2;2223.7;2994.4;770.7;2915.2;91.49;2218.63;24.25;266711.65
12/28/2022;21;614.8;2911.8;2297;3099.2;802.2;2911.8;79.21;1920.84;24.25;230643.68
12/28/2022;22;557.2;3037.4;2480.2;3214.3;734.1;3037.4;70.21;1702.59;24.25;213255.85
12/28/2022;23;517.4;3204.6;2687.2;3309.2;622;3204.6;65.02;1576.74;24.25;208363.09
12/28/2022;24;527.7;3504.6;2976.9;3563.1;586.2;3504.6;40.21;975.09;24.25;140919.97
12/29/2022;1;574.4;3557;2982.6;3183.8;201.2;3557;6.1;147.56;24.19;21697.7
12/29/2022;2;882.7;3502.8;2620.1;2873.9;253.8;3502.8;5.55;134.26;24.19;19440.54
12/29/2022;3;1287.3;3574.5;2287.2;2609.6;322.4;3574.5;5.93;143.45;24.19;21196.79
12/29/2022;4;1612.4;3688.6;2076.2;2563;486.8;3688.6;3.51;84.91;24.19;12946.99
12/29/2022;5;1630.3;3646.1;2015.8;2546.9;531.1;3646.1;3.5;84.67;24.19;12761.35
12/29/2022;6;1321.8;3443.9;2122.1;2725.1;603;3443.9;5.08;122.89;24.19;17495.01
12/29/2022;7;971.1;3152.6;2181.5;2706.5;525;3152.6;7.59;183.6;24.19;23928.23
12/29/2022;8;779.6;3006.9;2227.3;2646.8;419.5;3006.9;23.96;579.59;24.19;72045.32
12/29/2022;9;812.7;2823.6;2010.9;2526.9;516;2823.6;37.98;918.74;24.19;107240.33
12/29/2022;10;832.9;2684.3;1851.4;2451.2;599.8;2684.3;38.98;942.93;24.19;104634.01
12/29/2022;11;850.8;2543.9;1693.1;2252.9;559.8;2543.9;40.18;971.95;24.19;102213.9
12/29/2022;12;839.5;2524.8;1685.3;2286.7;601.4;2524.8;45.17;1092.66;24.19;114045.22
12/29/2022;13;838.9;2559.8;1720.9;2403.7;682.8;2559.8;46.07;1114.43;24.19;117929.99
12/29/2022;14;851.4;2479.9;1628.5;2348.1;719.6;2479.9;48.69;1177.81;24.19;120746.33
12/29/2022;15;810.8;2521;1710.2;2321.4;611.2;2521;51.32;1241.43;24.19;129377.72
12/29/2022;16;809;2347.9;1538.9;2052.5;513.6;2347.9;50.63;1224.74;24.19;118874.18
12/29/2022;17;820.1;2216.8;1396.7;1946.4;549.7;2216.8;49.13;1188.46;24.19;108911.38
12/29/2022;18;797.2;2422;1624.8;2146.9;522.1;2422;56.82;1374.48;24.19;137618.04
12/29/2022;19;747.2;2572.5;1825.3;2056.4;231.1;2572.5;68.13;1648.07;24.19;175264.43
12/29/2022;20;740.4;2543.9;1803.5;2201.9;398.4;2543.9;63.21;1529.05;24.19;160799.92
12/29/2022;21;667.1;2658.4;1991.3;2577.7;586.4;2658.4;48.29;1168.14;24.19;128374.14
12/29/2022;22;614.6;2711.9;2097.3;2672.1;574.8;2711.9;46.89;1134.27;24.19;127160.99
12/29/2022;23;578.4;2874.1;2295.7;3112.3;816.6;2874.1;31.34;758.12;24.19;90074.29
12/29/2022;24;560.1;3228.2;2668.1;3321.8;653.7;3228.2;22.95;555.16;24.19;74087.19
12/30/2022;1;536.8;3988.6;3451.8;4080.5;628.7;3988.6;11.18;269.61;24.115;44592.55
12/30/2022;2;537.3;3947.1;3409.8;3770.1;360.3;3947.1;5.09;122.75;24.115;20090.74
12/30/2022;3;532.8;4002.3;3469.5;3694;224.5;4002.3;3.09;74.52;24.115;12367.11
12/30/2022;4;549.9;4097.8;3547.9;4134.4;586.5;4097.8;0.65;15.68;24.115;2663.57
12/30/2022;5;557.9;4048.1;3490.2;4061;570.8;4048.1;0.57;13.75;24.115;2307.42
12/30/2022;6;583.4;3906.1;3322.7;3781.1;458.4;3906.1;4.88;117.68;24.115;19061.77
12/30/2022;7;603.7;3668.4;3064.7;3541.9;477.2;3668.4;11.22;270.57;24.115;41159.45
12/30/2022;8;671.2;3632.4;2961.2;3423.1;461.9;3632.4;25.21;607.94;24.115;91572.8
12/30/2022;9;736.9;3731.3;2994.4;3353.7;359.3;3731.3;44.16;1064.92;24.115;164774.21
12/30/2022;10;752.6;3598.5;2845.9;3330.3;484.4;3598.5;43.86;1057.68;24.115;157830.21
12/30/2022;11;762.7;3468;2705.3;3274.4;569.1;3468;46.54;1122.31;24.115;161400.72
12/30/2022;12;770.2;3653.1;2882.9;3450.8;567.9;3653.1;46.31;1116.77;24.115;169175.06
12/30/2022;13;792.8;3663;2870.2;3447.4;577.2;3663;43.19;1041.53;24.115;158204.97
12/30/2022;14;791.9;3597.9;2806;3402.7;596.7;3597.9;43.51;1049.24;24.115;156544.63
12/30/2022;15;770.3;3488.1;2717.8;3196.6;478.8;3488.1;48.25;1163.55;24.115;168300.83
12/30/2022;16;775;3080.5;2305.5;2827.7;522.2;3080.5;37.83;912.27;24.115;116535.32
12/30/2022;17;784.7;2926.1;2141.4;2684.6;543.2;2926.1;32.25;777.71;24.115;94366.73
12/30/2022;18;779.4;2959.6;2180.2;2743.2;563;2959.6;34.1;822.32;24.115;100922.36
12/30/2022;19;744.6;3164.6;2420;2849.2;429.2;3164.6;36.75;886.23;24.115;116299.05
12/30/2022;20;727.8;3217.3;2489.5;2892.9;403.4;3217.3;32.28;778.43;24.115;103854.44
12/30/2022;21;620.1;3452.5;2832.4;3148.4;316;3452.5;33.71;812.92;24.115;116383.78
12/30/2022;22;606.4;3575.2;2968.8;3404.8;436;3575.2;15.42;371.85;24.115;55129.58
12/30/2022;23;564.5;3571.6;3007.1;3362;354.9;3571.6;2.66;64.15;24.115;9500.46
12/30/2022;24;546;3915.7;3369.7;3707.9;338.2;3915.7;1.76;42.44;24.115;6891.63
12/31/2022;1;581.6;4132.2;3550.6;3888.8;338.2;4132.2;0.29;6.99;24.115;1198.34
12/31/2022;2;678.9;4223;3544.1;3972;427.9;4223;-0.14;-3.38;24.115;-591.22
12/31/2022;3;686.3;4238.2;3551.9;3915.4;363.5;4238.2;0.01;0.24;24.115;42.38
12/31/2022;4;685.3;4196.2;3510.9;3951.3;440.4;4196.2;-0.03;-0.72;24.115;-125.89
12/31/2022;5;1355.9;4220.4;2864.5;3466.7;602.2;4220.4;0;0;24.115;0
12/31/2022;6;1576.9;4281.2;2704.3;3232.9;528.6;4281.2;0.06;1.45;24.115;256.87
12/31/2022;7;1582.9;4212.4;2629.5;3351;721.5;4212.4;0.12;2.89;24.115;505.49
12/31/2022;8;1634;4085.7;2451.7;3315.4;863.7;4085.7;0.17;4.1;24.115;694.57
12/31/2022;9;1642.2;3857.3;2215.1;3129.7;914.6;3857.3;-1.33;-32.07;24.115;-5130.21
12/31/2022;10;661.7;3554.9;2893.2;3106.5;213.3;3554.9;2.68;64.63;24.115;9527.13
12/31/2022;11;669.3;3414.7;2745.4;3100.2;354.8;3414.7;1.55;37.38;24.115;5292.79
12/31/2022;12;683.9;3434.6;2750.7;3290.8;540.1;3434.6;1.23;29.66;24.115;4224.56
12/31/2022;13;688.2;3518.7;2830.5;3218.6;388.1;3518.7;0.3;7.23;24.115;1055.61
12/31/2022;14;688.4;3386.5;2698.1;3193.3;495.2;3386.5;0;0;24.115;0
12/31/2022;15;659.6;3490.1;2830.5;3139.7;309.2;3490.1;2.28;54.98;24.115;7957.43
12/31/2022;16;665.2;3255.9;2590.7;2590.7;0;3255.9;7.35;177.25;24.115;23930.87
12/31/2022;17;783.6;2801.3;2017.7;2401.6;383.9;2801.3;-22.45;-541.38;24.115;-62889.19
12/31/2022;18;779.5;2952.2;2172.7;2611.7;439;2952.2;-17.88;-431.18;24.115;-52785.34
12/31/2022;19;750.6;3129.3;2378.7;2593.8;215.1;3129.3;-16.94;-408.51;24.115;-53010.34
12/31/2022;20;735.6;3498.4;2762.8;2762.8;0;3498.4;-11.67;-281.42;24.115;-40826.33
12/31/2022;21;606.6;3867.1;3260.5;3513.8;253.3;3867.1;0.66;15.92;24.115;2552.29
12/31/2022;22;570.3;3720.7;3150.4;3448.1;297.7;3720.7;2.76;66.56;24.115;10269.13
12/31/2022;23;554.6;3687.9;3133.3;3444.2;310.9;3687.9;1.19;28.7;24.115;4388.6
12/31/2022;24;562.2;3724.3;3162.1;3316.3;154.2;3724.3;0.68;16.4;24.115;2532.52
1/1/2023;1;585.9;3495.1;2909.2;3013.2;104;3495.1;4.84;116.72;24.115;16916.28
1/1/2023;2;917.2;3480.5;2563.3;3272.4;709.1;3480.5;-0.35;-8.44;24.115;-1218.18
1/1/2023;3;905.1;3524.1;2619;3369.8;750.8;3524.1;-0.97;-23.39;24.115;-3418.38
1/1/2023;4;1006.4;3568.2;2561.8;3112.6;550.8;3568.2;-1.93;-46.54;24.115;-6886.63
1/1/2023;5;1001.6;3632.9;2631.3;3421.8;790.5;3632.9;-3.07;-74.03;24.115;-11153
1/1/2023;6;1005.1;3645.4;2640.3;3072.4;432.1;3645.4;-1.86;-44.85;24.115;-6780.44
1/1/2023;7;1003.9;3694.5;2690.6;3336;645.4;3694.5;-3.44;-82.96;24.115;-12709.08
1/1/2023;8;930.6;3652.5;2721.9;3165.2;443.3;3652.5;-0.47;-11.33;24.115;-1716.68
1/1/2023;9;907.1;3593.9;2686.8;3012.2;325.4;3593.9;-0.3;-7.23;24.115;-1078.17
1/1/2023;10;929.3;3344.9;2415.6;2693.7;278.1;3344.9;0.26;6.27;24.115;869.67
1/1/2023;11;969.2;3276.3;2307.1;2631.4;324.3;3276.3;0.69;16.64;24.115;2260.65
1/1/2023;12;1000.3;3267.8;2267.5;2681.5;414;3267.8;1.17;28.22;24.115;3823.33
1/1/2023;13;994.7;3256.5;2261.8;2722.3;460.5;3256.5;1.34;32.31;24.115;4363.71
1/1/2023;14;1004.1;3062.5;2058.4;2628.6;570.2;3062.5;1.53;36.9;24.115;4685.63
1/1/2023;15;1003.9;2938.6;1934.7;2651.5;716.8;2938.6;5.78;139.39;24.115;16985.11
1/1/2023;16;1032.9;2735;1702.1;2616;913.9;2735;23.72;572.01;24.115;64874.2
1/1/2023;17;1130.1;2814.9;1684.8;2676.7;991.9;2814.9;36.54;881.16;24.115;102856.45
1/1/2023;18;1180.2;3010.3;1830.1;2652.6;822.5;3010.3;46.03;1110.01;24.115;138564.11
1/1/2023;19;1175.3;3062.8;1887.5;2472.7;585.2;3062.8;53.99;1301.97;24.115;165360.57
1/1/2023;20;1207.6;3016.1;1808.5;2577.7;769.2;3016.1;54.95;1325.12;24.115;165734.7
1/1/2023;21;1172.9;2915.9;1743;2358.4;615.4;2915.9;49.16;1185.49;24.115;143345.64
1/1/2023;22;1046;3004.5;1958.5;2308.7;350.2;3004.5;44.56;1074.56;24.115;133880.52
1/1/2023;23;1026.9;3087.2;2060.3;2342.4;282.1;3087.2;45.96;1108.33;24.115;141887.71
1/1/2023;24;995.9;3175.8;2179.9;2366.7;186.8;3175.8;35;844.03;24.115;111153
1/2/2023;1;1146.3;3327.5;2181.2;2284.9;103.7;3327.5;63.02;1523.51;24.175;209699.05
1/2/2023;2;1170.4;3273.4;2103;2242.4;139.4;3273.4;56.08;1355.73;24.175;183572.27
1/2/2023;3;1148.7;3265.5;2116.8;2281.4;164.6;3265.5;52.93;1279.58;24.175;172842.92
1/2/2023;4;1148.7;3306.3;2157.6;2314.2;156.6;3306.3;44.39;1073.13;24.175;146766.66
1/2/2023;5;1184.7;3327.9;2143.2;2656.1;512.9;3327.9;50.08;1210.68;24.175;166661.23
1/2/2023;6;1345.4;2964.7;1619.3;2036.2;416.9;2964.7;71.36;1725.13;24.175;211560.99
1/2/2023;7;1592.2;2804.8;1212.6;2224.9;1012.3;2804.8;105.08;2540.31;24.175;294728.38
1/2/2023;8;1971.3;3077.5;1106.2;1687.1;580.9;3077.5;140.64;3399.97;24.175;432819.6
1/2/2023;9;2010.5;3378;1367.5;2158;790.5;3378;146.39;3538.98;24.175;494505.42
1/2/2023;10;2099.2;3754.4;1655.2;2494.9;839.7;3754.4;147.87;3574.76;24.175;555163.13
1/2/2023;11;2053;3913.2;1860.2;2376.6;516.4;3913.2;145.61;3520.12;24.175;569801.05
1/2/2023;12;2022.1;3944.2;1922.1;2603.3;681.2;3944.2;143.35;3465.49;24.175;565401.07
1/2/2023;13;2059;3798.1;1739.1;2516.6;777.5;3798.1;144.38;3490.39;24.175;548369.68
1/2/2023;14;2115.7;3703;1587.3;2667.8;1080.5;3703;143.76;3475.4;24.175;532343.28
1/2/2023;15;2035;3811.7;1776.7;2562.1;785.4;3811.7;148.2;3582.74;24.175;564893.94
1/2/2023;16;2050.3;3743.6;1693.3;2363.9;670.6;3743.6;155.34;3755.35;24.175;581530.82
1/2/2023;17;2115.1;3727.3;1612.2;2381.2;769;3727.3;162.79;3935.45;24.175;606767.17
1/2/2023;18;2073.5;3764.9;1691.4;2601;909.6;3764.9;170.45;4120.63;24.175;641727.21
1/2/2023;19;1986;3979.6;1993.6;2559.5;565.9;3979.6;174.74;4224.34;24.175;695395.3
1/2/2023;20;1931;4024.9;2093.9;2596.5;502.6;4024.9;164.6;3979.21;24.175;662498.54
1/2/2023;21;1803.8;4154.9;2351.1;2382.8;31.7;4154.9;153;3698.78;24.175;635699.7
1/2/2023;22;1567.7;4058.2;2490.5;2723.7;233.2;4058.2;141.67;3424.87;24.175;574925.19
1/2/2023;23;1346;3895.2;2549.2;2899.3;350.1;3895.2;134.91;3261.45;24.175;525501.43
1/2/2023;24;1235.7;4054.3;2818.6;2999.6;181;4054.3;124.22;3003.02;24.175;503625.15
1/3/2023;1;945.7;4132.2;3186.5;3611;424.5;4132.2;130.01;3136.49;24.125;537227.32
1/3/2023;2;958;3987.9;3029.9;3399.5;369.6;3987.9;120;2895;24.125;478548
1/3/2023;3;924.3;2906.3;1982;2618.7;636.7;2906.3;118.76;2865.09;24.125;345152.19
1/3/2023;4;913.4;2951;2037.6;2516.2;478.6;2951;115;2774.38;24.125;339365
1/3/2023;5;930.2;2831.2;1901;2492.6;591.6;2831.2;113.63;2741.32;24.125;321709.26
1/3/2023;6;1178.7;3751.2;2572.5;2834.9;262.4;3751.2;116.27;2805.01;24.125;436152.02
1/3/2023;7;1612.7;3604.7;1992;2896.8;904.8;3604.7;138.92;3351.45;24.125;500764.92
1/3/2023;8;1995.4;3780.3;1784.9;2544.8;759.9;3780.3;159.92;3858.07;24.125;604545.58
1/3/2023;9;2030;3781;1751;2620.1;869.1;3781;169.17;4081.23;24.125;639631.77
1/3/2023;10;2114.6;3859.5;1744.9;2532.8;787.9;3859.5;171.18;4129.72;24.125;660669.21
1/3/2023;11;2021.3;3874.6;1853.3;2579.5;726.2;3874.6;168.57;4066.75;24.125;653141.32
1/3/2023;12;1971.5;3902.8;1931.3;2793.3;862;3902.8;169.49;4088.95;24.125;661485.57
1/3/2023;13;1983.4;3731;1747.6;2806.4;1058.8;3731;164.5;3968.56;24.125;613749.5
1/3/2023;14;2037;3610.6;1573.6;2829.2;1255.6;3610.6;160.91;3881.95;24.125;580981.65
1/3/2023;15;1951.4;3677.7;1726.3;2961.6;1235.3;3677.7;163.06;3933.82;24.125;599685.76
1/3/2023;16;1976.4;3598;1621.6;2754.5;1132.9;3598;166.42;4014.88;24.125;598779.16
1/3/2023;17;2038.3;3555.1;1516.8;2759.7;1242.9;3555.1;169.59;4091.36;24.125;602909.41
1/3/2023;18;2027.7;3651.1;1623.4;2607.7;984.3;3651.1;165.85;4001.13;24.125;605534.94
1/3/2023;19;1929.8;3776.2;1846.4;2762.3;915.9;3776.2;168.23;4058.55;24.125;635270.13
1/3/2023;20;1868.8;3899.3;2030.5;3031.8;1001.3;3899.3;160.99;3883.88;24.125;627748.31
1/3/2023;21;1762.8;3932.7;2169.9;3301.7;1131.8;3932.7;149.62;3609.58;24.125;588410.57
1/3/2023;22;1502.4;3920.9;2418.5;3406.4;987.9;3920.9;135.03;3257.6;24.125;529439.13
1/3/2023;23;1311.2;3867.8;2556.6;3372.8;816.2;3867.8;119.03;2871.6;24.125;460384.23
1/3/2023;24;1102.6;3826.1;2723.5;3575.1;851.6;3826.1;104.95;2531.92;24.125;401549.2
1/4/2023;1;1039.7;3026.7;1987;3153.9;1166.9;3026.7;90.34;2170.42;24.025;273432.08
1/4/2023;2;1419;2784.4;1365.4;2829.8;1464.4;2784.4;80.01;1922.24;24.025;222779.84
1/4/2023;3;1428.8;2516;1087.2;2425;1337.8;2516;77.87;1870.83;24.025;195920.92
1/4/2023;4;1478.2;2471.1;992.9;2357.9;1365;2471.1;62.38;1498.68;24.025;154147.22
1/4/2023;5;1418.3;2454.2;1035.9;2499.1;1463.2;2454.2;80.01;1922.24;24.025;196360.54
1/4/2023;6;1418.3;2889.4;1471.1;2771.4;1300.3;2889.4;88.44;2124.77;24.025;255538.54
1/4/2023;7;1798.1;3154.4;1356.3;2688.1;1331.8;3154.4;107.48;2582.21;24.025;339034.91
1/4/2023;8;2143.1;3530.7;1387.6;2621.6;1234;3530.7;132.33;3179.23;24.025;467217.53
1/4/2023;9;2144.7;3617.2;1472.5;2658.4;1185.9;3617.2;135;3243.38;24.025;488322
1/4/2023;10;2120.5;3523.5;1403;2645.2;1242.2;3523.5;133.09;3197.49;24.025;468942.62
1/4/2023;11;2025;3484.1;1459.1;2658;1198.9;3484.1;125;3003.13;24.025;435512.5
1/4/2023;12;2037.4;3497.8;1460.4;2815;1354.6;3497.8;123.38;2964.21;24.025;431558.56
1/4/2023;13;2085.2;3456.3;1371.1;2584.5;1213.4;3456.3;129.67;3115.32;24.025;448178.42
1/4/2023;14;2172.8;3233.2;1060.4;2367.3;1306.9;3233.2;120.92;2905.1;24.025;390958.54
1/4/2023;15;2056.9;3273.2;1216.3;2388.5;1172.2;3273.2;121.55;2920.24;24.025;397857.46
1/4/2023;16;2059.9;3121.8;1061.9;2285.1;1223.2;3121.8;115.29;2769.84;24.025;359912.32
1/4/2023;17;2100.6;3366.9;1266.3;2232.7;966.4;3366.9;121.43;2917.36;24.025;408842.67
1/4/2023;18;2061.5;3713.3;1651.8;2707.7;1055.9;3713.3;156.88;3769.04;24.025;582542.5
