Den;Hodina;Nákup (MWh);Prodej (MWh);"Saldo DT
(MWh)";"Export
(MWh)";"Import
(MWh)";Množství - vč. Exp a Imp (MWh);Marginální cena ČR (EUR/MWh);Marginální cena ČR (Kč/MWh);Kurz Kč/EUR (ČNB);Částka (EUR)
7/3/2025;14;4341.4;2461.7;-1879.7;635.6;2515.3;4341.4;45.4;1118.88;24.645;197099.56
7/3/2025;15;4002;2382.3;-1619.7;768.5;2388.2;4002;67.55;1664.77;24.645;270335.1
7/3/2025;16;3450.4;2505;-945.4;1128.4;2073.8;3450.4;79.9;1969.14;24.645;275686.96
7/3/2025;17;3240.6;2343.4;-897.2;1163.7;2060.9;3240.6;90.61;2233.08;24.645;293630.77
7/3/2025;18;3242.3;2879.1;-363.2;1558.2;1921.4;3242.3;110;2710.95;24.645;356653
7/3/2025;19;3456.8;3696.2;239.4;1570.6;1331.2;3696.2;117.42;2893.82;24.645;434007.8
7/3/2025;20;3490;4102.3;612.3;1296.8;684.5;4102.3;145.01;3573.77;24.645;594874.52
7/3/2025;21;3392.8;4496.2;1103.4;1356.5;253.1;4496.2;190.85;4703.5;24.645;858099.77
7/3/2025;22;3209.6;4389.4;1179.8;1185.4;5.6;4389.4;166.78;4110.29;24.645;732064.13
7/3/2025;23;2939;4337.1;1398.1;1398.1;0;4337.1;132.8;3272.86;24.645;575966.88
7/3/2025;24;2727.3;3913.3;1186;1498.8;312.8;3913.3;113.97;2808.79;24.645;445998.8
7/4/2025;1;2143;3577;1434;1490.3;56.3;3577;109.25;2693.56;24.655;390787.25
7/4/2025;2;2396.5;4139.5;1743;1910.1;167.1;4139.5;104.54;2577.43;24.655;432743.33
7/4/2025;3;2309.2;4291.2;1982;2173.5;191.5;4291.2;101.31;2497.8;24.655;434741.47
7/4/2025;4;2267.3;4314.2;2046.9;2306.1;259.2;4314.2;98.39;2425.81;24.655;424474.14
7/4/2025;5;2328.6;4359.8;2031.2;2192.5;161.3;4359.8;103.62;2554.75;24.655;451762.48
7/4/2025;6;2523.1;4303.8;1780.7;1893.6;112.9;4303.8;106.63;2628.96;24.655;458914.19
7/4/2025;7;3071;4373.8;1302.8;1396;93.2;4373.8;122.6;3022.7;24.655;536227.88
7/4/2025;8;3375;4278.4;903.4;903.4;0;4278.4;116.65;2876.01;24.655;499075.36
7/4/2025;9;3313;3947.7;634.7;870.5;235.8;3947.7;100;2465.5;24.655;394770
7/4/2025;10;3280.8;2833.7;-447.1;533.9;981;3280.8;91.15;2247.3;24.655;299044.92
7/4/2025;11;3344.9;2212;-1132.9;944.8;2077.7;3344.9;70.01;1726.1;24.655;234176.45
7/4/2025;12;3703.8;2204.5;-1499.3;695.6;2194.9;3703.8;65.86;1623.78;24.655;243932.27
7/4/2025;13;SN;SN;SN;SN;SN;SN;SN;SN;SN;SN
7/4/2025;14;SN;SN;SN;SN;SN;SN;SN;SN;SN;SN
7/4/2025;15;SN;SN;SN;SN;SN;SN;SN;SN;SN;SN
7/4/2025;16;SN;SN;SN;SN;SN;SN;SN;SN;SN;SN
7/4/2025;17;SN;SN;SN;SN;SN;SN;SN;SN;SN;SN
7/4/2025;18;SN;SN;SN;SN;SN;SN;SN;SN;SN;SN
7/4/2025;19;SN;SN;SN;SN;SN;SN;SN;SN;SN;SN
7/4/2025;20;SN;SN;SN;SN;SN;SN;SN;SN;SN;SN
7/4/2025;21;SN;SN;SN;SN;SN;SN;SN;SN;SN;SN
7/4/2025;22;SN;SN;SN;SN;SN;SN;SN;SN;SN;SN
7/4/2025;23;SN;SN;SN;SN;SN;SN;SN;SN;SN;SN
7/4/2025;24;SN;SN;SN;SN;SN;SN;SN;SN;SN;SN
7/5/2025;1;1775.9;3228.3;1452.4;2357.7;905.3;3228.3;109.95;2710.82;24.655;354951.59
7/5/2025;2;1879.2;2398.9;519.7;1861.7;1342;2398.9;102.16;2518.76;24.655;245071.62
7/5/2025;3;1872.4;2141.5;269.1;1793.9;1524.8;2141.5;100.46;2476.84;24.655;215135.09
7/5/2025;4;1862.5;1982.1;119.6;1726.8;1607.2;1982.1;97.16;2395.48;24.655;192580.84
7/5/2025;5;1857.4;1821.1;-36.3;1728.3;1764.6;1857.4;95.93;2365.15;24.655;178180.38
7/5/2025;6;1854;1757.8;-96.2;1655;1751.2;1854;88.11;2172.35;24.655;163355.94
7/5/2025;7;1846.8;1818.8;-28;1732.8;1760.8;1846.8;85.74;2113.92;24.655;158344.63
7/5/2025;8;1972.6;1859.3;-113.3;1737.5;1850.8;1972.6;44.95;1108.24;24.655;88668.37
7/5/2025;9;2135.9;1718.1;-417.8;1203.5;1621.3;2135.9;17.86;440.34;24.655;38147.17
7/5/2025;10;2358.5;1880.4;-478.1;1026.2;1504.3;2358.5;3.34;82.35;24.655;7877.39
7/5/2025;11;2873.8;2058.8;-815;1357.4;2172.4;2873.8;0;0;24.655;0
7/5/2025;12;2919.5;2126.3;-793.2;1276.5;2069.7;2919.5;-0.09;-2.22;24.655;-262.76
7/5/2025;13;2938.4;2244.8;-693.6;1065.5;1759.1;2938.4;-1.32;-32.55;24.655;-3878.69
7/5/2025;14;2891.2;2297.9;-593.3;839.3;1432.6;2891.2;-1.77;-43.64;24.655;-5117.42
7/5/2025;15;2878.3;2267;-611.3;1209.1;1820.4;2878.3;-2.48;-61.14;24.655;-7138.18
7/5/2025;16;2397.8;2191.9;-205.9;1455.8;1661.7;2397.8;2.02;49.8;24.655;4843.56
7/5/2025;17;2240.3;1961.1;-279.2;1410.5;1689.7;2240.3;28.53;703.41;24.655;63915.76
7/5/2025;18;2213.9;1910;-303.9;1582.9;1886.8;2213.9;75.01;1849.37;24.655;166064.64
7/5/2025;19;2255.3;1846.9;-408.4;1074.2;1482.6;2255.3;89.08;2196.27;24.655;200902.12
7/5/2025;20;2389.1;2480.6;91.5;1116.7;1025.2;2480.6;128.53;3168.91;24.655;318831.52
7/5/2025;21;2395.3;2473.6;78.3;983.1;904.8;2473.6;135.31;3336.07;24.655;334702.82
7/5/2025;22;2351.6;2449.3;97.7;986.4;888.7;2449.3;127.43;3141.79;24.655;312114.3
7/5/2025;23;2249.9;2380.2;130.3;1145.8;1015.5;2380.2;114.4;2820.53;24.655;272294.88
7/5/2025;24;2057.9;2385.3;327.4;1820.5;1493.1;2385.3;106.86;2634.63;24.655;254893.16
7/6/2025;1;1829.8;2401.7;571.9;2379.5;1807.6;2401.7;96.9;2389.07;24.655;232724.73
7/6/2025;2;1754.9;2393.4;638.5;2434.8;1796.3;2393.4;91.8;2263.33;24.655;219714.12
7/6/2025;3;1721.6;2425;703.4;2533.2;1829.8;2425;90.47;2230.54;24.655;219389.75
7/6/2025;4;1680.6;1980.5;299.9;2313.8;2013.9;1980.5;106.23;2619.1;24.655;210388.52
7/6/2025;5;1669.4;1776.1;106.7;2200;2093.3;1776.1;110.68;2728.82;24.655;196578.75
7/6/2025;6;1663.5;1798.7;135.2;2125.2;1990;1798.7;86.01;2120.58;24.655;154706.19
7/6/2025;7;1703.2;1873.3;170.1;1994.8;1824.7;1873.3;77.67;1914.95;24.655;145499.21
7/6/2025;8;1854;1911.4;57.4;1577.3;1519.9;1911.4;76.72;1891.53;24.655;146642.61
7/6/2025;9;2053.8;2021.6;-32.2;1148.9;1181.1;2053.8;69.32;1709.09;24.655;142369.42
7/6/2025;10;2330.9;1861;-469.9;986.4;1456.3;2330.9;36.45;898.68;24.655;84961.31
7/6/2025;11;2947.8;1996.3;-951.5;681.2;1632.7;2947.8;19.3;475.84;24.655;56892.54
7/6/2025;12;3002;2057.2;-944.8;744;1688.8;3002;15.7;387.08;24.655;47131.4
7/6/2025;13;3035;2201.6;-833.4;779.4;1612.8;3035;13.66;336.79;24.655;41458.1
7/6/2025;14;3017;2232;-785;853.2;1638.2;3017;7.48;184.42;24.655;22567.16
7/6/2025;15;2988.4;2193;-795.4;963.6;1759;2988.4;12.07;297.59;24.655;36069.99
7/6/2025;16;2438.8;2129.6;-309.2;1253.8;1563;2438.8;51.12;1260.36;24.655;124671.46
7/6/2025;17;2302.1;2307.6;5.5;1900.7;1895.2;2307.6;75.13;1852.33;24.655;173369.99
7/6/2025;18;2273.8;2252.7;-21.1;1853.8;1874.9;2273.8;102.96;2538.48;24.655;234110.45
7/6/2025;19;2491.2;2599.9;108.7;1233.9;1125.2;2599.9;114;2810.67;24.655;296388.6
7/6/2025;20;2577.4;3270.2;692.8;1464.5;771.7;3270.2;134.18;3308.21;24.655;438795.44
7/6/2025;21;2561.4;3427.6;866.2;1347;480.8;3427.6;148.04;3649.93;24.655;507421.9
7/6/2025;22;2540;3450.3;910.3;1597.9;687.6;3450.3;138.91;3424.83;24.655;479281.17
7/6/2025;23;2509.9;3351.9;842;1586.4;744.4;3351.9;124.28;3064.12;24.655;416574.13
7/6/2025;24;2336;3218.1;882.1;1809.1;927;3218.1;109.99;2711.8;24.655;353958.82
7/7/2025;1;1775.7;3148.5;1372.8;1437.2;64.4;3148.5;118.61;2920.77;24.625;373443.59
7/7/2025;2;1741.3;3297.1;1555.8;2058.2;502.4;3297.1;106.45;2621.33;24.625;350976.3
7/7/2025;3;1655.3;3510.8;1855.5;2135.2;279.7;3510.8;101.44;2497.96;24.625;356135.55
7/7/2025;4;1621.9;3676.3;2054.4;2166.5;112.1;3676.3;98.81;2433.2;24.625;363255.2
7/7/2025;5;1704.3;3745.8;2041.5;2363.6;322.1;3745.8;100.99;2486.88;24.625;378288.34
7/7/2025;6;1941.5;3826;1884.5;1887.7;3.2;3826;110.05;2709.98;24.625;421051.3
7/7/2025;7;2513.1;3696.6;1183.5;1183.5;0;3696.6;134.2;3304.68;24.625;496083.72
7/7/2025;8;2822.4;3643.7;821.3;821.3;0;3643.7;143.67;3537.87;24.625;523490.38
7/7/2025;9;2863.7;3403.1;539.4;695.3;155.9;3403.1;149.08;3671.1;24.625;507334.15
7/7/2025;10;2931.2;2764.7;-166.5;298.4;464.9;2931.2;132.38;3259.86;24.625;388032.26
7/7/2025;11;3066.8;2306.5;-760.3;269.4;1029.7;3066.8;110.37;2717.86;24.625;338482.72
7/7/2025;12;3274.4;2053.8;-1220.6;431.5;1652.1;3274.4;109.41;2694.22;24.625;358252.1
7/7/2025;13;3291.5;2067.4;-1224.1;865;2089.1;3291.5;90.85;2237.18;24.625;299032.78
7/7/2025;14;3189.3;2255.1;-934.2;1011.4;1945.6;3189.3;97.69;2405.62;24.625;311562.72
7/7/2025;15;2988;2387.8;-600.2;1332;1932.2;2988;99.79;2457.33;24.625;298172.52
7/7/2025;16;2977.4;2719.4;-258;1579.4;1837.4;2977.4;85.42;2103.47;24.625;254329.51
7/7/2025;17;2875.6;2819.4;-56.2;1745;1801.2;2875.6;114.43;2817.84;24.625;329054.91
7/7/2025;18;2805.2;3149;343.8;1846.8;1503;3149;105.42;2595.97;24.625;331967.58
7/7/2025;19;2982.4;3865.1;882.7;1899.2;1016.5;3865.1;109.84;2704.81;24.625;424542.58
7/7/2025;20;3041.5;4103.5;1062;1599.8;537.8;4103.5;142.85;3517.68;24.625;586184.98
7/7/2025;21;3086.5;4463.4;1376.9;1673.2;296.3;4463.4;151.22;3723.79;24.625;674955.35
7/7/2025;22;2983.1;4217;1233.9;1777.1;543.2;4217;131.88;3247.55;24.625;556137.96
7/7/2025;23;2767.1;4067.5;1300.4;2013.3;712.9;4067.5;110.4;2718.6;24.625;449052
7/7/2025;24;2556.9;3808.6;1251.7;2044;792.3;3808.6;91.46;2252.2;24.625;348334.56
7/8/2025;1;1881.8;3307.2;1425.4;1925.4;500;3307.2;104.19;2568.28;24.65;344577.17
7/8/2025;2;1866.1;2494.6;628.5;1611.8;983.3;2494.6;94.75;2335.59;24.65;236363.35
7/8/2025;3;1760.4;2569.8;809.4;1668.8;859.4;2569.8;89.95;2217.27;24.65;231153.51
7/8/2025;4;1749.7;2604.1;854.4;1679.4;825;2604.1;88.99;2193.6;24.65;231738.86
7/8/2025;5;1811.1;2619.7;808.6;1683.2;874.6;2619.7;89.44;2204.7;24.65;234305.97
7/8/2025;6;1977.9;2569.9;592;1754.8;1162.8;2569.9;93.67;2308.97;24.65;240722.53
7/8/2025;7;2513.3;2357.5;-155.8;787.5;943.3;2513.3;111.41;2746.26;24.65;280006.75
7/8/2025;8;2793.3;2270.6;-522.7;300.7;823.4;2793.3;118.73;2926.7;24.65;331648.51
7/8/2025;9;2948;2186.2;-761.8;144.6;906.4;2948;116.13;2862.61;24.65;342351.24
7/8/2025;10;3254.8;2143.8;-1111;525.8;1636.8;3254.8;91.29;2250.3;24.65;297130.69
7/8/2025;11;3385.6;2261;-1124.6;308.2;1432.8;3385.6;83.34;2054.33;24.65;282155.9
7/8/2025;12;3360.9;2193.4;-1167.5;542.6;1710.1;3360.9;81.26;2003.06;24.65;273106.73
7/8/2025;13;3392.9;2206;-1186.9;706.8;1893.7;3392.9;86.08;2121.87;24.65;292060.83
7/8/2025;14;3377.3;2331.4;-1045.9;928.5;1974.4;3377.3;79.91;1969.78;24.65;269880.04
7/8/2025;15;3322.7;2492.7;-830;1151.3;1981.3;3322.7;76.02;1873.89;24.65;252591.65
7/8/2025;16;3243.8;2571.5;-672.3;957.1;1629.4;3243.8;74.34;1832.48;24.65;241144.09
7/8/2025;17;3077.8;2740.5;-337.3;905.7;1243;3077.8;84.79;2090.07;24.65;260966.66
7/8/2025;18;3144.7;3043.1;-101.6;1155.8;1257.4;3144.7;92.57;2281.85;24.65;291104.88
7/8/2025;19;3201.1;3502.8;301.7;841.6;539.9;3502.8;89;2193.85;24.65;311749.2
7/8/2025;20;3159.6;4068.3;908.7;1013.1;104.4;4068.3;112.47;2772.39;24.65;457561.7
7/8/2025;21;2993.3;4270.5;1277.2;1342;64.8;4270.5;128.72;3172.95;24.65;549698.76
7/8/2025;22;2902;4240.8;1338.8;1463.4;124.6;4240.8;119.55;2946.91;24.65;506987.64
7/8/2025;23;2628.2;3914.5;1286.3;1286.3;0;3914.5;115.9;2856.94;24.65;453690.55
7/8/2025;24;2393.3;3824.6;1431.3;1431.3;0;3824.6;100;2465;24.65;382460
7/9/2025;1;2166.6;2595.2;428.6;579.6;151;2595.2;95.1;2342.31;24.63;246803.52
7/9/2025;2;2286.3;2652.6;366.3;386.9;20.6;2652.6;83.93;2067.2;24.63;222632.72
7/9/2025;3;2208.8;2791.5;582.7;611.5;28.8;2791.5;80.72;1988.13;24.63;225329.88
7/9/2025;4;2225.3;2891.4;666.1;729.9;63.8;2891.4;81.43;2005.62;24.63;235446.7
7/9/2025;5;2281.7;2942.3;660.6;707.3;46.7;2942.3;81.54;2008.33;24.63;239915.14
7/9/2025;6;2431.8;2932.1;500.3;659.9;159.6;2932.1;94.05;2316.45;24.63;275764.01
7/9/2025;7;2936.5;2763.2;-173.3;582.4;755.7;2936.5;113.66;2799.45;24.63;333762.59
7/9/2025;8;3156.2;2640.5;-515.7;966.5;1482.2;3156.2;116.46;2868.41;24.63;367571.05
7/9/2025;9;3250.1;2591.3;-658.8;699.2;1358;3250.1;114.08;2809.79;24.63;370771.41
7/9/2025;10;3326.4;2425.9;-900.5;135.4;1035.9;3326.4;96.59;2379.01;24.63;321296.98
7/9/2025;11;3383.6;2054.7;-1328.9;0;1328.9;3383.6;84.68;2085.67;24.63;286523.25
7/9/2025;12;3426.6;2047.7;-1378.9;0;1378.9;3426.6;77.34;1904.88;24.63;265013.24
7/9/2025;13;4229.6;1911.1;-2318.5;0;2318.5;4229.6;63.67;1568.19;24.63;269298.63
7/9/2025;14;4257.7;2021;-2236.7;0;2236.7;4257.7;46.02;1133.47;24.63;195939.35
7/9/2025;15;4081.2;2193.5;-1887.7;57.7;1945.4;4081.2;36.98;910.82;24.63;150922.78
7/9/2025;16;3858.8;2187.9;-1670.9;197.1;1868;3858.8;49.8;1226.57;24.63;192168.24
7/9/2025;17;3415.8;2419.8;-996;508.8;1504.8;3415.8;76.89;1893.8;24.63;262640.86
7/9/2025;18;3034.9;2619.8;-415.1;1103.2;1518.3;3034.9;81.48;2006.85;24.63;247283.65
7/9/2025;19;3105;2829.4;-275.6;434.5;710.1;3105;101.47;2499.21;24.63;315064.35
7/9/2025;20;3188.8;3497.2;308.4;913;604.6;3497.2;118.11;2909.05;24.63;413054.29
7/9/2025;21;3054.6;3788.6;734;1643.5;909.5;3788.6;138.09;3401.16;24.63;523167.77
7/9/2025;22;2899.4;3848;948.6;1826.9;878.3;3848;137.6;3389.09;24.63;529484.8
7/9/2025;23;2722.4;3504;781.6;1480.4;698.8;3504;117.58;2896;24.63;412000.32
7/9/2025;24;2483.7;3492.5;1008.8;1482.5;473.7;3492.5;104.57;2575.56;24.63;365210.73
7/10/2025;1;2146.7;2591.8;445.1;764.7;319.6;2591.8;100.91;2485.92;24.635;261538.54
7/10/2025;2;2209.1;2730.8;521.7;1115.8;594.1;2730.8;95.73;2358.31;24.635;261419.48
7/10/2025;3;2152.3;2811.1;658.8;1098.7;439.9;2811.1;89.1;2194.98;24.635;250469.01
7/10/2025;4;2130.7;2835.3;704.6;1097.8;393.2;2835.3;86.4;2128.46;24.635;244969.92
7/10/2025;5;2198.1;2849.9;651.8;1086.2;434.4;2849.9;87.77;2162.21;24.635;250135.72
7/10/2025;6;2400.9;2833.8;432.9;1102.4;669.5;2833.8;98.5;2426.55;24.635;279129.3
7/10/2025;7;2912.3;2759.3;-153;763.4;916.4;2912.3;107.29;2643.09;24.635;312460.67
7/10/2025;8;3100.8;2711.8;-389;801.8;1190.8;3100.8;107.57;2649.99;24.635;333553.06
7/10/2025;9;3018.4;2618.2;-400.2;1027.6;1427.8;3018.4;104.93;2584.95;24.635;316720.71
7/10/2025;10;3086.5;2503.4;-583.1;685.3;1268.4;3086.5;88.28;2174.78;24.635;272476.22
7/10/2025;11;3036;2289.1;-746.9;764;1510.9;3036;79.62;1961.44;24.635;241726.32
7/10/2025;12;3668.6;2282.9;-1385.7;333.7;1719.4;3668.6;65.33;1609.41;24.635;239669.64
7/10/2025;13;3928.6;2348.4;-1580.2;25.4;1605.6;3928.6;45.17;1112.76;24.635;177454.86
7/10/2025;14;3925.2;2452.7;-1472.5;172.4;1644.9;3925.2;39.34;969.14;24.635;154417.37
7/10/2025;15;3800.7;2522.5;-1278.2;313;1591.2;3800.7;39.25;966.92;24.635;149177.48
7/10/2025;16;3662.5;2474;-1188.5;559.4;1747.9;3662.5;56.39;1389.17;24.635;206528.38
7/10/2025;17;2876.2;2725.4;-150.8;1126.9;1277.7;2876.2;76.55;1885.81;24.635;220173.11
7/10/2025;18;2808.8;2591.6;-217.2;1303.9;1521.1;2808.8;86.99;2143;24.635;244337.51
7/10/2025;19;2831.4;2725.3;-106.1;1526.9;1633;2831.4;100.03;2464.24;24.635;283224.94
7/10/2025;20;2969.1;3333.2;364.1;912.3;548.2;3333.2;112.59;2773.66;24.635;375284.99
7/10/2025;21;3019.7;3858.6;838.9;1267.6;428.7;3858.6;132.34;3260.2;24.635;510647.12
7/10/2025;22;2920.4;3843.8;923.4;1510.2;586.8;3843.8;132.27;3258.47;24.635;508419.43
7/10/2025;23;2745.8;3654.4;908.6;1060.2;151.6;3654.4;120.31;2963.84;24.635;439660.86
7/10/2025;24;2528.2;3608;1079.8;1283.8;204;3608;107.33;2644.08;24.635;387246.64
7/11/2025;1;2152.9;3102.4;949.5;1338;388.5;3102.4;103.55;2554.06;24.665;321253.52
7/11/2025;2;2102.9;3066.1;963.2;1402.8;439.6;3066.1;98.01;2417.42;24.665;300508.46
7/11/2025;3;2027.1;3039.7;1012.6;1494.7;482.1;3039.7;93.32;2301.74;24.665;283664.8
7/11/2025;4;1992;3078.3;1086.3;1534.6;448.3;3078.3;89.8;2214.92;24.665;276431.34
7/11/2025;5;2064.5;3120;1055.5;1540;484.5;3120;90.67;2236.38;24.665;282890.4
7/11/2025;6;2250.1;3224.1;974;1524.9;550.9;3224.1;95.58;2357.48;24.665;308159.48
7/11/2025;7;2724.3;3174.6;450.3;909.6;459.3;3174.6;104.78;2584.4;24.665;332634.59
7/11/2025;8;2865.8;3136.3;270.5;764.4;493.9;3136.3;102.99;2540.25;24.665;323007.54
7/11/2025;9;2766.9;3066.3;299.4;874.6;575.2;3066.3;101.96;2514.84;24.665;312639.95
7/11/2025;10;2855.7;3119;263.3;831.5;568.2;3119;92.19;2273.87;24.665;287540.61
7/11/2025;11;2964.6;3263.4;298.8;800.2;501.4;3263.4;81.38;2007.24;24.665;265575.49
7/11/2025;12;3713.8;3255.8;-458;180;638;3713.8;71.53;1764.29;24.665;265648.11
7/11/2025;13;3863.2;2735.2;-1128;118.7;1246.7;3863.2;61.66;1520.84;24.665;238204.91
7/11/2025;14;3863.1;2780;-1083.1;413.6;1496.7;3863.1;41.05;1012.5;24.665;158580.26
7/11/2025;15;3804.3;2716.9;-1087.4;831.1;1918.5;3804.3;32.04;790.27;24.665;121889.77
7/11/2025;16;3644.6;2497.5;-1147.1;967.9;2115;3644.6;50;1233.25;24.665;182230
7/11/2025;17;2973.9;2788.3;-185.6;1424.4;1610;2973.9;70.94;1749.74;24.665;210968.47
7/11/2025;18;2744.6;3100.9;356.3;1340.4;984.1;3100.9;95;2343.18;24.665;294585.5
7/11/2025;19;2861.8;3849.5;987.7;1634.4;646.7;3849.5;105.88;2611.53;24.665;407585.06
7/11/2025;20;2899.8;3956.1;1056.3;1566.9;510.6;3956.1;112.89;2784.43;24.665;446604.13
7/11/2025;21;2881.5;4291.5;1410;1867.3;457.3;4291.5;120.83;2980.27;24.665;518541.95
7/11/2025;22;2697;4349.6;1652.6;1875.2;222.6;4349.6;117.01;2886.05;24.665;508946.7
7/11/2025;23;2524.4;4104.6;1580.2;2048.1;467.9;4104.6;109.68;2705.26;24.665;450192.53
7/11/2025;24;2278.1;4125.4;1847.3;2403.8;556.5;4125.4;103.13;2543.7;24.665;425452.4
7/12/2025;1;1831;3142.9;1311.9;1988;676.1;3142.9;112;2762.48;24.665;352004.8
7/12/2025;2;1851.9;3125.3;1273.4;1996.6;723.2;3125.3;104.43;2575.77;24.665;326375.08
7/12/2025;3;1815;3131.2;1316.2;1955.4;639.2;3131.2;103.56;2554.31;24.665;324267.07
7/12/2025;4;1866.2;3095.3;1229.1;1836.5;607.4;3095.3;97.52;2405.33;24.665;301853.66
7/12/2025;5;1893.1;3034.4;1141.3;1740.4;599.1;3034.4;93.47;2305.44;24.665;283625.37
7/12/2025;6;1880.6;3131.3;1250.7;1804.1;553.4;3131.3;89.89;2217.14;24.665;281472.56
7/12/2025;7;1967.5;3122.1;1154.6;1485.7;331.1;3122.1;85.09;2098.75;24.665;265659.49
7/12/2025;8;2115;2557.3;442.3;741.2;298.9;2557.3;87.79;2165.34;24.665;224505.37
7/12/2025;9;2315.6;2313.1;-2.5;564.7;567.2;2315.6;82.96;2046.21;24.665;192102.18
7/12/2025;10;2626.5;1786.6;-839.9;260.6;1100.5;2626.5;60.06;1481.38;24.665;157747.59
7/12/2025;11;2915.3;1685;-1230.3;5.5;1235.8;2915.3;18.19;448.66;24.665;53029.31
7/12/2025;12;3413.4;1552.1;-1861.3;0;1861.3;3413.4;3;74;24.665;10240.2
7/12/2025;13;3406.6;1618.3;-1788.3;0;1788.3;3406.6;0.22;5.43;24.665;749.45
7/12/2025;14;3369.6;1678;-1691.6;165.9;1857.5;3369.6;0;0;24.665;0
7/12/2025;15;3298.2;1793.4;-1504.8;259.4;1764.2;3298.2;0;0;24.665;0
7/12/2025;16;3280.6;1846.2;-1434.4;288.2;1722.6;3280.6;0.22;5.43;24.665;721.73
7/12/2025;17;2578.1;1839.5;-738.6;936;1674.6;2578.1;23.08;569.27;24.665;59502.55
7/12/2025;18;2372.4;2359.2;-13.2;1257.6;1270.8;2372.4;71.54;1764.53;24.665;169721.5
7/12/2025;19;2353.7;3105.2;751.5;1857.2;1105.7;3105.2;106.94;2637.68;24.665;332070.09
7/12/2025;20;2413.9;3196.9;783;1821.6;1038.6;3196.9;110.28;2720.06;24.665;352554.13
7/12/2025;21;2364.8;3623;1258.2;1601.5;343.3;3623;119.41;2945.25;24.665;432622.43
7/12/2025;22;2302.3;3667.2;1364.9;1577.2;212.3;3667.2;123.65;3049.83;24.665;453449.28
7/12/2025;23;2193.4;3287.8;1094.4;1096.6;2.2;3287.8;125;3083.13;24.665;410975
7/12/2025;24;2028.2;3343.9;1315.7;1763.3;447.6;3343.9;115.42;2846.83;24.665;385952.94
7/13/2025;1;1733.9;3648.7;1914.8;1914.8;0;3648.7;115.05;2837.71;24.665;419782.94
7/13/2025;2;1631.4;3392.5;1761.1;1838.2;77.1;3392.5;108.56;2677.63;24.665;368289.8
7/13/2025;3;1593.9;3451;1857.1;1924.1;67;3451;107.78;2658.39;24.665;371948.78
7/13/2025;4;1595;3469.2;1874.2;1971.3;97.1;3469.2;106.85;2635.46;24.665;370684.02
7/13/2025;5;1617;3486.9;1869.9;1957.5;87.6;3486.9;104.04;2566.15;24.665;362777.08
7/13/2025;6;1603.9;3576.3;1972.4;1985.9;13.5;3576.3;100.25;2472.67;24.665;358524.08
7/13/2025;7;1662.9;2796.8;1133.9;1641.3;507.4;2796.8;95.11;2345.89;24.665;266003.65
7/13/2025;8;1737.8;2731.7;993.9;1465.5;471.6;2731.7;91.59;2259.07;24.665;250196.4
7/13/2025;9;1967.6;2731.3;763.7;1566.1;802.4;2731.3;79.26;1954.95;24.665;216482.84
7/13/2025;10;2437.1;2259.7;-177.4;1372.5;1549.9;2437.1;36.95;911.37;24.665;90050.85
7/13/2025;11;2601.6;2287.3;-314.3;1059;1373.3;2601.6;4.28;105.57;24.665;11134.85
7/13/2025;12;2854.8;2282.8;-572;779.1;1351.1;2854.8;0.05;1.23;24.665;142.74
7/13/2025;13;3087.1;2508.4;-578.7;106.1;684.8;3087.1;0;0;24.665;0
7/13/2025;14;3048;2628.6;-419.4;122;541.4;3048;0;0;24.665;0
7/13/2025;15;3009.6;2680.3;-329.3;553.4;882.7;3009.6;0;0;24.665;0
7/13/2025;16;3005.6;2640.6;-365;931.2;1296.2;3005.6;0;0;24.665;0
7/13/2025;17;2599.6;2460.1;-139.5;938.4;1077.9;2599.6;2.32;57.22;24.665;6031.07
7/13/2025;18;2500.3;2782.3;282;1831;1549;2782.3;71.81;1771.19;24.665;199796.96
7/13/2025;19;2469.5;3039.5;570;2070.8;1500.8;3039.5;102.22;2521.26;24.665;310697.69
7/13/2025;20;2599.1;3841;1241.9;2122.9;881;3841;115.58;2850.78;24.665;443942.78
7/13/2025;21;2598.3;4082.2;1483.9;2018.7;534.8;4082.2;122.12;3012.09;24.665;498518.26
7/13/2025;22;2591.6;4133.5;1541.9;1955.5;413.6;4133.5;128.07;3158.85;24.665;529377.35
7/13/2025;23;2558.1;4117.3;1559.2;1812.1;252.9;4117.3;126.94;3130.98;24.665;522650.06
7/13/2025;24;2396.4;4087.2;1690.8;1972.7;281.9;4087.2;115.63;2852.01;24.665;472602.94
7/14/2025;1;1619.2;3832.7;2213.5;2528.5;315;3832.7;113.78;2804.68;24.65;436084.61
7/14/2025;2;1580.9;3881.1;2300.2;2505.4;205.2;3881.1;103.11;2541.66;24.65;400180.22
7/14/2025;3;1499.3;4000.3;2501;2639.6;138.6;4000.3;97.31;2398.69;24.65;389269.19
7/14/2025;4;1498.6;4049.7;2551.1;2763;211.9;4049.7;93.57;2306.5;24.65;378930.43
7/14/2025;5;1565.4;4051.7;2486.3;2864.4;378.1;4051.7;97.3;2398.45;24.65;394230.41
7/14/2025;6;1752.4;4041.4;2289;2539.5;250.5;4041.4;108.18;2666.64;24.65;437198.65
7/14/2025;7;2236.4;3966.3;1729.9;1970.7;240.8;3966.3;117.87;2905.5;24.65;467507.78
7/14/2025;8;2414.6;3147.1;732.5;1120.9;388.4;3147.1;119.7;2950.61;24.65;376707.87
