date;solar_baseload_last_week;solar_peakload_last_week;solar_offpeak_last_week;wind_baseload_last_week;wind_peakload_last_week;wind_offpeak_last_week
2025-03-20;52395.12;101900.42;2889.83;5021.16;2817.17;7225.15
2025-03-21;49457.08;95814.25;3099.92;17439.56;18506.5;16372.62
2025-03-22;43583.83;84765.08;2402.58;28670.01;23105.77;34234.25
2025-03-23;30761.67;59987.17;1536.17;16174.1;12478.02;19870.19
2025-03-24;29858.29;58441.67;1274.92;2560.1;2127.25;2992.96
2025-03-25;33149.42;64687.33;1611.5;10505.33;11240.98;9769.69
2025-03-26;18600.33;36092.58;1108.08;11367.09;10444.88;12289.31
2025-03-27;42451.96;82767.42;2136.5;8501.94;7601.06;9402.81
2025-03-28;55857.08;107798.92;3915.25;9407.9;6817.88;11997.92
2025-03-29;33550.04;65437.0;1663.08;11768.52;12372.27;11164.77
2025-03-30;27101.0;51342.67;655.55;31482.62;32681.29;30174.98
2025-03-31;26215.67;52160.5;270.83;17835.46;14672.79;20998.12
2025-04-01;45245.67;89886.92;604.42;12991.53;12792.08;13190.98
2025-04-02;54149.25;107501.75;796.75;21620.36;17995.25;25245.48
2025-04-03;61815.79;122565.17;1066.42;13223.84;7267.25;19180.44
2025-04-04;62157.88;123162.08;1153.67;6093.36;3794.44;8392.29
2025-04-05;54697.17;108308.0;1086.33;15885.71;13333.17;18438.25
2025-04-06;59539.17;117738.92;1339.42;11488.1;6579.5;16396.71
2025-04-07;59702.33;118133.5;1271.17;7544.98;6316.54;8773.42
2025-04-08;58433.46;115579.17;1287.75;2706.36;1417.0;3995.73
2025-04-09;48812.67;96535.42;1089.92;9630.36;9782.94;9477.79
2025-04-10;49244.25;97610.58;877.92;11876.47;8343.04;15409.9
2025-04-11;54038.96;106779.17;1298.75;18999.91;17463.19;20536.62
2025-04-12;61486.5;121444.75;1528.25;7589.59;4500.67;10678.52
2025-04-13;33672.83;66083.42;1262.25;21979.34;22961.06;20997.62
2025-04-14;50902.58;100630.0;1175.17;6766.3;3683.71;9848.9
2025-04-15;43558.5;85479.08;1637.92;21323.9;20459.25;22188.54
2025-04-16;45323.21;88816.58;1829.83;9375.09;6680.0;12070.19
2025-04-17;27200.0;53410.58;989.42;16001.08;14956.81;17045.35
2025-04-18;15249.96;30002.83;497.08;10005.45;8849.12;11161.77
2025-04-19;46010.38;90680.58;1340.17;4633.41;3946.12;5320.69
2025-04-20;52770.5;103256.33;2284.67;5139.31;4831.21;5447.42
2025-04-21;40149.88;78918.83;1380.92;2980.99;2570.19;3391.79
2025-04-22;42676.21;83493.0;1859.42;3200.1;2763.65;3636.56
2025-04-23;45084.67;87925.83;2243.5;4482.82;3849.54;5116.1
2025-04-24;27591.46;53899.08;1283.83;9570.35;8019.58;11121.12
2025-04-25;33964.67;66843.42;1085.92;5659.01;4135.75;7182.27
2025-04-26;58324.08;114109.17;2539.0;10044.88;7385.69;12704.06
2025-04-27;64088.0;124729.25;3446.75;8968.05;2643.58;15292.52
2025-04-28;69183.42;134873.58;3493.25;2667.53;1730.6;3604.46
2025-04-29;67447.04;131472.08;3422.0;4509.2;3000.42;6017.98
2025-04-30;67669.75;131837.17;3502.33;2929.44;1708.9;4149.98
2025-05-01;66245.54;128736.58;3754.5;3108.81;1350.75;4866.88
2025-05-02;59622.5;115654.17;3590.83;10481.88;9489.9;11473.85
2025-05-03;40783.62;78626.25;2941.0;11438.98;10304.44;12573.52
2025-05-04;35767.88;69116.67;2419.08;18774.92;16466.1;21083.73
2025-05-05;43572.88;84401.92;2743.83;12585.82;11366.06;13805.58
2025-05-06;57894.5;112125.42;3663.58;11996.57;12033.96;11959.19
2025-05-07;54522.62;105260.08;3785.17;8149.57;6848.75;9450.4
2025-05-08;51887.21;100492.75;3281.67;7979.48;6904.79;9054.17
2025-05-09;69675.29;134703.58;4647.0;6093.41;5635.79;6551.02
2025-05-10;67063.88;129485.17;4642.58;5026.64;2500.04;7553.23
2025-05-11;68175.71;131466.42;4885.0;10366.25;5261.96;15470.54
2025-05-12;73342.42;141665.92;5018.92;15664.82;11040.9;20288.75
2025-05-13;73546.62;141983.5;5109.75;7628.42;4091.5;11165.33
2025-05-14;69250.67;133481.58;5019.75;11887.96;12062.29;11713.62
2025-05-15;61549.58;118487.0;4612.17;16751.93;16990.83;16513.02
2025-05-16;57204.25;109757.25;4651.25;13713.14;14300.56;13125.71
2025-05-17;49909.46;95319.75;4499.17;13696.12;14474.08;12918.17
2025-05-18;49566.42;95237.25;3895.58;10490.31;11455.62;9525.0
2025-05-19;59248.29;113979.0;4517.58;5508.15;4557.42;6458.88
2025-05-20;65219.21;124981.67;5456.75;6163.78;5583.12;6744.44
2025-05-21;54658.04;104822.33;4493.75;19301.98;20256.17;18347.79
2025-05-22;43946.29;84422.17;3470.42;24179.23;26150.71;22207.75
2025-05-23;55671.0;105992.42;5349.58;17688.18;18160.4;17215.96
2025-05-24;55733.42;105675.58;5791.25;16285.99;13973.1;18598.88
2025-05-25;27435.92;52749.67;2122.17;23269.76;23431.12;23108.4
2025-05-26;54626.96;104854.25;4399.67;15703.44;16499.17;14907.71
2025-05-27;42411.75;80275.83;4547.67;22995.81;25051.71;20939.92
2025-05-28;31353.83;60631.17;2076.5;23889.14;23299.96;24478.31
2025-05-29;49870.83;94836.42;4905.25;13364.3;11655.0;15073.6
2025-05-30;60318.92;116163.25;4474.58;19008.6;17949.52;20067.69
2025-05-31;62602.38;119115.0;6089.75;3297.49;2132.23;4462.75
2025-06-01;47394.33;90766.0;4022.67;12782.85;12512.38;13053.33
2025-06-02;45415.58;86132.33;4698.83;9377.98;9848.52;8907.44
2025-06-03;61140.88;116960.67;5321.08;10493.81;12782.12;8205.5
2025-06-04;41961.79;79152.25;4771.33;15982.82;15819.71;16145.94
2025-06-05;42344.12;80348.42;4339.83;16847.16;19962.12;13732.19
2025-06-06;46263.29;89183.17;3343.42;29244.03;30692.06;27796.0
2025-06-07;37689.96;71259.92;4120.0;14424.71;15642.52;13206.9
2025-06-08;40582.54;77666.08;3499.0;23589.38;23198.44;23980.31
2025-06-09;60357.33;114748.83;5965.83;13856.9;9865.17;17848.62
2025-06-10;44731.29;84313.92;5148.67;24474.93;27863.12;21086.73
2025-06-11;69265.25;132568.33;5962.17;12204.73;7865.02;16544.44
2025-06-12;76447.75;145551.92;7343.58;13274.61;10102.08;16447.15
2025-06-13;76911.25;146642.67;7179.83;18967.1;12537.83;25396.38
2025-06-14;70233.62;133302.83;7164.42;14879.39;9773.96;19984.81
2025-06-15;45346.08;85011.17;5681.0;9804.99;8402.85;11207.12
2025-06-16;56153.5;107338.58;4968.42;12240.1;11801.1;12679.1
2025-06-17;73360.58;139579.67;7141.5;5158.2;5246.23;5070.17
2025-06-18;70700.88;134388.33;7013.42;6964.2;7394.94;6533.46
2025-06-19;70836.42;134670.0;7002.83;12031.43;11683.17;12379.69
2025-06-20;80096.88;152822.17;7371.58;4623.32;1936.0;7310.65
2025-06-21;74220.38;140972.58;7468.17;3251.3;1697.25;4805.35
2025-06-22;67683.67;128169.58;7197.75;9595.54;6769.48;12421.6
2025-06-23;50501.21;95656.5;5345.92;28034.7;31812.19;24257.21
2025-06-24;56552.88;107080.17;6025.58;27874.92;28263.65;27486.19
2025-06-25;64910.0;123947.75;5872.25;17336.49;16477.08;18195.9
2025-06-26;49589.12;93886.92;5291.33;15804.43;17218.62;14390.23
2025-06-27;40705.42;76553.08;4857.75;20296.1;19387.6;21204.6
2025-06-28;63166.58;120101.25;6231.92;17204.03;16392.73;18015.33
2025-06-29;66147.33;126033.92;6260.75;13577.32;12013.67;15140.98
2025-06-30;76078.21;145369.17;6787.25;5559.78;2229.31;8890.25
2025-07-01;72917.31;139248.82;6585.79;5936.5;1333.91;10539.09
2025-07-02;68941.03;131726.23;6155.83;9506.95;4737.67;14276.22
2025-07-03;53934.79;103446.7;4422.88;16045.69;15241.64;16849.73
2025-07-04;68834.98;132008.16;5661.8;7672.87;8417.71;6928.03
2025-07-05;60104.61;113988.71;6220.51;16734.1;17906.81;15561.39
2025-07-06;40719.88;77079.35;4360.4;12861.68;13546.12;12177.23
2025-07-07;40690.49;78404.55;2976.43;11523.68;12508.57;10538.78
2025-07-08;45714.16;87441.18;3987.14;16131.7;16219.48;16043.91
2025-07-09;46880.32;89425.14;4335.51;11657.13;12441.41;10872.84
2025-07-10;59858.07;114530.78;5185.36;5447.34;5776.62;5118.05
2025-07-11;54063.64;103515.13;4612.15;10303.33;11862.82;8743.84
2025-07-12;41830.89;80015.24;3646.55;10411.83;11536.68;9286.97
2025-07-13;53563.66;103231.97;3895.36;4578.48;4375.53;4781.43
2025-07-14;47398.31;89942.5;4854.11;5166.3;6512.62;3819.98
2025-07-15;45666.01;87367.83;3964.2;10212.71;12459.95;7965.48
2025-07-16;43379.28;82943.67;3814.9;10032.98;10025.42;10040.54
2025-07-17;43165.48;82777.48;3553.48;13683.22;15988.45;11377.98
2025-07-18;55415.34;107054.9;3775.78;1628.6;804.79;2452.41
2025-07-19;66208.82;127377.98;5039.67;5989.94;5389.35;6590.53
2025-07-20;58030.2;111462.99;4597.4;8312.7;4633.56;11991.85
2025-07-21;27413.43;52801.54;2025.32;8346.66;7309.97;9383.35
2025-07-22;43007.05;83045.71;2968.39;16042.39;16849.99;15234.79
2025-07-23;48045.28;92971.79;3118.77;22301.73;23356.12;21247.34
2025-07-24;40351.77;77997.44;2706.1;4007.06;3243.46;4770.66
2025-07-25;42938.0;83061.11;2814.88;5369.44;6159.48;4579.39
2025-07-26;41079.77;79505.34;2654.2;2832.76;2558.53;3106.99
2025-07-27;40652.75;78982.65;2322.84;4648.05;4985.12;4310.97
2025-07-28;39037.91;75899.11;2176.7;13425.6;14945.21;11906.0
2025-07-29;49950.38;96965.3;2935.47;16883.4;16747.8;17019.0
2025-07-30;41842.45;80916.4;2768.5;17604.81;18729.03;16480.59
2025-07-31;38133.02;73834.12;2431.91;17814.78;18796.54;16833.02
2025-08-01;44033.54;85790.39;2276.7;8922.52;9549.3;8295.75
2025-08-02;42201.4;82046.88;2355.92;11937.13;12574.35;11299.92
2025-08-03;35770.03;69592.12;1947.95;16650.91;15464.8;17837.02
2025-08-04;40175.53;78775.22;1575.83;18883.72;15213.53;22553.91
2025-08-05;41883.76;81576.42;2191.11;24579.31;22574.78;26583.85
2025-08-06;59677.1;115659.45;3694.75;15415.69;13096.6;17734.79
2025-08-07;63753.41;124394.66;3112.16;6778.15;7370.68;6185.61
2025-08-08;58254.42;113543.67;2965.18;7987.2;8803.01;7171.39
2025-08-09;61248.54;119349.02;3148.06;5300.74;4904.7;5696.77
2025-08-10;63607.26;123987.17;3227.36;9392.68;7093.11;11692.26
2025-08-11;70745.24;138257.79;3232.69;3317.61;1748.9;4886.32
2025-08-12;62658.41;122283.95;3032.87;6661.68;4464.15;8859.21
2025-08-13;64124.38;125498.55;2750.22;6277.05;2798.39;9755.72
2025-08-14;60455.01;118201.14;2708.88;4102.38;2848.69;5356.08
2025-08-15;60359.42;118282.75;2436.09;8612.82;8485.44;8740.2
2025-08-16;44660.98;87810.3;1511.66;15340.61;15763.71;14917.51
2025-08-17;53021.73;104069.97;1973.5;6917.19;4233.66;9600.72
2025-08-18;68781.88;134936.58;2627.19;2488.7;1716.82;3260.58
2025-08-19;67386.21;132226.78;2545.65;4696.71;4135.26;5258.16
2025-08-20;50827.34;99590.02;2064.67;7703.06;6964.38;8441.75
2025-08-21;47592.45;93449.41;1735.48;12063.52;12947.3;11179.74
2025-08-22;42237.94;82867.65;1608.24;16617.22;18116.84;15117.59
2025-08-23;40742.26;80155.49;1329.04;15801.22;17457.89;14144.54
2025-08-24;49375.65;96771.18;1980.12;8523.45;8796.47;8250.42
2025-08-25;56545.78;111146.9;1944.67;5997.49;6069.7;5925.28
2025-08-26;60326.0;118679.64;1972.37;4746.41;3311.83;6181.0
2025-08-27;47163.8;93209.95;1117.65;9460.94;7814.95;11106.92
2025-08-28;23787.32;46671.84;902.79;4929.69;4602.6;5256.79
2025-08-29;43998.52;87232.52;764.52;8266.02;7506.72;9025.32
2025-08-30;45461.76;89998.49;925.03;9927.21;9657.89;10196.53
2025-08-31;51294.05;100915.75;1672.34;10968.98;8112.84;13825.12
2025-09-01;34319.68;67236.18;1403.19;9554.87;7005.07;12104.67
2025-09-02;37668.09;74701.78;634.41;7931.58;7911.58;7951.58
2025-09-03;45531.14;89734.83;1327.46;24179.06;24488.78;23869.34
2025-09-04;45506.92;89760.8;1253.04;16450.04;11973.12;20926.96
2025-09-05;34399.34;68123.09;675.6;9539.26;9892.67;9185.85
2025-09-06;58511.63;115862.3;1160.97;3497.6;1630.2;5365.01
2025-09-07;54090.77;106893.53;1288.02;15801.17;11959.89;19642.45
2025-09-08;40146.96;79047.9;1246.02;9602.24;5142.35;14062.13
2025-09-09;27259.04;53640.71;877.36;4338.11;4704.17;3972.04
2025-09-10;27172.5;53734.12;610.87;4018.91;2607.49;5430.33
2025-09-11;36295.16;71870.27;720.05;23243.2;25124.63;21361.76
2025-09-12;39377.45;77908.02;846.89;24479.04;23750.21;25207.86
2025-09-13;40869.55;81099.08;640.01;19735.05;18214.77;21255.33
2025-09-14;39653.33;78993.52;313.14;12464.36;9846.07;15082.64
2025-09-15;37675.21;74922.15;428.27;36892.94;35898.38;37887.5
2025-09-16;32139.16;63730.97;547.34;39373.76;38151.14;40596.38
2025-09-17;33515.58;66377.73;653.43;27123.88;24558.98;29688.78
2025-09-18;41229.7;81991.31;468.1;27350.76;25403.89;29297.63
2025-09-19;52077.26;103482.41;672.12;14985.11;10210.7;19759.52
2025-09-20;48443.56;96181.83;705.28;19099.39;14777.51;23421.26
2025-09-21;28254.3;55983.96;524.64;23641.54;24496.8;22786.27
2025-09-22;20452.89;40661.64;244.13;17247.36;18036.0;16458.72
2025-09-23;32438.12;64463.19;413.05;12095.99;10067.03;14124.94
2025-09-24;26735.14;53138.69;331.59;27375.86;27349.87;27401.86
2025-09-25;18873.99;37508.64;239.34;30217.05;28719.17;31714.92
2025-09-26;20842.43;41501.89;182.97;21232.54;20671.86;21793.23
2025-09-27;24780.58;49339.97;221.19;10132.95;8038.11;12227.78
2025-09-28;36335.49;72421.48;249.51;4710.8;3027.61;6393.99
2025-09-29;35214.35;70140.69;288.0;4830.15;3798.31;5862.0
2025-09-30;28632.32;57050.06;214.57;6111.63;4771.02;7452.25
2025-10-01;37985.19;75687.2;283.19;6989.19;5018.96;8959.43
2025-10-02;45072.02;89853.72;290.32;9206.84;6450.14;11963.53
2025-10-03;38532.82;76725.5;340.14;21402.5;19215.9;23589.09
2025-10-04;14308.75;28472.36;145.13;39359.68;40151.35;38568.0
2025-10-05;19660.8;39179.81;141.79;38833.75;38188.71;39478.8
2025-10-06;11666.75;23208.32;125.18;28129.48;25807.93;30451.04
2025-10-07;12849.53;25596.76;102.29;6718.56;6364.44;7072.69
2025-10-08;19190.77;38282.37;99.17;5707.55;4756.03;6659.06
2025-10-09;17940.62;35804.87;76.37;11529.63;12106.61;10952.66
2025-10-10;14159.62;28240.0;79.25;20419.88;19178.6;21661.17
2025-10-11;16905.86;33743.53;68.18;14790.53;14356.81;15224.25
2025-10-12;15325.66;30586.85;64.48;11314.94;12791.83;9838.04
2025-10-13;20461.03;40831.33;90.73;2647.57;1867.56;3427.57
2025-10-14;21848.35;43619.98;76.71;6445.59;6565.86;6325.33
2025-10-15;17356.14;34636.15;76.12;5085.84;5282.41;4889.27
2025-10-16;16581.85;33095.8;67.9;12923.75;12576.96;13270.54
2025-10-17;15671.03;31281.41;60.65;13541.43;13379.64;13703.21
2025-10-18;34506.36;68931.2;81.52;8078.38;4351.65;11805.12
2025-10-19;27380.82;54685.44;76.19;21483.56;20138.74;22828.38
2025-10-20;16518.58;32954.19;82.97;29203.52;26906.09;31500.95
2025-10-21;19684.84;39302.11;67.58;33673.01;33548.92;33797.1
2025-10-22;13588.84;27101.42;76.26;14084.99;10962.1;17207.88
2025-10-23;10340.98;20617.34;64.61;35265.65;39760.85;30770.45
2025-10-24;16927.9;33776.25;79.55;45801.46;47333.57;44269.36
2025-10-25;12118.96;24160.58;77.35;42617.14;44372.71;40861.57
2025-10-26;14424.69;29530.0;481.33;44549.34;46171.88;43051.61
2025-10-27;11361.7;22550.83;172.57;40673.88;39130.6;42217.17
2025-10-28;10625.95;20894.83;357.06;42169.74;43122.92;41216.56
2025-10-29;22194.36;43750.26;638.46;28543.46;24981.59;32105.33
2025-10-30;22962.61;45717.83;207.39;32657.77;35022.13;30293.41
2025-10-31;21448.19;42249.0;647.37;18076.71;16576.78;19576.65
2025-11-01;13752.96;26984.99;520.92;27588.99;29900.43;25277.55
2025-11-02;8749.29;17402.14;96.44;16463.2;13553.08;19373.33
2025-11-03;19179.68;38091.39;267.96;26744.64;28242.66;25246.62
2025-11-04;23496.87;46569.67;424.07;24635.27;22005.91;27264.64
2025-11-05;26682.1;52963.42;400.79;20114.68;15482.14;24747.22
2025-11-06;23049.86;45789.54;310.19;11755.4;8424.57;15086.24
2025-11-07;15195.52;30208.32;182.73;5151.39;2881.47;7421.31
2025-11-08;9420.33;18731.35;109.32;1284.01;769.25;1798.77
2025-11-09;5500.1;10935.25;64.96;2439.29;2403.4;2475.17
2025-11-10;11392.16;22691.32;92.99;7632.93;7113.88;8151.98
2025-11-11;13618.72;27142.73;94.72;18203.6;15820.93;20586.28
2025-11-12;17900.54;35657.14;143.93;26138.87;25517.17;26760.57
2025-11-13;17690.32;35233.6;147.04;30043.0;30913.83;29172.16
2025-11-14;9249.23;18320.49;177.96;14574.87;15984.86;13164.88
2025-11-15;8477.24;16903.59;50.88;22987.28;24304.0;21670.56
2025-11-16;9594.12;19103.53;84.71;10084.96;7447.75;12722.16
2025-11-17;8331.44;16615.67;47.21;21267.46;21715.82;20819.1
2025-11-18;13533.93;26975.3;92.57;24067.6;22503.65;25631.55
2025-11-19;12006.36;23927.8;84.92;19009.94;18467.39;19552.49
2025-11-20;7832.33;15620.81;43.85;14230.33;13163.53;15297.12
2025-11-21;15503.95;30959.34;48.56;7170.69;5951.49;8389.89
2025-11-22;19302.68;38535.71;69.64;18725.93;18804.29;18647.56
2025-11-23;16413.46;32765.94;60.98;28465.4;30144.9;26785.89
2025-11-24;4306.32;8584.38;28.27;17549.59;15149.47;19949.7
2025-11-25;5372.65;10713.99;31.32;5521.19;5064.11;5978.26
2025-11-26;5299.53;10554.53;44.53;6462.01;5518.17;7405.86
2025-11-27;8637.51;17240.45;34.56;28556.89;32211.67;24902.1
2025-11-28;7310.78;14578.21;43.34;27675.16;25508.57;29841.74
2025-11-29;6576.15;13119.14;33.15;20603.78;18981.13;22226.42
2025-11-30;6931.0;13824.52;37.49;24510.69;23014.01;26007.37
2025-12-01;14116.44;28230.93;1.96;26524.6;25726.58;27322.63
2025-12-02;10104.51;20205.52;3.5;23411.83;20625.87;26197.8
2025-12-03;5854.86;11709.04;0.68;4791.23;3654.9;5927.55
2025-12-04;5914.05;11826.48;1.62;7741.91;8324.01;7159.81
2025-12-05;4368.68;8733.74;3.62;5055.23;2947.19;7163.27
2025-12-06;5329.26;10645.76;12.76;29054.43;30165.56;27943.3
2025-12-07;5058.48;10105.8;11.17;24527.15;18995.61;30058.68
2025-12-08;7059.22;14113.72;4.73;35499.85;33850.42;37149.27
2025-12-09;10779.31;21558.08;0.54;23842.8;21841.06;25844.54
2025-12-10;7105.57;14210.5;0.64;29305.81;25990.51;32621.12
2025-12-11;8731.69;17462.94;0.44;24921.72;24207.41;25636.04
2025-12-12;8108.49;16216.26;0.71;8044.65;6657.34;9431.96
2025-12-13;3808.03;7615.69;0.36;12842.33;12887.73;12796.94
2025-12-14;5517.73;11035.24;0.21;21698.2;22748.28;20648.12
2025-12-15;11543.03;23085.63;0.43;23594.98;21987.89;25202.07
2025-12-16;9942.65;19885.05;0.26;14250.4;11421.95;17078.85
2025-12-17;8867.8;17735.37;0.24;11520.5;10551.97;12489.02
2025-12-18;12999.52;25998.65;0.38;32943.9;32557.76;33330.03
2025-12-19;5345.51;10690.72;0.31;28688.95;25134.32;32243.57
2025-12-20;8120.32;16240.19;0.44;7116.47;4412.28;9820.66
2025-12-21;9820.95;19641.66;0.24;18841.19;18582.9;19099.47
2025-12-22;3946.88;7893.47;0.3;27510.83;26588.6;28433.06
2025-12-23;2650.41;5300.62;0.2;34808.21;36108.08;33508.33
2025-12-24;6064.96;12129.74;0.19;35192.21;35625.32;34759.1
